ID,WIDTH,HEIGHT,STACK_ID
0,623,751,0
1,2015,825,0
2,734,734,0
3,1907,635,0
4,1790,1070,0
5,802,2010,0
6,1140,1435,0
7,319,764,0
8,1723,764,0
9,376,751,0
10,376,751,0
11,873,1937,0
12,937,567,0
13,585,1304,0
14,880,537,0
15,650,596,0
16,1166,246,0
17,508,1756,0
18,600,1228,1
19,600,1228,1
20,600,1228,1
21,600,1228,1
22,600,1228,1
23,681,2153,1
24,831,1141,1
25,621,611,1
26,203,1444,1
27,946,1444,1
28,240,1497,1
29,461,461,1
30,461,461,1
31,823,461,1
32,823,461,1
33,387,1797,1
34,387,1797,1
35,751,1797,1
36,751,1797,1
37,2464,954,1
38,682,1884,2
39,682,1884,2
40,538,1072,2
41,538,1072,2
42,543,1372,2
43,543,1372,2
44,543,1372,2
45,543,1372,2
46,543,1372,2
47,543,1372,2
48,543,1372,2
49,543,1372,2
50,571,916,2
51,892,973,2
52,388,375,2
53,388,375,2
54,388,375,2
55,600,988,2
56,600,988,2
57,600,1228,2
58,1764,384,3
59,321,541,3
60,721,1016,3
61,821,1116,3
62,821,1116,3
63,772,861,3
64,740,1640,3
65,740,1640,3
66,740,1640,3
67,531,501,3
68,531,501,3
69,641,661,3
70,721,656,3
71,671,861,3
72,687,996,3
73,687,996,3
74,701,1026,3
75,527,1056,3
76,527,1056,3
77,701,1106,3
78,281,351,4
79,351,391,4
80,321,551,4
81,321,551,4
82,721,666,4
83,721,666,4
84,731,796,4
85,532,916,4
86,532,916,4
87,682,916,4
88,682,916,4
89,731,1246,4
90,811,1246,4
91,691,1266,4
92,691,1276,4
93,691,1276,4
94,702,1629,4
95,702,1629,4
96,773,1634,4
97,774,339,4
98,767,1979,5
99,767,1979,5
100,767,1979,5
101,767,1979,5
102,922,2144,5
103,922,2144,5
104,508,866,5
105,508,866,5
106,508,866,5
107,508,866,5
108,1440,1401,5
109,1440,1401,5
110,1065,1916,5
111,1065,1916,5
112,787,2043,5
113,787,2043,5
114,940,1270,5
115,940,1270,5
116,940,1270,5
117,1781,681,5
118,1115,1961,6
119,1021,2116,6
120,1021,2116,6
121,1021,2116,6
122,742,919,6
123,742,919,6
124,742,919,6
125,742,919,6
126,742,919,6
127,742,919,6
128,1039,1929,6
129,1039,1929,6
130,1039,1929,6
131,1039,1929,6
132,964,1800,6
133,964,1800,6
134,897,1894,6
135,897,1894,6
136,831,1952,6
137,831,1952,6
138,742,919,6
139,850,810,7
140,851,810,7
141,851,810,7
142,851,810,7
143,851,810,7
144,851,810,7
145,851,810,7
146,395,1205,7
147,395,1205,7
148,395,1205,7
149,395,1205,7
150,726,1322,7
151,726,1322,7
152,726,1322,7
153,726,1322,7
154,711,1952,7
155,711,1952,7
156,898,806,7
157,898,806,7
158,1115,1961,7
159,698,1959,8
160,1398,1959,8
161,1398,1959,8
162,1398,1959,8
163,1398,1959,8
164,515,836,8
165,515,836,8
166,1115,1936,8
167,1115,1936,8
168,1115,1936,8
169,1115,1936,8
170,1115,1936,8
171,1115,1936,8
172,675,810,8
173,675,810,8
174,675,810,8
175,675,810,8
176,850,810,8
177,850,810,8
178,850,810,8
179,1513,1246,9
180,1513,1246,9
181,1177,2041,9
182,1177,2041,9
183,1177,2041,9
184,1177,2041,9
185,1230,2041,9
186,1230,2041,9
187,484,1358,9
188,484,1358,9
189,484,1358,9
190,484,1358,9
191,698,1959,9
192,1010,2085,10
193,1282,2025,10
194,1282,2025,10
195,1282,2025,10
196,1326,2025,10
197,1326,2025,10
198,1326,2025,10
199,1326,2025,10
200,1267,1457,10
201,1267,1457,10
202,851,1025,11
203,851,1025,11
204,851,1025,11
205,851,1025,11
206,851,1025,11
207,851,1025,11
208,851,1025,11
209,851,1025,11
210,851,1025,11
211,867,2238,11
212,867,2238,11
213,867,2238,11
214,867,2238,11
215,867,2238,11
216,867,2238,11
217,867,2238,11
218,867,2238,11
219,867,2238,11
220,867,2238,11
221,867,2238,11
222,480,794,11
223,851,1025,11
224,842,2188,12
225,842,2188,12
226,842,2188,12
227,842,2188,12
228,847,2105,12
229,847,2105,12
230,847,2105,12
231,847,2105,12
232,847,2105,12
233,847,2105,12
234,847,2105,12
235,847,2105,12
236,847,2105,12
237,847,2105,12
238,847,2105,12
239,847,2105,12
240,847,2105,12
241,851,1025,12
242,851,1025,12
243,851,1025,12
244,799,2210,13
245,799,2210,13
246,842,2188,13
247,842,2188,13
248,842,2188,13
249,842,2188,13
250,842,2188,13
251,842,2188,13
252,842,2188,13
253,842,2188,13
254,842,2188,13
255,842,2188,13
256,842,2188,13
257,842,2188,13
258,842,2188,13
259,842,2188,13
260,842,2188,13
261,842,2188,13
262,842,2188,13
263,842,2188,13
264,842,2188,13
265,887,1022,14
266,887,1022,14
267,887,1022,14
268,887,1022,14
269,887,1022,14
270,887,1022,14
271,887,1022,14
272,887,1022,14
273,887,1022,14
