ID,BIN,X,Y,WIDTH,HEIGHT
0,0,5928,95,12,5
1,0,4251,2318,1,1
2,0,2229,2052,1,2
3,0,5932,94,11,6
4,1,329,521,1,1
5,1,3890,1485,2,1
6,1,5812,275,1,1
7,1,178,1587,1,3
8,1,4194,2991,3,6
9,1,4327,353,1,1
10,2,3000,1772,2,1
11,2,149,1972,1,1
12,2,5903,1018,1,1
13,2,951,1238,2,2
14,2,2973,1554,1,3
15,2,3060,2826,4,4
16,2,3083,3039,2,1
17,3,172,1849,1,1
18,3,2959,1043,1,1
19,3,5115,165,1,1
20,3,683,1633,1,1
21,3,4521,1359,1,2
22,5,1015,411,1,1
23,5,1193,480,1,1
24,5,638,502,2,3
25,5,1868,2917,2,4
26,6,1660,993,1,1
27,6,3531,1650,2,1
28,6,295,2516,1,1
29,6,410,2417,1,1
30,6,1169,2439,9,7
31,6,3171,2087,2,2
32,7,5762,2357,1,1
33,7,1502,1555,1,2
34,7,4239,2948,1,2
35,8,2858,2531,2,1
36,8,2716,983,1,1
37,8,3085,2025,1,1
38,8,3858,2134,1,1
39,8,2207,31,1,1
40,8,279,2543,2,4
41,8,4402,1894,2,4
42,8,4496,694,2,3
43,9,905,885,1,1
44,9,5275,2071,1,1
45,9,678,84,1,1
46,9,2329,2576,4,5
47,9,4277,2506,3,4
48,9,4489,400,2,1
49,10,1320,776,1,3
50,10,3769,2850,3,6
51,10,5655,421,3,3
52,11,35,567,1,1
53,12,5777,491,1,1
54,12,2859,738,1,2
55,12,5267,889,2,2
56,13,1402,2229,1,1
57,13,1745,2233,1,1
58,13,1539,505,2,1
59,13,327,2813,2,2
60,14,1991,55,2,1
61,14,591,673,1,1
62,14,5061,111,1,1
63,14,591,662,1,1
64,14,4110,1989,1,1
65,14,598,654,2,4
66,15,5435,830,1,1
67,15,2512,1416,1,1
68,15,5413,529,1,1
69,15,4315,593,1,1
70,15,3696,2680,2,3
71,16,2622,2122,2,3
72,17,1365,183,1,1
73,17,4466,1666,5,2
74,17,4463,1653,17,6
75,19,88,2344,1,1
76,19,67,1189,1,1
77,19,304,2060,1,1
78,19,1619,2355,11,6
79,19,2527,2635,7,6
80,19,4360,2707,4,4
81,20,4738,1037,1,1
82,20,1803,378,1,1
83,20,2632,316,9,5
84,21,1768,3103,12,6
85,21,3801,2900,2,3
86,21,5694,924,2,2
87,22,1347,711,1,2
88,22,4180,135,2,4
89,23,927,2921,2,4
90,23,1761,194,1,2
91,23,1731,2764,4,4
92,23,4995,2496,1,3
93,24,402,2084,12,5
94,26,3618,82,9,6
95,26,4975,3125,8,3
96,28,3048,66,2,4
97,30,5079,3025,5,5
98,31,4340,3037,2,2
99,31,5145,2752,1,2
100,31,5849,3001,1,3
101,32,361,1892,2,4
102,32,2333,908,3,2
103,32,3774,2515,3,4
104,32,4527,2987,1,3
105,32,4666,2282,7,5
106,33,2854,188,8,7
107,33,3017,2974,4,4
108,33,3822,2767,2,3
109,33,4074,1712,6,4
110,35,5436,2942,5,4
111,36,2600,2624,1,2
112,36,4152,3134,9,5
113,36,4575,144,3,3
114,36,5495,2981,2,3
115,38,3829,1819,5,5
116,39,158,2660,1,3
117,39,251,2611,10,4
118,39,2440,547,1,2
119,39,5006,2326,4,4
120,39,5313,2408,1,3
121,40,788,261,1,2
122,41,2747,2391,2,3
123,41,4768,1145,1,2
124,42,849,1017,2,2
125,42,914,2129,3,4
126,42,1273,2981,3,2
127,42,5429,2802,1,2
128,43,229,2939,3,5
129,43,2614,151,1,2
130,43,4597,533,7,4
131,44,41,543,2,2
132,44,1605,177,1,2
133,44,1783,2598,2,4
134,44,3705,2825,2,2
135,45,3573,2697,2,3
136,46,286,2846,2,3
137,46,286,2847,2,3
138,46,4308,2455,2,3
139,47,1555,2039,3,5
140,47,3340,2856,2,4
141,47,4530,1958,3,5
142,47,4983,3008,3,3
143,48,667,2814,10,5
144,48,3001,1219,9,5
145,49,905,2232,1,3
146,50,467,2944,2,3
147,50,1177,1603,5,4
148,51,1398,1672,1,2
149,51,1553,1441,1,3
150,51,1523,2680,1,3
151,51,2295,2525,3,4
152,51,4038,2836,1,1
153,52,1354,1301,1,2
154,52,2835,889,2,2
155,52,5354,546,7,4
156,53,2635,2554,2,4
157,53,2806,893,4,3
158,53,2921,502,17,6
159,54,406,2456,2,3
160,54,5975,808,1,2
161,56,74,3006,1,2
162,56,448,933,2,3
163,56,2309,597,2,3
164,56,3679,2771,1,3
165,57,204,1531,4,5
166,57,2277,399,2,2
167,58,3922,1698,1,2
168,59,679,2338,4,4
169,59,1635,128,1,2
170,60,812,1744,2,3
171,60,4900,2429,1,3
172,61,872,3155,2,1
173,61,1848,2956,2,3
174,61,2068,2873,2,2
175,62,2160,3022,3,4
176,62,2903,3045,3,4
177,63,246,2342,6,6
178,63,1578,2830,1,2
