ID,WIDTH,HEIGHT,STACK_ID
0,553,1309,0
1,366,1405,0
2,366,1405,0
3,642,1911,0
4,642,1911,0
5,2043,729,0
6,2043,729,0
7,1085,1698,0
8,1254,2122,0
9,648,823,0
10,1555,2095,0
11,1266,1968,0
12,372,1323,0
13,990,1823,0
14,731,1811,0
15,1059,1040,0
16,1059,1040,0
17,767,1040,0
18,771,788,0
19,771,788,0
20,826,1986,1
21,1134,2163,1
22,1033,921,1
23,855,1907,1
24,510,1204,1
25,550,1240,1
26,972,1675,1
27,863,1997,1
28,978,1687,1
29,978,1687,1
30,978,1675,1
31,978,1675,1
32,978,1675,1
33,833,1901,1
34,931,1479,1
35,1544,2354,1
36,316,941,1
37,466,841,1
38,336,870,1
39,336,870,1
40,1321,1978,2
41,421,823,2
42,508,849,2
43,2336,1074,2
44,618,928,2
45,871,976,2
46,607,1754,2
47,587,1754,2
48,607,1754,2
49,607,1754,2
50,587,1754,2
51,834,2021,2
52,925,265,3
53,848,678,3
54,740,1945,3
55,554,1193,3
56,554,1193,3
57,554,1193,3
58,554,1193,3
59,554,1193,3
60,554,1193,3
61,554,898,3
62,554,898,3
63,556,898,3
64,556,898,3
65,556,898,3
66,451,1483,3
67,451,1483,3
68,788,1358,3
69,303,988,3
70,491,1061,3
71,547,872,3
72,444,890,4
73,880,890,4
74,444,890,4
75,769,938,4
76,401,938,4
77,718,833,4
78,497,2090,4
79,854,2060,4
80,483,1180,4
81,1471,633,4
82,860,1036,4
83,799,2013,4
84,561,886,4
85,975,1049,4
86,683,1075,4
87,683,1075,4
88,1912,852,4
89,697,1936,4
90,610,1964,4
91,1401,601,4
92,1088,767,5
93,308,1710,5
94,308,1710,5
95,1851,2195,5
96,1050,1340,5
97,1437,1928,5
98,553,1637,5
99,1037,1983,5
100,748,1373,5
101,756,2093,5
102,530,1928,5
103,315,1635,5
104,315,1635,5
105,678,1630,5
106,678,1630,5
107,748,968,5
108,880,890,5
109,486,316,6
110,486,316,6
111,588,1063,6
112,588,1063,6
113,588,1063,6
114,588,1063,6
115,774,318,6
116,774,318,6
117,636,1160,6
118,636,1160,6
119,350,2030,7
120,2897,408,7
121,1455,655,7
122,1455,655,7
123,934,1790,7
124,934,1790,7
125,934,1790,7
126,934,1790,7
127,934,1790,7
128,934,1790,7
