ID,BIN,X,Y,WIDTH,HEIGHT
0,1,3274,393,3,3
1,1,3333,396,3,2
2,1,3995,3079,16,7
3,1,4518,616,7,4
4,1,5461,455,2,3
5,2,576,2230,1,2
6,3,711,2491,1,3
7,5,3163,532,3,2
8,5,4058,27,2,1
9,6,2809,1089,3,4
10,6,4801,3118,2,2
11,7,1958,1055,2,2
12,7,2407,2343,8,5
13,9,1261,2233,3,4
14,9,1623,2630,1,3
15,9,4936,745,1,2
16,10,4349,2765,1,3
17,11,1761,2711,1,1
18,11,3268,2786,2,3
19,11,3759,1287,3,3
20,11,3868,229,2,3
21,12,334,229,5,4
22,13,925,3115,3,2
23,13,1186,206,4,4
24,14,3190,2587,1,3
25,14,5066,3157,7,15
26,15,119,1266,2,4
27,15,1282,135,2,2
28,15,4295,1795,8,4
29,15,4271,1795,3,3
30,17,4318,1271,6,5
31,17,4595,2144,14,7
32,18,561,2695,3,2
33,18,2264,2851,22,6
34,18,2715,968,3,4
35,20,1153,1536,1,3
36,20,1248,470,1,2
37,20,2804,1179,1,2
38,20,5754,1773,6,4
39,21,294,1171,2,4
40,21,414,1800,8,4
41,21,444,1800,3,3
42,21,931,2424,2,3
43,21,4084,872,3,4
44,22,849,2941,2,3
45,22,2579,691,7,5
46,22,5280,1577,3,3
47,22,5706,2649,3,4
48,24,4183,2920,3,4
49,24,4985,1174,3,5
50,25,2670,193,3,2
51,25,2723,198,2,2
52,25,5822,1181,4,5
53,26,844,567,3,5
54,27,1932,1626,6,5
55,27,3157,1797,1,1
56,27,4217,412,1,2
57,29,863,1615,2,4
58,29,4160,1801,8,4
59,30,45,387,2,4
60,30,1719,213,10,2
61,30,5450,1306,4,4
62,32,2440,664,8,5
63,34,161,1156,18,8
64,34,2806,640,4,5
65,34,5836,470,9,5
66,35,1127,925,1,3
67,35,1792,1034,4,3
68,35,2469,33,1,2
69,35,2526,30,1,2
70,35,2790,1034,4,4
71,35,4019,1034,3,3
72,35,4179,402,1,2
73,36,2490,1034,7,3
74,36,2589,1034,2,2
75,36,2571,1040,1,2
76,36,4862,1035,1,3
77,37,5063,1034,5,4
78,38,422,1036,2,3
79,38,2741,1035,5,3
80,38,3248,1035,9,5
81,38,5155,1087,3,4
82,39,1224,1035,4,3
83,39,2579,1035,13,6
84,41,259,242,5,2
85,43,1285,1705,1,3
86,43,3150,912,3,4
87,43,5507,252,3,4
88,45,1901,935,4,4
89,45,3442,2717,1,2
90,47,2155,564,2,3
91,47,5419,220,1,3
92,49,278,2053,6,6
93,49,3353,894,6,4
94,49,5726,2809,2,3
95,51,1339,2832,2,3
96,51,5146,881,4,4
97,52,725,927,3,2
98,52,5609,1839,2,3
99,53,993,263,3,3
100,53,993,264,3,3
101,53,1341,350,3,4
102,54,2142,45,9,5
103,55,2884,3086,1,3
104,56,2377,2412,12,6
105,57,3194,754,6,5
106,58,1345,181,3,3
107,59,3509,1727,8,4
108,59,4086,1610,2,2
109,59,4431,745,2,2
110,59,5281,262,1,2
111,59,5282,262,1,2
112,60,1102,761,7,5
113,61,3057,815,3,4
114,61,5187,639,2,4
115,63,179,1469,3,4
116,63,1091,1458,3,4
117,63,1336,1452,1,3
118,63,2478,1476,3,4
119,63,2667,1460,3,4
120,64,5433,2496,1,2
121,65,3129,819,3,4
122,65,4816,1749,2,1
123,65,5091,1434,2,3
124,66,46,2995,16,6
125,66,2536,6,7,3
126,67,4853,354,5,6
127,67,5981,762,3,4
128,68,1999,2070,3,4
129,68,4026,93,3,4
130,68,4646,2811,2,2
131,69,878,230,2,4
132,69,2485,1979,4,3
133,69,2485,1979,4,3
134,69,2576,1928,1,2
135,69,3932,3058,2,3
136,71,945,51,3,4
137,72,3386,635,3,4
138,74,3561,1210,7,6
139,75,698,3107,3,3
140,76,3817,3005,4,6
141,77,752,193,6,5
142,77,859,715,3,3
143,77,894,715,2,2
144,77,1899,2964,2,3
145,77,3327,2668,2,3
146,78,347,2244,12,7
147,78,1835,325,1,3
148,78,5158,50,1,2
149,78,5394,1484,3,4
150,79,3072,6,13,4
151,79,5709,81,3,5
152,81,3317,316,6,5
153,82,1262,1018,1,2
154,82,3703,528,3,4
155,82,5319,2889,10,6
156,82,5511,2569,1,3
157,83,100,813,1,3
158,84,2084,777,1,2
159,84,3750,108,2,3
160,86,3029,2789,5,4
161,86,3135,1227,2,2
162,88,5285,630,1,3
163,89,5025,1472,2,2
164,90,4018,1601,2,3
165,92,2104,126,3,4
166,93,1955,1486,9,5
167,93,2823,1326,3,3
168,93,3123,386,2,4
169,94,2583,2857,3,4
170,95,4209,1549,6,5
171,97,2429,292,2,3
172,97,3053,539,1,2
173,98,1771,837,2,2
174,99,300,955,2,3
175,99,3996,1054,2,3
