ID,WIDTH,HEIGHT,STACK_ID
0,582,787,0
1,582,787,0
2,582,787,0
3,572,787,0
4,559,2165,0
5,559,2165,0
6,559,2165,0
7,559,2165,0
8,821,1741,0
9,859,2165,0
10,859,2165,0
11,1759,2165,0
12,1759,2165,0
13,1759,2186,0
14,1759,2165,0
15,559,2165,0
16,559,2165,0
17,559,2165,0
18,559,2165,0
19,559,2165,0
20,559,2165,0
21,559,2165,0
22,559,2165,0
23,559,2165,0
24,559,2165,0
25,559,2165,0
26,559,2165,0
27,576,2074,0
28,576,2074,0
29,620,1228,1
30,874,379,1
31,1206,215,1
32,301,2072,1
33,911,1511,1
34,911,1711,1
35,749,890,1
36,849,900,1
37,919,1370,1
38,1121,1071,1
39,1121,1071,1
40,1121,1071,1
41,1121,1071,1
42,888,787,1
43,898,787,1
44,898,787,1
45,908,787,1
46,908,787,1
47,908,787,1
48,908,787,1
49,908,787,1
50,908,787,1
51,908,787,1
52,862,787,1
53,862,787,1
54,862,787,1
55,862,787,1
56,862,787,1
57,582,787,1
58,356,1310,2
59,356,1310,2
60,356,1310,2
61,574,2109,2
62,574,2109,2
63,585,895,2
64,613,819,2
65,613,819,2
66,459,670,2
67,356,1310,2
68,356,1310,2
69,356,1310,2
70,658,819,2
71,585,895,2
72,718,718,2
73,718,718,2
74,720,720,2
75,718,790,2
76,718,790,2
77,705,299,2
78,310,500,2
79,458,529,2
80,390,700,2
81,459,670,2
82,906,2426,2
83,435,2023,2
84,435,2023,2
85,948,342,2
86,1506,342,2
87,745,1138,3
88,830,1270,3
89,697,1883,3
90,868,1937,3
91,571,1172,3
92,790,1100,3
93,710,1410,3
94,797,1852,3
95,1660,720,3
96,1670,720,3
97,1670,720,3
98,533,1109,3
99,533,1109,3
100,571,1172,3
101,610,1010,3
102,710,910,3
103,571,1169,3
104,708,1009,3
105,708,1009,3
106,705,1323,3
107,571,1169,3
108,605,1110,3
109,605,1110,3
110,613,1224,3
111,613,1224,3
