ID,BIN,X,Y,WIDTH,HEIGHT
0,0,1829,152,2,4
1,1,2924,2959,2,2
2,2,1172,1756,4,4
3,2,1233,412,3,3
4,2,3071,701,1,3
5,2,4318,1669,2,3
6,3,327,2855,1,2
7,3,4054,3148,2,2
8,4,5451,2810,2,2
9,5,2370,1681,5,4
10,5,3233,2846,1,3
11,6,3550,102,1,2
12,6,4465,1728,3,2
13,8,4396,2535,3,3
14,8,4723,2582,1,2
15,9,3499,638,6,4
16,10,1756,1969,3,4
17,10,1756,1969,3,4
18,10,3944,898,2,4
19,10,4288,779,2,2
20,10,4327,2412,2,2
21,11,111,1873,1,2
22,11,2317,2770,4,3
23,11,3854,1205,8,1
24,11,4583,73,1,2
25,12,4890,338,1,2
26,13,3079,2915,1,2
27,13,3996,360,1,2
28,13,4786,2441,1,2
29,14,46,2824,1,3
30,14,5819,1412,1,2
31,15,2732,2056,1,3
32,15,3085,3121,3,5
33,15,3354,2876,2,3
34,15,3341,3139,1,2
35,15,4040,2814,2,4
36,16,552,2912,2,4
37,16,4501,2422,1,2
38,16,4582,834,1,2
39,16,5130,1721,1,2
40,16,5222,1526,2,5
41,17,1996,2772,1,2
42,17,2963,2254,2,3
43,18,4928,2975,2,3
44,19,229,2348,1,2
45,20,659,1949,2,4
46,20,2654,2861,4,3
47,20,2721,348,2,4
48,21,923,2476,3,5
49,21,1910,638,1,2
50,21,4623,607,2,3
51,22,2865,2366,4,1
52,22,5757,488,1,3
53,23,481,2447,1,4
54,23,2616,380,5,5
55,23,3467,2394,3,3
56,23,4178,2425,1,4
57,24,2200,2186,15,6
58,25,5969,2500,1,3
59,26,2903,1149,3,5
60,26,3999,497,1,3
61,26,4755,1935,5,4
62,26,4779,3038,2,3
63,26,5551,2408,2,2
64,28,3481,3075,1,1
65,28,1668,500,1,1
66,28,2537,523,1,1
67,28,3473,3101,1,1
68,28,108,140,2,3
69,28,3765,2656,1,2
70,28,4101,410,1,2
71,28,4311,3045,7,5
72,30,1251,1878,1,1
73,30,3143,909,1,1
74,30,5282,1324,1,1
75,30,171,579,1,1
76,30,4751,3060,1,1
77,30,1357,1489,1,1
78,30,5055,360,3,1
79,30,5914,2670,1,3
80,32,4674,2388,1,1
81,32,1746,3012,1,1
82,32,2395,1566,1,1
83,32,2427,1561,1,1
84,32,3770,2544,1,1
85,32,998,872,2,2
86,32,3373,2864,3,3
87,34,277,140,1,1
88,34,4512,2009,1,1
89,34,1927,73,1,1
90,34,5698,43,1,1
91,34,3090,2424,4,4
92,36,3890,1056,2,1
93,36,3470,644,1,1
94,36,2095,2667,1,1
95,37,2944,336,1,1
96,37,2084,1703,1,1
97,37,4358,2601,1,1
98,37,419,719,1,1
99,37,3091,2690,1,1
