ID,BIN,X,Y,WIDTH,HEIGHT
0,1,462,1029,1,1
1,1,3472,2187,1,1
2,1,163,222,1,1
3,1,5760,1208,1,1
4,1,1091,1139,1,1
5,1,1132,759,13,7
6,2,5823,538,1,1
7,2,3022,130,1,1
8,2,43,105,1,1
9,2,3501,2131,1,1
10,2,5044,2603,2,3
11,2,5664,511,2,2
12,4,3603,987,1,1
13,4,5929,2104,1,1
14,4,4772,2839,3,3
15,4,4771,2840,3,3
16,5,144,1575,1,1
17,5,4580,258,2,2
18,5,4578,255,1,1
19,5,5873,1285,1,1
20,5,1307,41,5,6
21,5,2515,203,1,2
22,7,121,520,1,1
23,7,3362,2519,1,1
24,8,4086,58,1,1
25,8,5856,2446,1,1
26,8,90,657,1,1
27,8,1263,1200,1,1
28,8,5933,373,1,1
29,8,1153,1706,1,1
30,8,2128,2608,3,3
31,9,1440,800,2,3
32,9,3217,3181,9,4
33,9,5799,2601,3,4
34,11,2321,1067,1,1
35,11,52,2004,1,1
36,11,707,1580,2,1
37,11,1737,48,1,1
38,11,3148,2138,3,5
39,12,5005,1113,1,1
40,12,1910,1302,1,1
41,12,5168,931,1,1
42,12,146,2159,1,1
43,12,2916,683,5,3
44,12,145,577,2,1
45,12,369,2406,1,1
46,14,2000,625,1,1
47,14,3265,1903,1,1
48,14,3526,326,2,1
49,14,2449,1924,1,1
50,14,1070,115,2,3
51,15,1054,126,1,1
52,15,5823,771,1,1
53,15,5380,442,1,1
54,15,5948,2105,1,1
55,15,4606,2117,1,1
56,15,3658,2200,2,3
57,15,5922,2279,1,1
58,15,4373,1480,1,1
59,16,3028,2928,1,1
60,16,3730,1528,1,1
61,16,5756,2643,2,1
62,16,3379,2228,1,1
63,16,96,944,1,2
64,17,3430,3012,1,1
65,17,705,808,1,1
66,17,1714,2306,1,1
67,17,5875,3059,1,2
68,18,1843,2221,1,1
69,18,5875,2946,1,1
70,18,5914,2347,1,1
71,18,3231,2151,1,1
72,18,4490,2907,1,1
73,20,5917,1709,1,1
