ID,WIDTH,HEIGHT,STACK_ID
0,585,1908,0
1,900,918,0
2,1040,1092,0
3,814,1989,0
4,1025,1710,0
5,1905,1710,0
6,835,2145,0
7,743,2084,1
8,670,1858,1
9,776,2396,1
10,2781,704,1
11,863,1473,1
12,849,1961,1
13,197,2045,1
14,662,852,2
15,802,1202,2
16,792,1212,2
17,673,1724,2
18,743,1904,2
19,753,1914,2
20,763,2034,2
21,850,1917,3
22,422,642,3
23,730,570,3
24,794,742,3
25,805,570,3
26,805,570,3
27,702,821,3
28,813,1604,4
29,795,743,4
30,795,743,4
31,813,843,4
32,813,983,4
33,795,1163,4
34,795,1163,4
35,750,1957,5
36,750,1957,5
37,252,1925,5
38,824,1925,5
39,824,1925,5
40,824,1925,5
41,824,1925,5
42,900,1711,6
43,960,1236,6
44,960,1236,6
45,960,1236,6
46,960,1236,6
47,960,1236,6
48,750,1957,6
49,836,1220,7
50,960,1723,7
51,960,1723,7
52,950,1517,7
53,950,1517,7
54,900,1711,7
55,900,1711,7
56,960,1538,8
