ID,WIDTH,HEIGHT,STACK_ID
0,892,628,0
1,892,628,0
2,892,701,0
3,892,701,0
4,892,701,0
5,892,701,0
6,859,701,0
7,859,701,0
8,859,628,0
9,1059,628,0
10,1059,701,0
11,1059,701,0
12,816,570,0
13,812,607,0
14,1460,2420,0
15,1460,2420,0
16,1552,387,0
17,2952,491,0
18,2952,491,0
19,460,1372,0
20,460,1372,0
21,460,1372,0
22,460,1372,0
23,460,1372,0
24,617,628,0
25,617,628,0
26,617,701,0
27,617,701,0
28,617,701,0
29,617,701,0
30,555,1767,1
31,555,1767,1
32,672,613,1
33,684,684,1
34,672,598,1
35,622,1051,1
36,711,316,1
37,402,1347,1
38,402,1347,1
39,773,629,1
40,773,629,1
41,773,629,1
42,811,632,1
43,811,632,1
44,811,632,1
45,252,1274,1
46,252,1274,1
47,252,1274,1
48,252,1274,1
49,252,1274,1
50,252,1274,1
51,691,629,1
52,691,629,1
53,691,629,1
54,689,909,1
55,689,955,1
56,707,1122,1
57,731,1456,1
58,573,1935,1
59,611,1844,1
60,501,2151,2
61,501,2151,2
62,501,2151,2
63,245,1677,2
64,725,1677,2
65,725,1677,2
66,725,1677,2
67,673,371,2
68,773,419,2
69,420,1060,2
70,420,1060,2
71,773,1721,2
72,726,1879,2
73,811,2054,2
74,903,1104,2
75,903,1104,2
76,903,1104,2
77,866,1104,2
78,866,1104,2
79,866,1104,2
80,405,603,2
81,405,603,2
82,622,603,2
83,622,603,2
84,622,603,2
85,622,603,2
86,622,603,2
87,622,603,2
88,555,224,2
89,555,224,2
90,522,478,3
91,522,478,3
92,1022,978,3
93,1012,837,3
94,1012,837,3
95,693,2060,3
96,725,2036,3
97,673,2065,3
98,494,2041,3
99,494,2041,3
100,773,521,3
101,685,442,3
102,816,1994,3
103,780,1724,3
104,781,1994,3
105,791,1974,3
106,791,1974,3
107,505,1033,3
108,505,1033,3
109,515,1211,3
110,515,1211,3
111,515,1211,3
112,515,1211,3
113,512,633,3
114,663,1051,3
115,668,2201,3
116,668,2201,3
117,501,2151,3
118,501,2151,3
119,501,2151,3
120,902,457,4
121,520,1952,4
122,520,1952,4
123,708,2048,4
124,708,2048,4
125,722,2058,4
126,822,1051,4
127,922,1051,4
128,922,1051,4
129,722,1051,4
130,822,2063,4
131,812,2053,4
132,922,2063,4
133,515,2161,4
134,515,2161,4
135,515,2161,4
136,515,2161,4
137,515,2161,4
138,515,2161,4
139,515,2161,4
140,515,2161,4
141,504,1174,4
142,504,1174,4
143,504,1174,4
144,504,1174,4
145,504,1174,4
