ID,BIN,X,Y,WIDTH,HEIGHT
0,1,4090,1951,1,2
1,2,5869,3064,5,2
2,3,208,264,2,1
3,3,1101,692,1,2
4,3,1423,666,1,2
5,3,4434,2379,1,1
6,3,4633,1672,1,2
7,4,1212,779,2,2
8,4,1525,1657,1,2
9,4,2946,3046,4,3
10,6,827,2931,2,2
11,7,3907,209,4,3
12,7,4195,2896,3,2
13,7,5842,65,2,2
14,8,1319,1662,1,1
15,8,2277,1655,1,1
16,9,1174,1650,1,1
17,9,2320,496,1,2
18,9,4042,1256,1,2
19,9,5072,1628,1,2
20,9,5079,1623,1,1
21,10,912,1706,1,1
22,10,2026,968,2,2
23,10,4269,2695,2,3
24,12,2171,160,4,3
25,13,1719,118,3,4
26,14,2577,551,2,3
27,14,2667,404,1,1
28,15,179,2683,3,4
29,15,752,2011,1,1
30,15,2831,2776,1,1
31,15,3446,3133,1,1
32,15,5531,2468,3,3
33,16,1460,1719,3,6
34,16,5915,1800,1,1
35,17,2250,997,1,1
36,17,3579,1871,2,3
37,17,4238,659,2,2
38,17,4625,2784,1,1
39,18,2329,2437,1,2
40,18,3683,956,1,1
41,18,3706,946,1,1
42,19,2819,2980,1,2
43,20,5744,2692,2,3
44,21,3071,2695,1,1
45,21,3102,2621,2,3
46,21,3089,1324,1,2
47,21,4891,2455,1,3
48,22,3068,973,2,3
49,22,4901,2554,1,2
50,22,4994,2727,1,1
51,22,5857,2651,3,2
52,23,1275,2637,1,1
53,23,1305,2561,1,1
54,23,1638,1130,1,2
55,23,1956,1858,1,1
56,23,3234,2025,1,1
57,24,2383,2019,1,1
58,24,3668,1980,2,3
59,24,3801,2344,1,2
60,24,4519,3049,2,3
61,26,3672,298,1,1
62,27,2255,3061,7,4
63,29,2158,2856,2,3
64,31,363,197,5,3
65,32,3362,1980,3,2
66,32,4324,1006,2,1
67,33,424,1983,2,2
68,33,2128,2070,1,2
69,33,3934,1980,3,2
70,33,5834,1981,3,3
71,34,2109,1986,3,2
72,35,1072,1991,2,2
73,35,2864,2116,3,4
74,35,3018,2070,1,2
75,37,3880,830,5,2
76,38,4744,1862,4,3
77,38,5237,141,3,2
78,40,4268,824,1,1
79,40,5664,2913,5,3
80,41,1147,3161,1,1
81,41,1133,3157,2,1
82,41,5752,191,1,1
83,42,4040,3047,1,1
84,44,1283,2064,1,2
85,44,4167,2363,3,4
86,46,2932,1875,1,1
87,48,2249,1653,5,3
88,49,2943,3206,4,2
89,50,3580,2432,1,2
90,51,3632,2073,1,1
91,53,4334,580,3,4
92,55,5122,2225,1,1
93,56,3535,2283,1,1
94,57,2848,1933,7,5
95,58,719,2355,1,1
96,59,480,1276,1,2
97,59,2519,1259,1,3
98,61,3703,1124,8,4
99,63,1205,446,4,4
100,65,5322,3202,3,2
101,67,2413,297,1,1
102,68,2509,2077,4,2
103,69,5809,3011,4,2
104,71,5439,1250,2,1
105,73,2537,1159,1,1
106,73,4454,590,5,2
107,75,382,2342,1,1
108,76,141,2347,2,1
109,76,866,3200,1,1
110,78,632,2996,6,3
111,80,4854,1137,4,1
112,80,5885,3189,2,3
113,81,1166,454,1,1
114,82,1507,109,1,1
115,84,2619,1852,1,1
116,84,3238,3206,5,2
117,84,3824,450,1,1
118,85,3643,257,2,1
119,87,1071,245,1,1
120,89,1943,2299,1,2
121,90,2249,2809,1,3
122,90,5710,1045,1,1
123,91,1412,2097,4,3
124,91,2182,3180,2,2
125,91,5898,2901,1,2
126,93,1921,476,1,1
127,94,4679,234,4,2
128,96,4390,265,1,2
129,97,1543,2995,1,2
130,97,2792,2786,1,1
131,97,4089,1704,5,3
132,98,4298,881,3,3
