ID,BIN,X,Y,WIDTH,HEIGHT
0,0,5784,131,3,1
1,0,2894,1306,1,1
2,0,5636,1545,6,1
3,0,5734,1545,3,1
4,0,3248,2967,3,4
5,0,3946,638,4,4
6,0,4865,1551,2,2
7,1,3691,3170,1,1
8,1,5363,1771,1,1
9,1,2329,1025,5,4
10,1,5676,791,6,4
11,2,1773,1120,1,1
12,2,4492,2637,4,1
13,2,2071,1672,1,1
14,2,3811,3147,1,1
15,2,4229,2985,1,1
16,2,5076,2878,3,4
17,2,5992,752,5,5
18,3,334,3158,1,1
19,3,2460,650,1,1
20,3,3729,3097,1,1
21,3,455,848,1,1
22,3,1073,3061,1,1
23,4,1325,1481,1,1
24,4,2885,2870,1,1
25,4,4842,185,1,1
26,4,4720,2925,4,44
27,4,2881,2855,1,3
28,4,4463,1220,1,2
29,4,5287,1766,7,4
30,5,5929,2723,1,1
31,5,4663,59,1,1
32,5,759,1880,2,3
33,5,2223,354,2,3
34,5,4219,469,1,1
35,6,3490,126,2,1
36,6,3541,2632,3,1
37,6,3460,2610,1,1
38,6,3932,2147,1,1
39,6,3828,2642,2,1
40,6,1012,738,3,4
41,6,2614,729,2,3
42,6,5095,271,4,4
43,7,5034,630,2,3
44,7,2416,1153,5,5
45,7,4999,229,1,2
46,7,5044,628,1,3
47,8,5431,3016,1,1
48,8,5611,3187,1,1
49,8,4400,1348,1,1
50,8,863,1379,1,1
51,8,2722,1855,1,1
52,8,3602,3041,3,5
53,8,5840,3143,2,2
54,9,4030,1545,14,1
55,9,4796,2432,1,1
56,9,3534,2764,1,1
57,9,3688,1423,1,1
58,9,4055,1545,2,1
59,9,1733,239,1,2
60,9,4781,2424,1,3
61,10,5952,1750,1,1
62,10,885,105,1,1
63,10,3521,660,3,1
64,10,2563,656,4,1
65,10,5382,2564,1,1
66,10,647,116,1,1
67,10,238,297,1,1
68,11,4643,221,1,1
69,11,3135,1545,3,1
70,11,2469,1045,1,1
71,11,5792,1275,1,1
72,11,1850,52,1,1
73,11,63,1265,1,2
74,12,269,1153,1,1
75,12,271,561,1,1
76,12,304,14,7,4
77,12,2374,536,2,2
78,12,5208,2374,2,5
79,13,4528,1701,1,1
80,13,4598,2956,3,3
81,13,4769,229,1,1
82,13,4595,3021,2,8
83,13,3124,2260,4,4
84,14,2233,2176,1,1
85,14,1737,3050,1,1
86,14,3452,2595,1,1
87,14,464,211,2,1
88,14,479,202,14,5
89,14,1107,2569,1,2
90,14,3447,2581,1,3
91,14,5267,908,4,3
92,15,5891,2014,1,1
93,15,4175,1912,1,1
94,15,1376,1168,1,1
95,15,3927,2069,1,1
96,15,4135,1331,1,1
97,15,1608,1147,1,1
98,15,908,945,8,7
99,16,1882,877,1,1
100,16,43,110,6,4
101,16,1745,678,1,2
102,16,4751,2015,1,2
103,17,2615,3103,1,1
104,17,1810,1011,5,5
105,17,2915,864,4,4
106,17,5232,348,3,4
107,18,2572,2049,1,1
108,18,3668,2190,1,1
109,18,2975,2149,1,1
110,18,1423,2496,1,1
111,18,3013,2315,3,3
112,18,4715,1712,2,2
113,18,5268,1260,2,4
114,19,2098,1830,1,1
115,19,3224,197,1,1
116,19,3239,190,1,2
117,19,4721,971,3,2
118,20,2078,515,1,1
119,20,1902,2004,3,3
120,20,1851,506,2,1
121,20,503,1817,1,1
122,20,3451,498,3,4
123,20,5835,1264,1,2
124,21,3630,2871,1,1
125,21,3169,2554,1,1
126,21,3414,1205,1,1
127,21,5265,375,1,1
128,21,253,1435,4,5
129,21,1195,648,7,3
130,21,3173,164,1,1
131,22,5258,2552,1,1
132,22,788,1173,1,1
133,22,711,3001,1,1
134,22,786,471,1,1
135,22,803,463,3,3
136,22,798,1156,2,3
137,22,2703,117,1,2
138,22,4272,1339,2,3
139,23,3735,275,1,1
140,23,1404,1068,2,1
141,23,854,963,1,1
142,23,3755,269,2,2
143,24,3224,1266,1,1
144,24,3024,2922,1,1
145,24,2021,1178,1,1
146,24,1103,1096,1,1
147,25,5931,1423,1,1
148,25,3246,2843,1,1
149,25,4216,2292,1,1
150,25,602,973,4,6
151,25,620,1082,2,3
152,25,5637,2663,2,4
153,26,4075,2747,1,1
154,26,3624,2959,1,1
155,26,3646,3101,1,1
156,26,683,878,1,1
157,26,2530,1551,8,5
158,26,4541,203,3,4
159,27,1234,594,3,3
160,27,2201,212,6,4
161,27,2325,1137,2,1
162,27,3535,2431,2,2
163,28,4420,649,1,1
164,28,5800,532,1,1
165,28,3972,2180,2,2
166,28,5346,3055,2,3
167,29,5041,3049,1,1
168,29,400,1302,1,1
169,29,610,1138,1,1
170,29,1099,1489,1,1
171,29,1154,1150,2,1
172,29,4946,3151,1,1
173,29,5868,899,5,4
174,29,5525,2632,1,1
175,30,5133,362,1,1
176,30,4496,1311,1,1
177,30,2685,339,1,1
178,30,5645,970,1,1
179,30,1928,277,7,5
180,30,5148,359,2,3
181,31,76,2410,1,1
182,31,3892,2880,1,1
183,31,3500,3135,1,1
184,31,4057,40,1,1
185,31,2544,2736,10,4
186,31,5959,289,1,3
187,32,1546,2388,1,1
188,32,1732,2488,1,2
