ID,WIDTH,HEIGHT,STACK_ID
0,356,692,0
1,893,1908,0
2,744,1998,0
3,533,1998,0
4,744,2018,0
5,744,2033,0
6,911,1654,0
7,881,1797,0
8,651,2024,0
9,747,2022,0
10,522,653,1
11,522,653,1
12,522,653,1
13,512,480,1
14,654,1094,1
15,551,1414,1
16,551,1414,1
17,493,2018,1
18,433,2033,1
19,704,940,2
20,547,2095,2
21,722,863,2
22,423,1073,2
23,423,1073,2
24,358,1073,2
25,358,1073,2
26,522,653,2
27,425,1993,3
28,425,1993,3
29,541,844,3
30,560,1768,3
31,560,1768,3
32,954,318,3
33,650,1538,3
34,312,567,4
35,412,767,4
36,716,446,5
37,590,446,5
38,571,689,5
39,790,204,5
40,586,983,5
41,396,533,5
42,829,281,5
43,626,889,5
44,618,994,5
45,669,1691,6
46,281,499,6
47,865,499,6
48,601,446,6
49,616,446,6
50,416,1278,7
51,416,1278,7
52,416,1278,7
53,790,1592,7
54,744,1702,7
55,324,1227,7
56,324,1227,7
57,863,934,7
58,863,934,7
59,630,1772,8
60,870,459,8
61,558,1297,8
62,738,1781,8
