ID,BIN,X,Y,WIDTH,HEIGHT
0,0,1083,2812,3,4
1,1,185,3079,2,1
2,1,3456,2610,1,2
3,1,3662,350,3,5
4,3,464,3182,4,3
5,3,1749,2611,1,2
6,3,5091,1207,10,6
7,3,5202,1207,2,3
8,4,1624,459,4,4
9,5,4849,192,2,4
10,6,215,352,3,4
11,6,1815,1196,2,4
12,6,3445,2608,2,4
13,8,2877,431,3,5
14,10,5377,2725,17,6
15,10,5456,445,1,1
16,11,4167,784,1,2
17,13,1703,1640,1,3
18,13,2766,430,1,2
19,14,1828,2283,3,4
20,15,3024,727,1,2
21,15,4179,179,2,2
22,15,5637,3086,2,3
23,16,1988,3148,13,5
24,18,3823,974,5,4
25,19,2838,2311,7,4
26,20,3787,2361,2,1
27,21,2214,221,3,4
28,22,1206,2203,1,2
29,22,5423,52,1,2
30,24,5302,528,1,2
31,25,4002,35,1,2
32,25,4931,622,3,4
33,25,5104,1793,1,2
34,26,1230,3129,1,2
35,26,2469,1714,1,2
36,26,5714,3193,1,2
37,27,4399,1926,1,2
38,28,1797,2546,1,2
39,28,1993,1637,2,4
40,28,3461,701,1,2
41,30,52,203,1,2
42,30,1413,632,3,4
43,31,3935,592,1,2
44,32,637,2485,12,5
45,34,5273,2236,2,3
46,35,3425,1403,1,2
47,35,5514,1260,1,4
48,37,950,2882,2,3
49,37,3421,58,2,2
50,39,4012,2526,2,3
51,41,2145,2163,1,3
52,42,4526,401,1,2
53,43,600,581,1,2
54,43,719,3175,2,2
55,43,1069,3017,4,4
56,43,1281,232,1,2
57,43,3241,3181,1,2
58,43,4509,3169,1,2
59,44,786,434,2,3
60,44,2006,3081,4,3
61,44,5625,943,4,4
62,45,188,91,1,2
63,45,3732,1243,3,3
64,46,872,3183,2,3
65,46,2470,945,1,2
66,46,5531,243,4,3
67,47,18,381,1,2
68,47,225,3183,1,2
69,47,593,3001,1,2
70,47,2345,2717,2,2
71,47,2465,142,1,2
72,47,3350,3153,1,2
73,47,3365,3184,2,1
74,47,5900,2197,4,4
75,48,709,2423,1,2
76,48,738,3060,4,2
77,48,2920,2164,4,5
78,48,3696,365,1,2
79,48,3739,1664,3,4
80,48,5548,312,1,2
81,48,5637,3153,1,2
82,50,726,2365,2,2
83,50,1874,665,3,3
84,50,261,984,1,1
85,50,714,2350,1,1
86,50,1861,654,1,1
87,50,2286,3124,1,1
88,50,5668,2723,2,2
89,50,5620,1442,1,1
90,51,2198,655,3,2
91,51,4273,691,1,1
92,51,2030,1284,1,1
93,51,4130,60,1,1
94,51,1100,1288,1,1
95,51,1563,192,1,1
96,51,4280,677,2,1
97,52,5156,23,1,1
98,52,686,21,1,1
99,53,332,607,4,3
100,53,481,18,1,1
101,53,296,106,1,1
102,53,5588,62,1,1
103,54,2976,2381,3,2
104,54,2961,2364,1,1
105,54,3608,12,1,1
106,54,3486,5,1,1
107,54,93,2644,1,1
108,54,4328,160,1,1
109,54,193,2568,1,1
110,54,4101,74,1,1
111,55,3766,265,3,3
112,55,5179,1903,4,3
113,55,4128,734,1,1
114,55,5704,902,1,1
115,55,32,2966,1,1
116,55,3748,254,1,1
117,56,1006,2854,1,2
118,56,5672,3112,2,3
119,56,3036,1474,1,1
120,57,12,1491,2,3
121,57,4297,1504,1,1
122,57,3033,3102,1,2
123,57,3909,39,1,2
124,57,3903,3167,1,1
125,57,695,50,1,1
126,58,385,3089,1,1
127,60,482,422,1,1
128,60,2460,2731,3,3
129,60,923,3138,1,1
130,60,522,768,1,1
131,60,1857,3175,1,1
132,61,4412,4,4,2
133,61,2956,330,4,4
134,61,1314,2829,1,1
135,61,4301,1750,1,1
136,61,2945,323,1,1
137,61,1638,2105,1,1
138,61,4526,2209,1,1
139,62,4457,3207,2,2
140,62,1454,3096,1,1
141,62,957,1885,1,1
142,62,1362,365,1,1
143,62,1770,192,1,1
144,62,3204,1374,1,1
145,62,198,1028,1,1
146,63,3026,75,1,1
147,63,5651,603,3,4
148,63,5651,603,5,4
149,63,5650,606,1,1
150,65,5934,2466,3,2
151,65,226,2852,1,1
152,65,4484,379,1,1
153,65,5917,2449,1,1
154,65,776,68,1,1
155,66,5235,1763,3,3
156,66,2811,260,1,1
157,66,5657,2023,4,4
158,68,2718,3198,3,1
159,68,5280,3103,3,1
160,68,4799,2850,3,3
161,68,617,124,1,1
162,68,4488,652,1,1
163,68,4784,2830,1,1
164,68,2312,3079,1,1
165,69,2954,3197,3,1
166,69,5777,968,1,1
167,69,2586,1798,1,1
168,69,2796,119,1,1
169,70,550,2597,2,1
170,70,5824,2623,1,1
171,70,915,3170,2,1
172,70,122,173,1,1
173,70,5657,2257,4,3
174,70,2155,28,1,1
175,70,3674,686,1,1
176,71,5345,2803,2,2
177,71,5334,2782,1,1
178,71,1240,150,1,1
179,71,54,2892,1,1
180,71,1243,35,1,1
181,72,512,2680,3,2
182,72,5268,2412,3,2
183,72,5595,27,1,1
184,72,1660,445,1,1
185,72,1657,446,1,1
186,72,5658,2498,1,1
187,72,3347,468,1,1
188,73,4284,173,4,4
189,73,2802,1178,1,2
190,73,4271,162,2,1
191,73,5722,2113,1,2
192,73,461,3169,1,1
193,73,821,40,1,1
194,73,648,74,1,1
195,73,3693,2198,1,1
196,75,2385,972,3,2
197,75,1467,3154,1,1
198,75,2377,961,1,1
199,75,4096,1889,1,1
200,76,3335,691,1,29
201,76,3335,695,1,33
202,76,1762,11,1,1
203,76,3644,2315,1,2
204,76,5651,2848,1,1
205,76,1773,2467,1,1
206,77,3784,2864,1,2
207,77,1589,2579,2,2
208,77,3242,2898,2,2
209,77,5199,64,1,1
210,77,5804,3153,5,1
211,77,5809,3153,1,1
212,78,2703,3092,1,1
213,78,3108,341,1,1
214,78,3903,2872,4,4
215,78,3336,609,1,19
216,78,5655,3087,5,3
217,78,3336,604,1,27
218,78,5856,3024,1,1
219,78,3336,597,1,3
220,79,3312,3203,3,2
221,79,1607,3082,4,2
222,79,1599,3066,2,1
223,79,1596,2917,1,1
224,79,4152,324,1,1
225,81,2392,2779,2,2
226,81,2222,2396,1,1
227,81,4484,1875,1,1
228,81,1785,256,1,1
229,81,1778,248,1,1
230,82,1747,206,4,2
231,82,3158,522,4,2
232,82,1420,2616,2,2
233,82,5468,2651,2,2
234,82,2261,1150,1,1
235,82,4427,25,1,1
236,82,1027,3178,1,1
237,82,3010,2849,1,1
238,83,1312,3203,2,1
239,83,2945,36,1,1
240,83,4400,1303,1,1
241,84,5228,65,1,1
242,84,77,1222,1,1
243,84,1824,3132,1,1
244,85,5611,3189,2,2
245,85,3206,1361,6,5
246,85,1606,3178,1,1
247,85,339,546,3,1
248,85,5552,660,1,1
249,85,5647,2379,3,3
250,85,3161,3108,1,1
251,85,2214,89,1,1
252,87,43,42,1,1
253,87,2797,2970,3,2
254,88,951,178,4,4
255,90,1810,553,1,1
256,90,557,2523,1,1
257,90,164,1223,1,1
258,90,302,3146,1,1
