ID,BIN,X,Y,WIDTH,HEIGHT
0,1,3246,2053,2,3
1,3,340,1,1,1
2,3,2700,3112,1,1
3,3,3896,2175,1,1
4,4,101,2420,2,3
5,4,494,2533,2,3
6,4,3770,921,1,1
7,5,2277,2658,1,1
8,5,4624,2968,1,1
9,7,2322,1860,2,2
10,7,2676,2496,1,1
11,7,3432,2735,1,2
12,8,3124,587,3,2
13,9,5425,3140,1,2
14,10,4003,472,1,1
15,10,4516,819,2,2
16,11,1117,364,1,1
17,12,104,2787,2,3
18,12,648,707,1,1
19,13,4924,328,3,4
20,13,5317,2700,4,3
21,14,3678,1994,6,4
22,16,4530,947,1,2
23,17,3748,1908,1,1
24,19,3606,1016,1,1
25,21,1945,2967,1,1
26,22,324,2796,3,2
27,22,2863,2127,1,1
28,22,2932,1664,3,3
29,23,2483,2635,3,1
30,23,4868,915,1,1
31,25,4384,3010,2,2
32,26,4056,1735,6,6
33,28,2758,2958,1,2
34,28,4007,3186,1,1
35,30,3612,297,1,1
36,30,5339,2461,3,3
37,30,5759,2432,2,2
38,32,767,2836,3,4
39,34,4310,1548,1,1
40,36,3684,3052,1,2
41,38,922,3107,2,3
42,38,4487,2346,1,1
43,40,642,792,1,2
44,41,3288,2947,1,1
45,43,4968,34,2,1
46,45,3520,34,3,3
47,47,5487,1743,7,5
48,49,3009,2564,1,4
49,49,4909,84,1,1
50,50,2942,938,1,1
51,51,5222,1082,1,1
52,51,98,531,1,1
53,51,627,482,1,1
54,51,1687,145,1,1
55,51,3744,619,1,1
56,51,5210,1077,1,1
57,52,3254,1425,8,1
58,52,218,1145,1,1
59,52,2411,1425,4,1
60,52,3211,1425,5,1
61,52,698,532,1,1
62,54,2376,1425,8,1
63,54,1821,1591,26,1
64,54,1385,1591,15,2
65,54,3995,2375,1,1
66,54,1975,1591,8,1
67,54,5911,1523,10,1
68,54,5830,2726,1,1
69,56,5808,419,1,1
70,56,3799,2727,1,1
71,56,5450,1158,1,1
72,57,2964,2302,1,1
73,57,3128,2884,1,1
74,59,2302,1590,2,1
75,59,676,1591,14,2
76,59,1763,2991,1,1
77,59,1579,857,1,1
78,60,154,1588,17,3
79,60,5203,1425,4,1
80,60,780,1591,13,1
81,60,5205,1555,1,1
82,60,810,1591,8,1
83,62,2454,1425,4,1
84,62,5261,1425,1,1
85,62,368,3011,2,1
86,62,3063,1425,18,1
87,62,2550,1425,6,1
88,62,3596,2176,1,1
89,63,86,1592,17,5
90,63,232,1525,14,1
91,63,1324,2947,1,1
92,63,1127,2704,1,1
93,63,1483,1426,7,1
94,63,1526,1426,9,1
95,64,3197,734,1,1
96,64,3595,919,1,1
97,64,98,2581,2,1
98,64,5623,2920,1,1
99,64,4008,1483,1,1
100,64,5599,2921,4,5
101,66,665,1592,19,2
102,66,3393,1426,7,2
103,66,121,1592,5,1
104,67,2636,2869,1,1
105,67,4463,69,1,1
106,67,241,656,1,1
107,67,241,648,1,1
108,67,3341,2152,1,2
