ID,BIN,X,Y,WIDTH,HEIGHT
0,0,1750,1250,3,5
1,0,3163,2991,2,2
2,1,216,2277,2,4
3,1,4011,2880,2,3
4,1,5227,3036,17,8
5,2,681,33,1,2
6,2,2026,663,2,3
7,2,3114,2822,2,2
8,3,5359,455,1,1
9,5,2625,2295,3,5
10,6,4748,2191,2,4
11,6,5035,1050,3,4
12,6,5383,3070,1,2
13,6,5697,613,2,3
14,8,3573,2111,2,4
15,8,5920,2661,3,5
16,9,4728,2148,1,3
17,10,2747,118,4,6
18,10,5229,3178,2,2
19,12,1687,305,3,3
20,12,3091,886,1,3
21,12,5369,2444,3,4
22,12,5464,2400,3,5
23,14,2562,2132,2,4
24,14,4027,290,2,3
25,16,2690,3017,2,3
26,17,280,12,1,2
27,17,1492,32,12,5
28,17,3376,3177,5,9
29,18,1437,65,9,6
30,18,4379,3029,1,2
31,20,3617,1318,5,5
32,20,5604,892,1,2
33,21,2083,3172,13,6
34,22,3282,2388,9,5
35,23,1920,3138,1,1
36,23,2758,3090,3,4
37,23,5860,858,2,3
38,24,170,2927,2,2
39,24,859,1712,2,3
40,24,3468,2775,1,1
41,25,3848,2457,1,2
42,25,5124,734,5,3
43,26,1380,3116,5,2
44,26,1774,1241,3,3
45,26,3785,2066,2,4
46,26,4922,2358,3,4
47,28,1117,1122,8,5
48,28,1348,1190,3,4
49,28,2633,502,2,3
50,29,3875,1093,2,4
51,29,5934,2765,1,1
52,30,977,2711,1,1
53,30,2566,1157,3,4
54,32,3908,219,6,4
55,34,288,2558,3,3
56,34,4402,498,2,3
57,36,118,2291,3,4
58,36,1309,24,1,2
59,36,3841,1182,1,3
60,36,5055,380,1,2
61,38,905,2051,2,1
62,38,1125,330,1,2
63,38,1266,543,2,2
64,38,4851,3150,2,3
65,40,630,199,1,2
66,40,1261,1888,2,4
67,40,1251,2741,6,4
68,40,2181,910,2,2
69,42,79,3030,4,3
70,44,2203,2873,3,2
71,44,3328,2359,3,2
72,44,3641,645,1,2
73,44,3736,2834,4,2
74,44,3736,2835,4,3
75,44,3826,2116,7,5
76,44,4717,628,1,5
77,44,5450,2100,1,1
78,46,47,2602,2,3
79,46,1793,1552,2,3
80,46,2925,2273,3,2
81,46,3622,1989,2,2
82,48,1060,613,1,2
83,48,3492,2397,2,2
84,48,4994,2540,1,2
85,48,5055,1541,1,2
86,48,5507,537,1,2
87,50,1000,2816,3,2
88,50,2561,2487,2,3
