ID,BIN,X,Y,WIDTH,HEIGHT
0,1,2929,2961,2,3
1,1,3201,56,2,1
2,1,3495,2830,2,3
3,1,4998,293,7,5
4,3,1907,2660,1,2
5,3,2356,354,10,6
6,3,2651,3025,3,3
7,3,4561,2639,1,3
8,3,5355,2606,4,2
9,4,1470,590,2,2
10,4,3762,586,2,2
11,4,4931,2031,1,2
12,5,1060,2398,4,4
13,6,2735,100,8,5
14,6,4441,895,2,3
15,6,5209,672,7,5
16,7,238,2190,1,1
17,7,4187,3024,2,3
18,7,4644,2824,2,3
19,8,466,2161,3,3
20,8,4391,3033,1,2
21,9,2517,1346,1,1
22,9,827,604,1,1
23,9,1623,25,2,1
24,9,5859,499,2,2
25,10,2817,2291,2,3
26,10,3020,358,4,3
27,11,868,2032,3,5
28,11,3221,1025,3,3
29,12,2121,736,1,1
30,14,278,2438,1,1
31,14,2150,452,1,2
32,14,4410,443,3,4
33,15,46,20,3,5
34,15,4523,753,5,4
35,15,5882,1320,5,4
36,16,3482,1846,1,1
37,16,1865,430,1,1
38,16,5320,2111,1,1
39,16,5283,159,1,1
40,16,3278,535,1,1
41,16,908,175,9,5
42,16,2014,2845,1,2
43,18,3710,105,13,5
44,18,4949,1226,6,4
45,19,3620,1163,5,5
46,19,5245,1034,5,4
47,20,2389,534,2,2
48,21,5367,369,2,3
49,22,1074,2783,2,3
50,23,3433,988,7,4
51,23,4197,1143,4,5
52,24,660,2831,1,1
53,24,5105,405,5,4
54,25,4460,1435,4,4
55,26,2160,372,1,2
56,26,5201,1647,4,4
57,26,5533,2907,2,3
58,27,1921,817,1,3
59,27,2748,706,10,5
60,28,4311,2312,1,2
61,28,5559,912,3,4
62,29,1355,117,11,5
63,29,4278,2265,1,3
64,30,5691,843,3,4
65,30,5792,465,3,4
66,31,5812,748,2,4
67,32,3549,1335,5,5
68,33,3304,1308,9,6
69,34,2647,736,5,4
70,35,1184,955,6,5
71,35,2240,1148,7,5
72,35,2982,1397,1,2
73,37,278,1238,2,2
74,37,549,38,3,4
75,37,1876,818,2,3
76,37,4439,659,6,5
77,38,1400,481,3,4
78,38,3188,568,3,4
79,38,3690,1664,4,5
80,39,3709,578,3,4
81,40,5444,1251,1,1
82,41,3147,523,3,4
83,41,5951,1466,2,3
84,42,2236,2568,1,1
85,42,2536,2975,2,1
86,44,26,905,3,3
87,45,523,3012,10,6
88,45,4929,27,2,3
89,45,5021,2942,2,2
90,46,4170,851,3,4
91,46,4565,889,4,4
92,47,43,2717,2,3
93,47,1127,841,3,3
94,47,4261,2053,3,3
95,48,431,22,1,2
96,48,1184,3170,1,2
97,49,5974,10,1,2
98,50,3202,611,2,3
99,50,3838,2289,3,4
100,50,4028,2959,1,2
101,50,4924,1388,3,4
102,51,726,6,1,2
103,51,1988,2886,4,5
104,51,4663,949,3,4
105,52,1403,2117,4,4
106,52,2102,530,1,2
107,52,2302,36,2,2
108,52,3315,2119,4,4
109,53,345,382,2,2
110,53,863,2381,1,2
111,53,5917,93,1,2
112,55,260,93,1,2
113,55,1795,2714,10,6
114,55,2258,2738,3,2
115,55,4437,1306,1,3
116,56,5183,2449,1,2
117,57,3621,2066,2,1
118,57,2008,66,1,1
119,57,227,2448,1,1
120,57,622,1223,1,1
121,57,211,1784,8,1
122,57,881,44,1,2
123,57,2943,3058,2,3
124,59,691,1942,2,1
125,59,5060,1684,4,2
126,59,1212,2046,2,1
127,59,308,20,1,1
128,59,4390,451,1,1
129,60,2377,3146,1,2
130,60,2572,2332,2,2
131,61,2912,22,1,2
132,61,3442,1606,1,2
133,61,5945,120,10,6
134,62,2710,47,2,1
135,62,3283,524,1,2
136,62,3629,2864,1,2
137,62,4610,2640,3,2
138,63,369,778,5,4
139,63,662,2128,1,2
140,63,3184,1143,1,2
141,64,1313,2828,3,1
142,64,2877,3121,1,2
143,65,132,472,5,6
144,65,441,1878,4,5
145,66,2337,2128,1,2
146,66,2497,338,1,2
147,66,3995,3184,2,2
148,67,5681,1539,2,3
149,68,559,2524,17,8
150,68,1845,1053,2,2
151,68,2250,1524,2,2
152,68,3027,2512,1,2
153,69,1454,50,3,5
154,70,295,202,1,1
155,70,3426,2819,3,4
156,70,3728,1844,8,5
157,71,1479,2891,3,4
158,72,773,2505,1,3
159,72,1066,2995,6,3
160,73,4683,3181,4,2
161,74,2629,723,1,2
162,75,581,3037,2,3
163,75,1305,206,13,6
164,75,3151,2843,3,3
165,75,3917,548,2,2
166,76,112,2926,9,5
167,77,5609,415,4,4
168,79,2867,67,1,2
169,79,5874,216,1,2
170,80,408,849,1,3
171,80,4134,970,6,6
