ID,BIN,X,Y,WIDTH,HEIGHT
0,0,1135,694,5,2
1,0,5280,2987,5,6
2,1,4193,3131,2,1
3,1,4782,383,1,2
4,2,407,3168,1,2
5,2,465,3121,1,2
6,2,674,562,1,2
7,2,1071,3065,1,2
8,2,1933,111,1,2
9,2,4497,2148,1,2
10,3,2238,1699,2,3
11,3,3418,201,5,5
12,4,989,481,3,2
13,4,3413,137,1,2
14,4,5052,361,2,3
15,5,2804,65,1,2
16,5,5297,2199,3,3
17,6,391,3160,1,2
18,6,1353,2027,9,7
19,6,1692,209,3,2
20,6,2200,2194,1,2
21,6,2446,2176,1,2
22,6,3362,549,5,5
23,6,5628,570,5,5
24,7,2576,2573,3,3
25,7,2626,2432,1,2
26,7,3155,2226,6,5
27,7,3414,2648,1,2
28,7,3600,2548,2,2
29,7,3711,1564,2,3
30,7,3814,2546,4,3
31,7,4455,2774,3,1
32,8,1242,77,1,2
33,8,5514,127,3,2
34,8,5794,603,2,3
35,9,735,2834,4,3
36,9,735,2835,4,3
37,9,2863,2878,2,2
38,9,5098,675,3,3
39,10,522,1522,2,3
40,10,1702,2927,2,2
41,10,1725,1241,3,4
42,10,4075,208,1,2
43,11,1081,3053,2,2
44,12,1496,639,4,4
45,13,3158,2424,1,2
46,14,377,2808,2,2
47,15,4407,1573,2,4
48,17,2633,2687,2,4
49,17,3051,961,2,2
50,17,4792,763,2,3
51,17,5666,3005,2,1
52,18,432,170,3,4
53,18,2191,544,10,5
54,18,2557,1891,2,2
55,18,3916,2572,2,2
56,19,2989,2534,1,1
57,20,2663,2284,1,2
58,21,4568,1635,8,5
59,22,2128,836,1,2
60,23,922,1077,1,3
61,24,5820,1482,11,5
62,25,978,2775,1,3
63,25,4325,288,8,5
64,26,1324,406,2,3
65,27,1270,258,1,2
66,27,1270,260,1,3
67,27,2736,2704,1,3
68,27,4520,113,10,5
69,27,4626,1238,3,3
70,29,211,396,6,5
71,29,367,613,1,2
72,29,3227,648,2,3
73,29,5304,102,2,3
74,31,1407,2929,2,1
75,31,2170,372,2,2
76,31,2125,938,2,3
77,31,2174,2519,3,3
78,32,410,2449,12,6
79,32,5983,2132,4,5
80,34,5312,217,3,4
81,35,3883,2961,2,3
82,36,1649,1765,13,6
83,36,3019,611,1,2
84,36,4734,705,3,5
85,37,446,2731,2,3
86,37,1255,2957,1,3
87,39,4637,3043,4,4
88,41,4566,411,6,4
89,43,2820,304,3,5
90,43,4395,1425,4,3
91,43,4476,933,2,3
92,44,557,2473,3,5
93,44,2539,2347,7,4
94,44,3618,2584,2,3
95,46,5659,188,1,3
96,48,2105,2720,5,5
97,50,4405,766,3,4
98,51,2873,2296,3,4
99,52,160,2776,3,3
100,52,5591,2867,2,3
101,53,4940,1044,8,6
102,55,550,3107,1,2
103,55,4339,3014,6,5
104,56,4756,1380,2,4
105,57,817,192,12,6
106,57,3696,3169,2,2
107,57,5921,1220,1,3
108,58,172,231,9,6
109,58,4025,3037,1,2
110,58,4640,808,1,2
111,59,700,586,4,3
112,59,2017,559,1,2
113,60,3625,1424,3,6
114,61,2601,141,5,5
115,61,5150,1134,2,4
116,62,2285,1544,7,6
117,62,5615,2421,1,2
118,63,1245,891,1,2
119,63,5450,1579,1,2
120,64,673,1333,1,3
121,66,3067,1298,1,2
122,66,5069,225,1,2
123,67,1724,2312,11,7
124,68,3776,177,2,3
125,69,2962,561,3,2
126,69,5513,1137,1,3
127,70,4059,2014,2,3
128,72,2294,2336,2,2
129,72,5294,497,1,1
130,73,3022,3091,3,3
131,73,4957,630,2,2
132,74,3076,809,1,2
133,75,2043,2765,1,3
134,76,3213,2109,2,3
135,77,2631,614,2,2
136,77,2987,1824,6,3
137,77,2996,2340,4,5
138,79,2447,1913,7,6
139,79,4334,3106,4,3
140,80,4117,49,1,2
141,80,4927,295,1,2
142,81,1721,2227,2,1
143,82,934,205,1,2
144,82,2902,555,2,3
145,82,3295,2532,3,3
146,82,3875,2677,2,3
147,82,3959,198,9,7
148,84,1802,2259,1,1
149,84,1832,2259,2,1
150,84,2201,2265,1,2
151,84,2315,2259,2,1
152,84,4300,2993,2,2
153,85,744,1189,1,3
154,85,1030,3175,2,2
155,85,1502,155,9,6
156,85,2507,462,1,2
157,85,4584,3174,2,2
158,86,1013,60,1,2
159,86,1863,491,1,2
160,86,3356,2076,1,1
161,88,2716,2918,15,4
162,88,3229,2917,2,2
163,88,4567,157,1,2
164,89,2538,1614,1,2
165,89,3061,2647,1,2
166,89,5543,861,6,4
167,91,2087,836,2,5
168,91,2074,1458,8,8
169,91,4574,1230,5,4
170,93,121,1265,4,4
171,93,1959,3137,2,2
172,93,2260,730,3,3
173,94,2393,957,1,2
174,95,2983,1567,1,2
175,95,5624,2657,2,4
176,96,376,3168,1,2
177,96,3119,329,8,7
178,98,766,1061,4,4
179,98,2650,2102,1,2
