ID,BIN,X,Y,WIDTH,HEIGHT
0,1,891,2833,2,3
1,2,645,1371,1,1
2,2,48,285,1,1
3,4,221,321,1,1
4,4,2317,1107,1,1
5,4,5184,2996,7,3
6,5,113,664,2,1
7,5,5598,254,1,1
8,6,5835,2979,1,1
9,6,3486,76,1,1
10,6,2148,162,1,1
11,7,135,1608,1,1
12,8,951,2664,1,1
13,8,595,2636,1,1
14,9,71,516,1,1
15,10,4129,2644,1,1
16,10,325,3105,1,1
17,11,1612,209,1,1
18,11,161,2530,1,1
19,11,5506,30,1,1
20,12,3670,298,4,1
21,12,5536,298,11,1
22,12,3294,2276,1,1
23,12,4148,298,8,1
24,12,1497,298,4,1
25,13,1122,1067,1,1
26,13,5143,2313,2,2
27,13,1760,247,1,1
28,14,696,809,1,1
29,14,3224,2007,1,1
30,16,3193,1395,1,1
31,16,2073,337,14,1
32,16,5769,493,1,1
33,16,2376,177,1,1
34,16,599,1422,1,1
35,16,195,2406,1,1
36,17,4876,1314,1,1
37,18,80,1062,1,1
38,19,193,655,1,1
39,19,221,2363,1,1
40,19,193,664,1,1
41,20,90,1102,1,1
42,20,58,1153,1,1
43,21,3308,1784,3,2
44,21,4683,385,1,1
45,22,441,147,1,1
46,22,399,131,1,1
47,22,2844,1433,1,1
48,22,2569,2194,1,1
49,22,5338,2059,1,1
50,24,4758,165,9,8
51,24,340,258,1,1
52,25,1745,75,1,1
53,25,218,570,1,1
54,26,5730,2994,2,2
55,27,4163,2377,1,3
56,29,1983,1530,1,2
57,31,3100,1803,1,1
58,31,2872,1316,2,1
59,31,2528,2943,4,5
60,31,3564,178,2,2
61,31,5994,2725,3,2
62,32,556,1303,7,5
63,32,1753,2692,2,4
64,32,5113,85,1,2
65,33,1230,2904,3,3
66,34,3854,56,1,2
67,34,4538,234,4,4
68,34,4537,234,2,3
69,35,3201,988,1,2
70,36,732,273,7,5
71,36,2340,1598,1,2
72,36,4550,2129,1,1
73,37,2544,3000,1,2
74,38,175,2496,1,2
75,38,426,352,3,3
76,38,540,364,2,2
77,40,1512,2031,3,5
78,40,2764,73,2,2
79,40,4208,2382,3,3
80,41,114,304,1,3
81,41,828,1344,1,2
82,41,1586,81,2,3
83,41,4961,2518,1,2
84,43,1921,70,16,8
85,44,5071,2391,3,4
86,45,4379,3202,5,1
87,45,5209,1707,1,2
88,46,2607,267,2,2
