ID,BIN,X,Y,WIDTH,HEIGHT
0,0,3893,1037,2,3
1,2,2395,436,3,4
2,4,150,2183,5,3
3,4,3648,1688,9,6
4,4,4821,580,3,4
5,5,1219,3203,5,2
6,5,5997,180,3,4
7,6,382,153,4,4
8,6,2314,285,2,2
9,6,3037,2053,2,2
10,6,4934,1795,1,2
11,7,1682,606,3,4
12,7,2194,425,3,4
13,7,2851,1651,6,4
14,7,3080,2695,2,4
15,7,3399,230,3,5
16,8,4014,1151,2,4
17,9,3249,2799,3,4
18,11,3868,3154,2,4
19,13,5936,1506,2,1
20,13,403,1509,1,1
21,13,755,783,1,1
22,13,5881,2171,1,1
23,13,220,2478,1,1
24,13,453,696,1,1
25,13,2264,863,2,3
26,14,4922,914,1,1
27,14,687,1983,8,5
28,14,1054,890,7,4
29,15,5793,52,1,1
30,15,5481,2098,1,1
31,15,188,766,1,1
32,17,164,666,1,1
33,17,535,399,1,1
34,17,3300,1077,1,1
35,17,164,657,1,1
36,17,5485,1831,1,1
37,17,630,919,1,1
38,17,1992,735,4,5
39,17,3711,778,2,3
40,19,5943,2080,1,1
41,19,2893,2696,2,1
42,19,705,2252,3,4
43,19,4655,2548,3,3
44,20,2087,2896,3,3
45,21,1551,1219,1,1
46,21,5936,2660,1,1
47,21,5443,2530,2,2
48,21,223,1474,1,1
49,21,123,1094,1,1
50,21,4560,789,1,1
51,21,1141,3094,5,5
52,23,265,2040,1,1
53,23,3272,2114,1,1
54,23,5912,1682,1,1
55,24,3748,2851,2,3
56,24,4373,1924,2,3
57,25,5623,1630,1,1
58,25,2745,3165,1,2
59,27,143,2434,1,1
60,27,2593,2545,1,1
61,27,638,1621,1,1
62,27,2314,2082,1,1
63,27,5948,2988,1,1
64,27,5882,2139,1,1
65,28,2867,2307,1,1
66,28,3225,3090,1,1
67,28,5779,1971,3,2
68,28,63,858,1,1
69,28,665,402,4,3
70,28,5641,3174,1,2
71,29,811,1970,1,1
72,29,1568,2934,1,1
73,29,5930,1949,1,1
74,29,5943,1994,1,1
75,29,3331,3178,8,4
76,30,1428,74,13,9
77,31,5953,1638,1,1
78,32,3393,1043,1,1
79,32,5868,1841,1,1
80,32,114,845,1,1
81,32,5341,2949,1,1
82,33,697,3022,1,1
83,33,711,3004,4,3
84,34,17,1227,1,1
85,34,278,2816,1,1
86,34,1946,2510,2,1
87,34,4966,3009,4,3
88,34,5542,804,3,3
89,36,1405,1208,1,1
90,36,142,1005,1,1
91,36,5835,1163,1,1
92,36,5902,3026,1,1
93,36,5730,2427,1,1
94,36,184,2208,1,1
95,36,373,1142,1,1
96,36,1722,1068,3,5
97,38,2488,1043,1,1
98,38,1766,3137,1,1
99,38,1857,3148,1,1
100,38,1052,330,2,2
101,38,4427,1472,2,3
102,39,5841,1869,1,1
103,39,906,2580,1,1
104,39,2811,861,1,1
105,39,306,2811,1,1
106,39,80,2877,1,1
107,39,4569,2979,2,2
108,40,5577,2802,1,1
109,40,5783,3080,1,1
110,40,98,1608,1,1
111,40,5329,440,5,5
112,40,5443,1318,3,3
113,41,5427,2868,2,2
114,41,61,2136,1,1
115,41,3884,2690,1,1
116,41,1161,2978,1,1
117,42,3051,676,1,1
118,42,3480,839,1,1
119,42,2189,2499,5,5
120,42,2214,3174,6,4
121,42,4251,2513,2,2
122,43,2569,2394,1,1
123,43,743,3091,2,2
124,43,1314,1483,2,3
125,43,2575,2385,4,3
126,44,5653,727,1,1
127,44,4606,1345,1,2
128,45,5872,1578,1,1
129,45,5442,1329,1,1
130,45,4804,282,1,2
131,46,5783,1513,1,1
132,46,5035,3022,1,1
133,46,3498,1197,1,1
134,46,2788,1594,2,3
135,46,3391,3173,9,12
136,47,5824,2350,1,1
137,47,2733,1602,3,2
138,47,5379,262,1,2
139,47,5380,264,1,2
140,48,4937,3072,1,1
141,48,162,2291,1,1
142,48,1554,1741,1,1
143,48,778,1828,1,1
144,48,3495,2984,3,2
145,49,98,3072,1,1
146,49,5081,2546,1,1
147,49,3192,1152,8,5
148,49,2069,2065,1,1
149,49,1495,2468,1,1
150,49,5081,2538,1,1
151,49,3222,1139,8,4
152,49,5984,1133,1,2
153,50,4185,1534,1,1
154,50,2477,1892,1,1
155,50,264,3178,10,6
156,50,1990,2806,1,3
157,52,5812,1936,1,1
158,52,3525,3180,1,1
159,52,1115,3134,6,4
160,52,2244,2587,2,2
161,53,599,2399,2,1
162,53,334,2848,1,1
163,53,4353,736,1,1
164,53,1069,1994,2,3
165,55,2919,2259,2,2
166,55,3042,857,1,2
167,55,4574,1782,10,6
168,56,3454,2124,3,5
169,58,3441,2915,2,3
170,59,1294,1315,3,2
171,59,1592,2899,3,4
172,59,2105,255,3,3
173,59,2104,257,3,2
174,59,3884,855,7,4
175,60,348,36,3,5
176,60,1028,512,3,5
177,60,2534,3156,3,4
178,60,4952,1461,2,3
179,60,5214,396,3,5
180,61,2666,2951,3,3
181,61,4026,328,1,3
182,62,2186,2891,1,3
