ID,BIN,X,Y,WIDTH,HEIGHT
0,0,302,3102,10,5
1,0,5206,1196,1,3
2,1,946,2830,5,3
3,1,946,2831,5,3
4,1,4510,616,2,3
5,2,277,206,1,2
6,2,2463,2066,2,2
7,3,1525,3144,1,2
8,4,2700,1082,5,5
9,4,4233,2760,2,3
10,4,4833,2693,4,5
11,5,980,588,1,2
12,5,3159,433,4,5
13,5,4217,2613,2,2
14,5,5363,1240,2,2
15,6,4222,53,3,3
16,6,5382,824,3,3
17,7,1941,3166,1,2
18,7,2598,2664,4,3
19,7,5224,461,1,2
20,8,732,2368,1,2
21,8,3572,1515,8,5
22,9,5019,2214,1,2
23,11,110,3118,1,2
24,11,283,231,1,2
25,11,513,1908,1,2
26,11,3266,2476,1,2
27,11,4151,37,1,2
28,11,5232,2794,1,2
29,12,1065,104,1,2
30,12,1539,1182,1,2
31,12,4004,3163,1,2
32,13,1646,111,2,3
33,13,1708,129,1,2
34,13,1998,3173,2,3
35,13,5172,614,5,5
36,14,852,2929,1,3
37,15,2614,540,1,2
38,15,4407,3175,4,2
39,16,161,1688,1,2
40,16,412,207,3,2
41,16,973,2674,2,2
42,16,1120,1005,5,5
43,16,4094,2895,1,2
44,16,5660,2628,3,2
45,16,5765,135,1,2
46,17,3577,2952,15,6
47,17,3883,265,1,2
48,17,5980,1544,2,3
49,18,2520,586,5,6
50,18,3788,225,4,5
51,18,5314,228,1,2
52,19,1874,121,1,2
53,19,1842,130,1,2
54,19,3519,1944,2,2
55,20,1571,2704,3,3
56,20,2448,2329,1,2
57,20,5567,16,1,2
58,21,1134,1536,2,3
59,21,3875,2578,1,2
60,21,5044,910,4,5
61,22,276,2010,2,4
62,22,1413,2765,3,1
63,22,2838,1583,2,2
64,22,5889,530,1,2
65,23,2446,2784,4,3
66,23,3845,3171,2,2
67,24,2602,119,1,2
68,24,2881,2796,3,2
69,24,5432,752,1,2
70,25,661,2488,3,3
71,25,3135,2360,2,2
72,26,692,2807,1,2
73,26,941,327,1,2
74,26,3358,2835,1,2
75,26,4011,958,1,2
76,26,4519,1601,2,3
77,26,5200,204,1,2
78,27,4863,585,1,2
79,27,5147,2752,1,2
80,28,3508,177,4,3
81,28,3607,3044,4,3
82,28,4305,82,4,5
83,28,5618,2447,1,2
84,28,5838,349,1,2
85,29,4157,2656,3,4
86,30,2753,270,5,6
87,30,2753,271,5,6
88,30,3121,1634,1,2
89,30,3940,756,4,4
90,30,4045,671,3,4
91,30,4558,2849,4,3
92,30,4557,2850,4,3
93,31,4388,583,5,5
94,31,4546,2145,1,2
95,32,1227,901,1,2
96,32,3263,3040,5,5
97,32,3287,1531,1,2
98,32,3778,10,1,2
99,32,4589,2729,3,3
100,33,604,997,1,2
101,33,1238,1537,2,2
102,33,2052,965,2,2
103,33,2410,745,2,2
104,33,2516,713,3,4
105,33,5543,427,1,2
106,34,183,1622,5,4
107,34,1451,2392,4,3
