ID,WIDTH,HEIGHT,STACK_ID
0,463,1298,0
1,463,1298,1
2,461,1304,2
3,461,1304,3
4,460,1315,4
5,460,1315,5
6,463,1310,6
7,463,1310,7
8,522,953,8
9,522,953,9
10,522,953,10
11,522,953,11
12,461,1293,12
13,461,1293,13
14,725,761,14
15,725,761,15
16,773,508,16
17,1022,1153,17
18,1322,953,18
19,822,1711,19
20,822,1711,20
21,375,1153,21
22,375,1153,22
23,497,646,23
24,1297,1145,24
25,1297,1145,25
26,1297,1145,26
27,722,953,27
28,622,953,28
29,522,853,29
30,522,853,30
31,822,1351,31
32,822,1351,32
33,822,1351,33
34,773,422,34
35,425,1351,35
36,425,1351,36
37,425,1351,37
38,425,1351,38
39,822,1351,39
40,659,1903,40
41,659,1903,41
42,370,470,42
43,587,1170,43
44,587,1170,44
45,587,1170,45
46,587,1170,46
47,590,860,47
48,500,800,48
49,459,1150,49
50,459,1150,50
51,675,1203,51
52,675,1203,52
53,922,1903,53
54,922,1903,54
55,675,1203,55
56,675,1203,56
57,375,1153,57
58,375,1153,58
59,375,1153,59
60,375,1153,60
61,375,1153,61
62,375,1153,62
63,332,653,63
64,321,568,64
65,321,568,65
66,498,568,66
67,498,568,67
68,494,1330,68
69,494,1330,69
70,322,643,70
71,526,660,71
72,526,660,72
73,491,1909,73
74,491,1909,74
75,455,625,75
76,492,625,76
77,492,625,77
78,492,1215,78
79,492,1215,79
80,492,1215,80
81,492,1215,81
82,902,1003,82
83,1022,903,83
84,459,931,84
85,459,931,85
86,459,1175,86
87,459,1175,87
88,459,1175,88
89,459,1175,89
90,459,1175,90
91,459,1175,91
92,489,840,92
93,489,840,93
94,702,1813,94
95,488,1320,95
96,488,1320,96
97,488,1320,97
98,488,1320,98
99,488,2080,99
100,488,2080,100
101,522,1043,101
102,450,640,102
103,386,1129,103
104,386,1129,104
105,1020,198,105
106,2149,1184,106
107,374,1184,107
108,2152,1183,108
109,1352,2083,109
110,1952,733,110
111,684,1684,111
112,852,423,112
113,1250,480,113
114,820,497,114
115,820,497,115
116,702,893,116
117,712,1398,117
118,1080,300,118
119,494,1755,119
120,494,1755,120
121,397,593,121
122,402,658,122
123,480,762,123
124,354,1355,124
125,354,1355,125
126,525,1238,126
127,525,1238,127
128,525,1238,128
129,525,1238,129
130,525,1238,130
131,525,1238,131
132,525,1238,132
133,525,1238,133
134,525,1238,134
135,525,1238,135
136,525,1238,136
137,525,1238,137
138,525,1238,138
139,525,1238,139
140,525,1238,140
141,525,1238,141
142,525,1238,142
143,498,1326,143
144,498,1326,144
145,525,2150,145
146,525,2150,146
147,525,1238,147
148,525,1238,148
149,525,1238,149
150,525,1238,150
151,525,1238,151
152,525,2150,152
153,525,2150,153
154,525,2150,154
155,525,2150,155
156,525,2150,156
157,525,2150,157
158,525,1238,158
159,525,1238,159
160,525,1238,160
161,525,1238,161
162,525,1238,162
163,525,1238,163
164,525,1238,164
165,525,1238,165
166,525,1238,166
167,525,1238,167
168,525,1238,168
169,525,1238,169
170,525,1238,170
171,525,1238,171
172,425,1182,172
173,425,1182,173
174,525,1182,174
175,525,1182,175
176,525,1238,176
177,525,1238,177
178,525,1238,178
179,525,1238,179
180,525,1182,180
181,525,1182,181
182,525,1238,182
183,525,1238,183
184,525,1238,184
185,525,1238,185
186,873,2065,186
187,525,1238,187
188,525,1238,188
189,1122,2177,189
190,924,1212,190
191,926,1212,191
192,926,1212,192
193,625,2023,193
194,625,2023,194
195,514,350,195
196,514,350,196
197,475,1130,197
198,399,1250,198
199,649,1235,199
200,649,1235,200
201,765,1250,201
202,666,1255,202
203,657,1240,203
204,657,1240,204
205,903,1096,205
206,649,1215,206
207,649,1215,207
208,606,1340,208
209,1056,2184,209
210,1954,894,210
211,587,1094,211
212,200,1144,212
213,730,1089,213
214,770,1877,214
215,880,1915,215
216,517,2145,216
217,702,2041,217
218,924,1222,218
219,924,1212,219
220,924,1212,220
221,924,1212,221
222,924,1212,222
223,924,1212,223
224,924,1909,224
225,924,1909,225
226,924,1909,226
227,924,1909,227
228,409,1660,228
229,409,2050,229
230,1122,2177,230
231,954,906,231
232,954,906,232
233,954,906,233
234,954,906,234
235,954,906,235
236,954,906,236
237,952,460,237
238,1152,460,238
239,1152,460,239
240,954,641,240
