ID,BIN,X,Y,WIDTH,HEIGHT
0,0,627,2904,1,1
1,0,2993,1039,1,1
2,0,4017,2787,1,1
3,0,437,2919,3,4
4,0,1746,2944,2,2
5,0,3333,2817,2,2
6,0,4567,360,1,2
7,0,4917,107,2,3
8,2,5420,3049,1,1
9,2,5495,2856,1,1
10,2,5044,1426,1,1
11,2,4102,1005,2,2
12,2,4536,1205,6,4
13,3,123,1745,1,1
14,3,2612,2779,1,1
15,3,3677,2084,1,1
16,3,3065,2165,1,1
17,3,1387,300,2,2
18,4,5757,2180,1,1
19,4,5838,2005,1,1
20,4,4250,802,1,1
21,4,2965,2031,1,3
22,4,4499,1553,2,1
23,4,5234,799,4,3
24,4,5319,1579,1,1
25,4,5619,1612,1,2
26,6,69,2322,2,1
27,6,5279,68,1,1
28,6,1353,910,9,5
29,6,3903,904,1,2
30,7,181,2660,1,2
31,7,5077,511,3,4
32,8,1044,3050,5,4
33,8,1353,329,1,2
34,8,4142,2743,2,3
35,9,5500,1026,3,4
36,11,408,2004,1,2
37,11,2050,2759,2,3
38,11,2135,1245,1,2
39,12,1724,3110,2,2
40,12,3007,495,1,1
41,12,3827,512,2,3
42,13,1011,3100,1,2
43,13,1914,137,9,5
44,14,1042,2420,1,3
45,14,2802,381,1,2
46,14,3212,2813,2,4
47,14,3867,1190,1,2
48,16,5426,2451,1,2
49,16,5772,192,1,2
50,18,1161,2700,4,4
51,18,4318,1179,3,4
52,20,1462,175,3,4
53,21,2470,2654,1,3
54,23,2869,1408,1,2
55,23,4134,1062,3,4
56,24,327,976,2,3
57,24,1141,3044,2,3
58,26,3725,3171,2,1
59,26,4095,590,10,4
60,26,5254,1096,2,2
61,27,4031,753,2,4
62,27,4728,816,1,3
63,28,214,2921,2,3
64,28,649,2532,1,2
65,28,4933,79,9,6
66,30,661,1555,3,3
67,30,696,1545,2,2
68,30,1422,1296,4,3
69,30,1595,1784,4,3
70,30,1792,1981,2,3
71,30,2031,1485,2,2
72,30,2082,1770,3,3
73,30,2127,1442,3,3
74,31,936,2251,4,6
75,32,495,2743,1,3
76,33,6,1224,9,5
77,33,1322,2534,1,2
78,34,3815,2271,9,6
79,35,625,577,3,4
80,36,3017,194,1,2
81,36,3040,2731,5,6
82,37,3162,610,2,3
83,37,5651,929,3,4
84,38,768,2313,1,2
85,38,4840,2686,2,3
86,38,5880,2747,2,1
87,39,34,2746,10,5
88,39,3466,468,1,2
89,41,4635,2555,6,4
90,42,886,1216,3,4
91,43,532,334,1,2
92,43,1560,2526,3,1
93,43,2008,2544,2,4
94,45,1082,2979,1,2
95,47,3591,2993,2,3
96,47,4706,2996,3,3
97,47,4869,1231,2,2
98,48,2738,3070,2,3
99,48,2865,363,1,2
100,49,871,3172,2,2
101,49,5455,150,9,7
102,50,4197,307,4,6
103,52,439,1895,2,2
104,52,3554,2844,6,4
105,52,3734,513,3,3
106,52,3842,522,2,2
107,52,5842,134,1,2
108,53,5617,25,1,2
109,55,1864,2454,1,2
110,55,5678,1022,5,3
111,56,855,1525,3,4
112,57,1876,2691,1,2
113,57,2388,200,2,1
114,57,3964,2690,2,3
115,57,5374,1401,7,6
116,57,5768,2365,1,3
117,58,5104,2774,1,1
118,60,5968,2492,11,6
119,61,1583,2922,1,3
120,61,1637,539,1,1
121,62,3479,1855,3,2
122,62,5885,3058,1,1
123,62,3452,586,1,1
124,62,3474,1855,1,1
125,62,379,1697,1,2
126,62,3456,596,6,8
127,63,5215,2980,1,1
128,63,3265,2214,1,1
129,63,583,836,1,3
130,63,2140,22,4,4
131,64,2616,3114,3,1
132,65,4859,767,2,2
133,66,3394,797,3,4
134,66,4909,2080,1,2
135,67,5119,1990,1,2
136,68,222,3020,4,1
137,69,2620,978,5,5
138,70,871,2609,3,3
139,70,1063,1075,4,5
140,70,1288,991,5,5
141,70,3819,2083,2,3
142,71,2046,2965,4,3
143,71,2777,960,5,6
144,71,3850,1103,3,3
145,71,3851,1105,4,4
146,71,5125,2144,2,5
147,72,1079,2408,3,3
148,72,3313,1081,5,5
149,74,1899,1902,2,3
150,75,3645,2909,7,6
151,75,3765,770,2,2
152,75,4260,2904,4,2
153,76,784,892,7,5
154,76,3362,2494,3,2
155,76,4671,1119,5,5
156,78,1169,717,6,2
157,78,5635,1156,4,5
158,79,5460,2432,2,2
159,80,281,2594,1,2
160,80,1658,1045,11,7
161,82,1384,2943,4,2
162,82,2006,2946,3,8
163,82,2041,3175,2,2
164,82,3854,2484,3,3
165,82,4357,2843,15,6
166,83,884,2779,3,2
167,83,2962,2642,4,3
168,83,5620,399,5,6
169,84,154,2294,1,2
170,84,3224,3178,8,3
171,85,494,3181,6,1
172,85,1655,2832,1,1
173,85,3556,3174,3,2
174,85,3981,3177,3,2
175,86,198,3187,2,2
176,86,3496,241,3,4
177,87,1347,46,2,2
178,87,2920,1050,6,4
179,87,4306,2430,2,1
180,88,4501,3176,1,2
181,89,1835,640,2,4
182,89,3531,335,2,3
183,90,912,362,1,1
184,90,4716,2735,2,2
185,91,2049,1655,1,3
186,91,4145,552,2,2
187,91,5788,529,2,2
188,92,708,1066,2,3
189,93,1058,1101,4,4
190,94,1039,747,3,3
191,94,3177,357,18,5
192,94,5524,1663,2,3
193,95,478,226,14,6
194,97,5572,3185,6,3
195,98,1720,1773,7,5
196,98,5247,3178,2,3
