ID,BIN,X,Y,WIDTH,HEIGHT
0,0,1233,109,1,1
1,1,2088,1845,1,1
2,1,243,2445,1,1
3,2,2719,1366,1,1
4,2,5452,2503,1,1
5,2,1448,1521,1,1
6,4,1100,706,1,1
7,5,2111,1214,1,1
8,5,1215,882,1,1
9,5,4916,2254,1,1
10,5,2403,1271,1,1
11,6,49,2450,1,1
12,6,4414,1982,6,4
13,6,4686,1540,1,1
14,6,4692,1551,2,1
15,6,4648,1577,2,1
16,6,4135,2425,1,1
17,6,5928,958,1,1
18,7,3869,2388,1,1
19,7,1145,928,1,1
20,7,3652,1399,1,1
21,7,1683,1133,2,1
22,7,3592,2139,1,1
23,9,4614,1778,1,1
24,9,5660,1897,1,1
25,9,1476,31,1,1
26,9,5933,1763,1,1
27,10,2864,845,1,1
28,10,2923,2683,1,1
29,10,4409,413,2,1
30,11,3234,2683,2,1
31,11,1415,3065,1,1
32,11,1409,947,1,1
33,12,504,2994,1,1
34,12,588,1633,1,1
35,12,2704,179,2,1
36,12,2681,161,2,1
37,13,5093,25,2,1
38,14,870,1625,1,1
39,14,2909,728,2,1
40,15,1895,2964,1,1
41,15,651,287,1,1
42,16,1116,257,2,1
43,16,3893,381,1,1
44,16,2649,2720,1,1
45,16,2629,2756,1,1
46,17,5630,1977,1,1
47,17,5650,1970,1,1
48,17,4169,2892,1,1
49,17,1043,3029,1,1
50,17,2294,2430,2,1
51,17,1531,1495,1,1
52,17,4527,366,1,1
53,17,3731,3177,2,1
54,18,1626,31,1,1
55,18,4946,2711,1,1
56,18,5749,3174,1,1
57,18,245,639,1,1
58,18,4923,3058,1,1
59,20,4373,2716,1,1
60,21,5591,498,1,1
61,21,570,2991,1,1
62,22,3316,2304,1,1
63,22,3298,2274,1,1
64,22,5350,2326,2,1
65,22,3491,838,1,1
66,22,3410,1548,1,1
67,23,247,527,1,1
68,23,5916,3161,1,1
69,23,5802,2417,1,1
70,23,1603,2123,1,1
71,23,1119,2802,1,1
72,24,3180,2618,2,1
73,24,1770,2756,2,1
74,24,3348,2359,1,1
75,24,2154,2549,1,1
76,24,4228,2262,1,1
77,25,1738,2805,1,1
78,26,219,569,1,1
79,26,5829,504,1,1
80,27,3169,2883,1,1
81,27,4074,496,1,1
82,27,4276,492,1,1
83,27,4977,2660,2,1
84,27,5219,2680,1,1
85,27,1838,2982,1,1
86,28,4320,1689,2,1
87,28,4275,1669,1,3
88,28,4245,1684,10,7
89,28,2504,1006,1,1
90,28,4277,1662,4,1
91,28,4167,1711,1,1
92,28,4323,1657,1,1
93,28,4261,1690,1,1
94,29,2576,24,1,1
95,29,5892,478,2,2
96,29,2026,1202,1,1
97,29,1320,3094,1,1
98,30,5944,2141,1,1
99,30,4626,2796,1,1
100,30,626,276,2,2
101,31,344,37,1,1
102,31,1801,2764,2,1
103,31,466,2701,1,1
104,31,269,683,1,1
105,32,193,2844,1,1
106,32,249,768,1,1
107,32,469,1252,1,1
108,34,4592,477,1,1
109,34,5364,1307,1,1
110,34,5441,1265,1,1
111,34,5895,2372,2,1
112,34,1959,3074,1,1
113,35,275,28,1,1
114,35,3793,2600,1,1
115,35,5642,1201,1,1
116,35,5640,1234,1,1
117,36,771,2996,1,2
118,36,2247,3160,1,2
119,36,3477,2996,2,2
120,36,3950,3156,1,2
121,37,5669,3003,1,2
122,39,3175,2998,9,7
123,40,4676,153,2,1
124,40,4967,250,2,1
125,40,4967,250,2,1
126,41,160,2520,4,4
127,42,2064,952,4,5
128,42,3794,814,4,4
129,42,4965,83,4,5
130,43,3045,285,10,5
131,43,4262,80,5,5
132,43,5212,2673,4,3
133,43,5458,1664,2,2
134,44,3698,237,11,6
135,45,5923,2670,1,1
136,45,89,2598,1,1
137,45,3889,2389,1,1
138,45,95,733,1,1
139,45,5908,991,1,1
140,45,3550,2891,2,1
141,45,754,821,4,5
142,45,3918,3168,2,2
143,47,3700,2784,1,1
144,47,479,1487,3,3
145,48,2237,2165,1,1
146,48,5958,1815,1,1
147,48,2905,904,1,1
148,49,788,1287,3,5
149,49,2855,3052,4,4
150,50,456,211,1,1
151,50,1899,745,3,3
152,51,4565,1937,1,6
153,51,3202,898,1,1
154,51,693,3183,3,2
155,51,3230,890,6,5
156,51,4577,1934,6,5
157,52,1319,520,1,1
158,52,1348,510,2,3
159,52,4648,1800,5,5
160,52,1943,3122,1,1
161,53,5520,1380,1,1
162,53,5923,1657,1,1
163,53,5759,2399,1,1
164,53,214,3118,8,6
165,53,236,3119,4,4
166,53,748,2530,1,2
167,53,3430,2689,1,2
168,54,3357,3076,1,1
169,54,137,2372,2,1
170,55,5914,960,1,1
171,55,4409,578,3,3
172,56,5186,460,3,3
173,57,1046,65,2,4
174,58,492,1421,1,2
175,58,558,421,1,1
176,58,3359,2566,14,8
177,59,378,2551,3,3
178,59,1725,1,2,2
179,60,839,226,2,3
180,60,1933,1119,3,2
181,60,3763,426,4,5
182,60,4122,695,9,4
183,62,3694,2011,2,3
184,63,3666,225,2,4
185,63,3980,2955,2,2
186,65,704,3123,1,2
187,65,1182,3141,1,2
188,66,720,2354,3,3
189,66,1181,354,3,2
190,66,2021,3175,1,2
191,67,4935,1562,3,4
192,69,975,2017,1,1
193,69,5326,1719,1,1
194,69,1263,920,1,1
195,69,3398,39,1,1
196,69,172,1698,1,1
197,69,5321,2851,2,1
198,70,3503,1205,1,1
199,70,4283,254,1,1
200,70,4359,2365,1,1
201,70,2115,1531,1,1
202,70,489,2083,1,1
203,70,626,2983,2,1
204,70,1882,2734,1,3
205,71,2148,2462,3,4
206,71,5047,2082,1,3
207,72,2026,597,1,1
208,72,3490,1059,2,2
209,72,5256,2061,2,3
210,73,1502,2991,2,2
211,73,1571,2946,2,3
212,73,2163,2767,3,4
213,73,3548,2944,3,4
214,73,5435,2472,3,4
215,74,2826,721,2,2
216,75,3907,203,2,2
217,75,4265,2936,8,5
218,76,2209,3112,16,8
219,77,5939,598,4,4
220,78,4110,1798,2,3
221,80,3059,2554,2,3
222,81,4176,3048,2,3
223,81,5090,2381,1,3
224,83,1815,2908,2,3
225,83,3266,2182,2,1
226,83,3907,3079,2,1
227,84,213,1965,1,1
228,84,2612,1538,1,1
229,84,314,2028,1,1
230,84,1894,901,3,5
231,84,2893,2651,2,3
232,85,361,2049,1,1
233,86,1494,1575,1,1
234,86,2965,1593,1,1
235,86,1489,1577,1,1
236,86,1514,1854,1,2
237,87,5949,2526,1,1
238,87,5035,767,1,1
239,87,4033,2531,1,1
240,87,1635,2724,1,3
241,88,1251,1308,1,2
242,88,1342,1335,4,4
243,88,1936,2465,3,2
244,88,5683,2692,1,2
245,90,826,2365,2,5
246,91,706,1821,6,9
247,91,726,1839,2,3
248,91,2288,1209,2,3
249,91,2457,2182,1,2
250,92,3843,1869,3,5
251,94,608,2547,2,4
252,94,1397,15,2,2
253,94,3213,616,6,4
254,94,3359,2817,1,3
255,94,4177,311,1,1
256,94,4961,3029,1,3
257,95,1962,1744,10,6
258,96,1073,1796,3,3
259,98,278,1697,7,5
260,98,2162,3138,2,3
261,98,3000,3156,1,2
262,98,3004,3165,2,6
263,98,5127,1528,4,3
264,99,2146,2126,3,3
265,99,4154,2809,1,3
