ID,BIN,X,Y,WIDTH,HEIGHT
0,0,3604,2172,10,7
1,0,4915,1892,2,5
2,1,965,2148,7,6
3,1,999,1600,2,5
4,1,3932,1806,3,7
5,1,5000,2584,7,7
6,1,5994,2814,2,3
7,2,936,2723,2,5
8,2,1499,1610,7,9
9,2,1909,1709,7,5
10,2,2984,2689,5,7
11,2,3800,965,1,3
12,2,4167,2218,9,7
13,2,4812,143,4,7
14,2,5933,2612,1,4
15,3,4134,1141,2,4
16,4,998,2098,1,3
17,4,1266,84,4,7
18,4,1817,2665,2,5
19,4,4327,1666,2,5
20,5,1382,2243,1,3
21,5,1761,2208,2,5
22,5,1768,2065,1,3
23,5,1767,2061,2,3
24,5,3239,2309,1,4
25,5,4999,2512,8,8
26,5,5788,76,3,7
27,6,2628,2427,2,5
28,6,3263,1902,1,3
29,6,4709,2222,14,8
30,6,5786,3111,4,7
31,7,1612,2148,1,5
32,7,1651,2218,3,4
33,8,83,1662,1,3
34,8,86,1660,1,3
35,8,1108,948,1,3
36,8,2654,1871,3,8
37,8,3456,115,3,6
38,8,3670,2759,15,7
39,9,914,1436,4,5
40,11,1001,326,2,3
41,11,1410,1778,4,5
42,11,1647,657,3,4
43,11,3926,924,1,7
44,12,1268,2018,1,3
45,12,1803,2350,3,6
46,12,3375,2318,1,3
47,13,5172,1988,3,7
48,14,2070,1950,4,6
49,14,3513,1449,1,3
50,14,4013,2449,2,6
51,15,1768,2337,1,3
52,16,3874,737,14,8
53,16,4142,784,12,6
54,16,5121,2249,1,3
55,17,1330,1388,2,6
56,17,4744,990,2,4
57,18,1007,1,13,7
58,20,2311,1323,6,4
59,22,947,1775,4,4
60,22,1840,1963,6,6
61,22,2235,1096,1,4
62,22,5345,1963,7,6
63,23,334,1533,8,7
64,23,1362,2860,2,3
65,23,2266,1560,3,4
66,23,2919,3014,2,3
67,23,2929,1562,7,6
68,23,3693,1490,4,4
69,23,3875,1731,11,9
70,24,2065,1590,1,3
71,25,799,3014,10,8
72,25,800,3013,3,3
73,25,2982,1547,11,8
74,25,5909,1484,3,6
75,26,3178,1507,4,5
76,26,3499,1438,4,4
77,27,3603,1548,6,5
78,27,4847,1721,2,2
79,27,5033,714,4,3
80,27,5256,1101,3,3
81,27,5748,183,1,1
82,28,445,1832,2,3
83,28,1487,1022,3,4
84,28,3201,1631,2,2
85,28,3888,394,2,2
86,28,3924,400,1,1
87,28,5600,1133,3,3
88,29,309,1538,2,3
89,29,783,2122,1,1
90,29,5780,780,1,1
91,29,5968,965,4,4
92,30,363,1925,2,4
93,30,560,1146,2,3
94,30,2246,1147,1,1
95,30,3458,1148,1,2
96,31,2749,2631,2,3
97,31,3165,69,5,2
98,31,5324,1153,1,2
99,32,918,2397,6,3
100,32,4632,217,1,1
101,32,4775,2838,1,2
102,33,158,1931,6,4
103,33,352,1184,1,1
104,33,2499,247,3,3
105,33,5074,168,2,2
106,34,242,1912,1,1
107,34,914,1984,2,2
108,34,2965,840,3,3
109,35,587,1654,3,3
110,35,2285,1655,2,2
111,35,2411,1655,2,3
112,35,2892,2667,1,3
113,35,3948,2123,1,1
114,35,5417,748,1,1
115,36,345,1067,2,3
116,38,694,695,1,3
117,38,1554,2372,3,4
118,38,4945,1655,2,3
119,39,1180,2536,1,1
120,39,5522,2250,1,1
121,40,452,2659,2,2
122,40,3122,1101,1,1
123,41,173,2624,3,2
124,41,1388,916,7,3
125,41,4754,2573,1,1
126,42,2724,2668,1,1
127,42,2951,3083,2,2
128,42,2993,1488,2,3
129,42,4659,210,3,2
130,42,4703,213,1,1
131,43,3487,932,4,4
132,43,3553,2334,1,1
133,43,4272,1986,2,2
134,44,4703,369,3,4
135,45,2592,678,5,2
136,45,2700,678,2,2
137,45,3765,205,2,3
138,45,4408,416,2,1
139,45,5247,2785,1,1
140,46,4851,846,1,2
141,46,5654,153,2,3
142,47,1999,2689,4,2
143,47,2029,2527,1,2
144,47,3906,1028,4,2
145,47,4031,21,3,3
146,48,5217,1074,1,2
147,49,1221,2995,2,3
148,50,1985,2331,2,4
149,50,3384,2490,2,3
150,50,4326,494,1,1
151,51,2454,2889,3,2
152,51,2497,2890,1,1
153,52,399,2890,1,2
154,52,5277,391,2,1
155,53,1395,1795,1,1
156,53,2702,2843,2,2
157,54,330,1726,5,3
158,54,2481,363,1,2
159,54,2799,2188,2,4
160,54,2970,1720,3,3
161,54,5049,328,1,2
162,54,5371,368,1,2
163,55,4722,427,2,1
164,55,5730,515,3,3
165,56,1304,377,1,2
166,56,1654,251,2,1
167,57,1444,180,1,1
168,57,3645,2809,1,1
169,59,1518,2234,1,2
170,60,531,230,3,3
171,60,759,2869,1,2
172,60,1068,2392,1,1
173,60,5273,288,1,3
174,62,529,253,2,3
175,62,763,1009,1,2
176,62,1740,1267,1,1
177,62,3755,3088,1,1
178,62,4911,399,1,2
179,64,1770,124,2,1
180,65,3067,784,1,2
181,65,5950,98,5,4
182,66,461,101,2,1
183,66,2627,1315,5,3
184,66,3928,2368,1,3
185,67,704,231,3,2
186,67,5229,470,1,2
187,68,1563,977,2,2
188,68,4823,951,2,2
189,69,2832,740,1,2
190,69,3395,2823,7,4
191,69,3682,972,2,2
192,70,467,2687,1,2
193,71,1399,438,2,1
194,71,1694,971,2,2
195,71,5693,2947,2,3
196,72,4213,2732,2,3
197,72,4612,2950,4,2
198,72,4766,2959,2,1
199,72,4998,2981,1,1
200,73,1619,2024,1,2
201,73,2453,2025,1,1
