ID,BIN,X,Y,WIDTH,HEIGHT
0,0,1090,1685,2,4
1,0,4877,1750,1,2
2,1,741,2391,2,2
3,1,4142,583,1,1
4,2,1632,935,9,7
5,2,2273,2156,3,7
6,2,3308,1061,6,5
7,2,4865,1811,1,3
8,2,5571,1082,2,4
9,3,467,2393,3,7
10,3,2900,1201,2,5
11,4,1935,1574,1,4
12,4,3998,2290,1,3
13,4,4749,405,5,8
14,5,314,2115,1,1
15,5,866,2116,4,3
16,5,2645,1661,1,1
17,5,3147,951,1,2
18,5,3494,1661,1,2
19,7,660,1355,1,1
20,7,1773,1530,2,4
21,8,2541,1631,3,3
22,8,5912,1666,1,1
23,9,645,2312,4,3
24,9,5065,1806,2,3
25,10,34,3198,1,1
26,10,1133,1325,2,2
27,10,4394,1325,2,2
28,10,4646,1644,1,2
29,11,2987,2250,2,2
30,12,538,3042,5,5
31,12,3067,1274,3,2
32,13,737,992,5,2
33,13,3725,3024,1,1
34,13,4263,3031,1,1
35,13,5724,3024,1,1
36,14,202,4,1,1
37,14,196,3,1,1
38,14,2241,823,1,1
39,15,220,1758,1,1
40,15,1714,1124,1,1
41,15,3509,1601,2,3
42,15,5088,2933,5,5
43,15,5361,2942,1,1
44,16,2300,3188,1,1
45,16,2802,1761,1,1
46,16,2945,1760,1,1
47,17,719,39,2,1
48,17,722,28,3,2
49,17,3336,1572,6,5
50,18,2675,1638,2,4
51,18,3168,2137,1,3
52,19,174,599,4,3
53,19,2688,1552,1,1
54,19,2768,2534,3,2
55,19,3239,1552,2,3
56,19,4146,1552,2,1
57,19,5853,1864,1,1
58,21,3542,1594,5,6
59,22,1336,674,1,1
60,22,4581,942,1,2
61,22,5406,3136,2,1
62,23,1022,2316,1,1
63,23,1712,2009,1,2
64,23,2682,1308,1,2
65,23,3298,2670,2,4
66,23,3337,2726,1,1
67,23,4264,2494,1,2
68,24,417,2893,1,1
69,24,826,1007,1,1
70,24,1480,2070,1,1
71,24,4759,2663,1,1
72,25,4981,3101,1,1
73,26,578,1274,2,3
74,28,2899,2646,1,1
75,28,3432,264,5,4
76,30,1535,1113,2,3
77,30,1981,2745,2,3
78,30,2689,286,1,2
79,32,1410,2886,6,4
80,33,3436,2607,1,2
81,34,5699,2282,1,1
82,35,3648,1593,1,1
83,35,5472,1548,2,2
84,36,5289,1472,2,1
85,37,4406,3029,1,1
86,38,1414,881,2,1
87,39,1765,1118,5,2
88,41,5865,3117,1,1
89,42,1956,2341,1,2
90,42,4651,2501,1,2
91,43,296,2110,1,1
92,43,1236,2741,5,4
93,43,4551,1409,1,1
94,44,3924,2848,1,1
95,45,4564,1829,2,4
96,46,1383,2374,2,3
97,48,3046,2158,1,1
98,50,5053,2322,2,2
99,50,5248,2333,2,2
100,52,3509,490,1,1
101,53,5331,3070,1,1
102,54,831,1866,1,1
103,55,3441,26,1,1
104,56,389,2697,1,1
105,56,519,2993,1,3
106,56,2348,311,1,1
107,58,4039,1724,2,2
108,58,5375,2962,1,2
109,59,921,1580,1,1
110,59,4103,50,3,2
111,60,1672,3010,4,2
112,60,3292,2392,1,1
113,61,833,2302,1,1
114,61,1190,3207,1,1
115,63,30,2101,1,1
116,63,1402,3068,1,1
117,63,2326,2374,7,4
118,64,3476,2387,1,1
119,65,1956,1682,3,6
120,65,4989,665,1,2
121,67,1331,2699,1,1
122,68,2515,2327,1,1
123,68,3839,1215,3,5
124,70,5680,2889,2,2
125,72,2034,2484,1,2
126,74,2503,2097,2,2
127,75,2299,1783,1,1
128,76,2135,2533,3,3
129,76,5529,1092,1,1
130,77,5055,2707,2,3
131,78,1150,1,2,1
132,78,1999,2665,1,2
133,80,903,2025,1,1
134,80,4722,1614,1,1
135,80,5957,3035,5,2
136,82,2159,715,4,3
137,83,2614,588,1,1
138,85,2854,911,2,3
139,87,4522,2229,1,1
140,89,3265,2556,5,1
141,91,2940,691,1,2
142,92,2480,1586,1,1
143,92,3985,2127,1,1
144,92,5448,1523,1,1
145,94,985,3042,7,3
146,95,2863,1585,2,3
147,95,2870,1581,2,3
148,95,4562,2694,1,1
149,96,4617,1959,5,3
150,97,401,2639,2,1
151,97,4105,1845,2,3
152,99,5091,1381,3,2
