ID,WIDTH,HEIGHT,STACK_ID
0,388,1777,0
1,1447,1442,0
2,172,1831,0
3,172,1831,0
4,604,1918,0
5,604,1918,0
6,662,1992,0
7,394,558,0
8,394,558,0
9,638,1138,0
10,638,1138,0
11,638,1138,0
12,758,948,0
13,793,1098,0
14,793,1468,0
15,793,1468,0
16,793,1468,0
17,558,283,0
18,538,2543,0
19,2668,408,0
20,858,327,0
21,364,1343,0
22,364,1343,0
23,853,1653,0
24,307,883,1
25,307,883,1
26,307,883,1
27,307,883,1
28,452,681,1
29,498,623,1
30,507,2118,1
31,507,2118,1
32,593,978,1
33,618,998,1
34,708,1023,1
35,708,1023,1
36,708,1023,1
37,708,1023,1
38,602,1243,1
39,602,1243,1
40,638,1173,1
41,588,1338,1
42,394,1273,1
43,394,1273,1
44,509,1218,2
45,437,928,2
46,457,888,2
47,462,938,2
48,462,938,2
49,462,938,2
50,462,938,2
51,437,928,2
52,504,1123,2
53,504,1123,2
54,512,1173,2
55,512,1173,2
56,457,888,2
57,1108,573,2
58,608,1073,2
59,612,1123,2
60,612,1123,2
61,612,1123,2
62,612,1123,2
63,437,928,2
64,495,1717,3
65,808,1778,3
66,685,1998,3
67,772,1173,3
68,712,1273,3
69,712,1273,3
70,765,1216,3
71,807,1173,3
72,807,1173,3
73,818,1223,3
74,728,1223,3
75,772,1173,3
76,591,2128,3
77,592,2128,3
78,592,2128,3
79,708,1938,3
80,437,928,3
81,437,1353,3
82,437,1353,3
83,509,1218,3
84,502,828,4
85,502,828,4
86,502,828,4
87,324,1073,4
88,324,1073,4
89,392,1118,4
90,392,1118,4
91,350,1350,4
92,350,1350,4
93,389,1238,4
94,389,1238,4
95,342,988,4
96,620,730,4
97,620,730,4
98,638,773,4
99,612,873,4
100,618,808,4
101,507,1208,4
102,507,1208,4
103,495,1717,4
104,788,1738,5
105,507,1228,5
106,507,1228,5
107,507,1228,5
108,507,1228,5
109,507,1228,5
110,507,1228,5
111,507,1228,5
112,507,1228,5
113,1098,628,5
114,1098,628,5
115,728,1093,5
116,507,2128,5
117,507,2128,5
118,507,2128,5
119,507,2128,5
120,627,1859,5
121,342,988,5
122,498,828,5
123,502,828,5
124,479,1266,6
125,479,1266,6
126,479,1066,6
127,479,1066,6
128,479,1066,6
129,479,1066,6
130,633,1920,6
131,633,1920,6
132,633,1920,6
133,633,1920,6
134,633,1920,6
135,633,1920,6
136,633,1920,6
137,612,873,6
138,507,1228,6
139,507,1228,6
140,808,1223,6
141,774,1178,6
142,774,1178,6
143,798,1373,6
144,1038,804,7
145,800,850,7
146,820,1390,7
147,820,1390,7
148,581,1673,7
149,581,1673,7
150,596,1920,7
151,633,1920,7
152,508,993,7
153,508,993,7
154,479,866,7
155,479,866,7
156,479,866,7
157,842,1060,7
158,842,900,7
159,842,900,7
160,842,1060,7
161,842,1060,7
162,842,1466,7
163,479,866,7
164,476,900,8
165,476,900,8
166,476,900,8
167,476,900,8
168,476,900,8
169,476,900,8
170,476,900,8
171,1028,1164,8
172,1038,1164,8
173,253,988,8
174,253,988,8
175,253,988,8
176,253,988,8
177,253,988,8
178,253,988,8
179,253,988,8
180,481,1190,8
181,481,1190,8
182,468,1972,8
183,468,1972,8
184,500,810,9
185,464,1155,9
186,464,1155,9
187,471,1250,9
188,471,1250,9
189,517,1155,9
190,517,1155,9
191,238,504,9
192,253,988,9
193,251,903,9
194,251,903,9
195,326,592,9
196,342,566,9
197,348,584,9
198,328,970,9
199,328,970,9
200,328,970,9
201,328,970,9
202,476,900,9
203,473,815,9
204,352,819,10
205,592,819,10
206,592,819,10
207,420,555,10
208,420,555,10
209,563,1255,10
210,563,1255,10
211,563,1255,10
212,563,1255,10
213,227,1686,10
214,517,1793,10
215,517,1793,10
216,517,1793,10
217,517,1793,10
218,629,1686,10
219,450,843,10
220,620,755,10
221,620,755,10
222,470,820,10
223,473,815,10
224,461,1270,11
225,461,1270,11
226,461,1270,11
227,461,1270,11
228,463,1270,11
229,463,1270,11
230,398,1139,11
231,398,1139,11
232,398,1139,11
233,398,1139,11
234,858,813,11
235,618,1150,11
236,618,1150,11
237,373,1258,11
238,373,1258,11
239,481,1190,11
240,481,1190,11
241,352,819,11
242,352,819,11
243,352,819,11
244,336,1137,12
245,366,1137,12
246,366,1137,12
247,366,1137,12
248,497,1072,12
249,382,1527,12
250,531,1422,12
251,531,1422,12
252,531,1422,12
253,531,1422,12
254,531,1422,12
255,531,1422,12
256,567,1618,12
257,567,1618,12
258,567,1618,12
259,567,1618,12
260,529,1778,12
261,529,1778,12
262,531,1773,12
263,531,1773,12
264,397,1122,13
265,366,1137,13
266,336,1137,13
