ID,BIN,X,Y,WIDTH,HEIGHT
0,0,2077,2871,1,1
1,0,434,713,1,1
2,0,440,3123,2,3
3,1,4568,1643,1,1
4,1,1186,2373,1,1
5,1,2218,2859,6,3
6,2,3192,829,1,1
7,2,5812,1329,1,1
8,3,2008,1567,1,1
9,3,1948,818,1,1
10,3,3648,1666,1,1
11,3,1712,902,1,1
12,3,81,672,1,2
13,3,1763,63,1,1
14,4,1643,2379,1,1
15,4,656,1119,1,1
16,4,371,2633,3,4
17,4,545,3187,3,3
18,4,595,1360,2,2
19,4,4028,26,1,2
20,5,5814,2812,1,1
21,5,2572,2832,14,7
22,6,5650,1927,1,1
23,6,1041,22,1,2
24,6,3430,2749,3,4
25,7,4874,781,1,1
26,7,4774,2949,2,1
27,7,2222,2399,1,1
28,7,4704,2994,2,1
29,7,4025,941,7,5
30,8,5328,1612,1,1
31,8,5333,1610,1,1
32,8,2715,2306,1,1
33,8,2724,2298,2,2
34,9,4638,896,1,1
35,9,4532,997,2,1
36,9,1485,1646,5,4
37,10,5680,1746,1,1
38,10,5927,2301,1,1
39,10,766,1322,1,1
40,10,674,1207,1,3
41,11,3036,1132,1,1
42,11,417,1096,1,1
43,11,617,719,1,1
44,11,2991,692,1,1
45,11,2753,1476,3,4
46,11,3528,265,1,2
47,11,3527,265,1,1
48,12,190,3014,1,1
49,12,5761,2768,1,1
50,12,1953,3194,10,4
51,13,2942,1628,1,1
52,13,3259,2791,1,1
53,13,3372,2781,1,1
54,13,2937,1631,1,1
55,13,5182,1669,1,1
56,13,3113,2861,1,1
57,13,1428,322,2,2
58,13,3862,774,2,1
59,14,5880,821,1,1
60,15,5669,2372,1,1
61,15,577,1883,1,1
62,15,275,2148,1,1
63,15,300,1823,1,1
64,15,5731,2116,1,1
65,15,4765,1215,3,4
66,15,5008,3190,8,2
67,16,517,3044,1,1
68,16,588,2279,1,1
69,16,4790,1573,1,1
70,18,884,2140,4,3
71,20,5084,315,1,3
72,22,2404,3203,6,1
73,22,2557,1498,3,4
74,22,3185,1551,6,4
75,22,3506,3195,6,3
76,22,3674,3197,5,3
77,23,2632,1106,2,3
78,23,2918,3199,2,2
79,24,1084,337,3,4
80,24,3951,852,1,2
81,24,4121,3196,21,6
82,24,5942,479,2,3
83,25,2795,34,1,2
84,25,5852,2487,1,2
85,26,4353,1125,5,4
86,26,4352,1126,2,1
87,26,5250,830,3,5
88,28,4354,1608,3,3
89,29,5980,227,1,2
90,30,4033,2583,2,4
91,31,4682,1146,6,4
92,32,2006,2515,9,3
93,32,4087,302,6,3
94,32,4508,2783,2,3
95,33,2642,3193,3,3
96,33,3764,2512,10,3
97,34,2388,3202,6,3
98,34,4384,2750,2,3
99,34,5318,3205,2,2
100,35,1,3203,7,3
101,35,2680,3204,4,3
102,36,1831,3204,5,3
103,37,410,1917,1,1
104,38,549,2482,1,3
105,38,2363,3200,13,3
106,38,4779,156,2,3
107,39,987,2781,2,3
108,40,2805,3029,2,3
109,42,1174,2445,2,2
110,43,2592,82,2,4
111,43,4534,435,2,1
112,44,662,2755,2,3
113,44,2113,924,1,3
114,44,2979,3207,2,2
115,44,4743,332,1,2
116,45,35,3204,3,3
117,45,3020,2368,1,2
118,46,2571,7,2,2
119,47,3395,1425,2,4
120,47,4183,2500,2,4
121,47,5655,3198,4,3
122,48,390,2501,1,2
123,48,737,2788,3,4
124,49,2582,2581,2,2
125,49,2631,3148,2,2
126,51,2507,2596,1,3
127,53,882,1639,2,2
128,54,385,3166,4,2
129,54,1123,3165,3,2
130,54,3174,3196,2,2
131,55,4821,3197,4,3
132,55,5111,22,1,2
133,55,5171,179,10,7
134,56,1323,549,5,6
135,56,1390,2907,2,3
136,56,2322,3199,4,2
137,57,3626,1263,6,5
138,58,532,3199,1,2
139,58,1390,1355,3,5
140,58,1758,2404,1,3
141,58,3635,2811,2,3
142,58,5708,3205,1,2
143,59,933,2357,14,7
144,59,2423,476,2,2
145,59,4687,2280,7,5
146,60,1593,530,3,3
147,61,1129,3199,11,4
148,61,2625,70,2,2
149,62,3286,1913,1,2
150,62,3281,3198,8,3
151,62,5944,1224,1,2
152,63,1288,3025,2,2
153,64,1543,180,12,8
154,66,1947,3076,11,7
155,66,3249,289,1,3
156,66,4294,662,3,5
157,68,967,1795,4,4
158,68,3737,3203,2,2
159,69,2124,932,2,2
160,69,3651,621,2,3
161,69,4724,3204,3,2
162,70,2786,3199,3,2
163,70,5750,28,5,5
164,71,1112,3164,1,1
165,73,1455,1359,2,4
166,73,4617,1174,8,5
167,74,1428,3196,5,6
168,74,1611,359,1,1
169,74,4301,3209,4,1
170,75,3492,384,5,5
171,77,213,1051,2,4
172,78,3784,3203,9,4
173,80,1007,400,1,2
174,82,2458,870,1,2
175,83,1351,3200,2,2
176,83,4683,3208,1,2
177,83,4841,3204,13,5
178,84,3952,3208,1,2
179,85,2619,335,2,3
180,86,5423,2678,1,2
181,87,3974,1628,5,3
182,88,503,3208,2,2
183,88,1118,452,4,5
184,88,1221,3197,1,2
185,88,2340,3202,9,4
186,88,2620,3204,6,3
187,88,2776,2121,2,4
188,90,516,3202,2,2
189,90,3192,3200,4,3
190,90,5169,1633,7,4
191,91,2736,3196,12,5
192,91,3352,3196,4,3
193,91,4835,2588,2,2
194,91,4867,2587,2,2
195,93,48,2365,1,2
196,93,3100,3205,8,4
197,93,4717,3205,9,4
198,93,5620,16,2,2
199,94,2799,2843,2,3
200,94,2799,2844,2,2
201,94,3648,131,6,3
202,94,3780,2499,5,2
203,94,5124,3204,8,3
204,95,4040,3207,1,2
205,96,453,3207,7,3
206,96,5075,3208,1,2
207,97,448,2509,4,3
208,97,576,2471,2,2
209,97,1086,3208,1,2
210,97,3411,555,1,2
211,98,1623,2480,1,2
212,98,2179,406,3,3
213,98,5927,3206,10,4
214,99,3330,1689,3,5
