ID,BIN,X,Y,WIDTH,HEIGHT
0,1,4764,3117,1,1
1,3,1497,2598,1,1
2,4,2561,3067,1,1
3,4,2754,2460,7,3
4,5,5261,2706,1,1
5,6,1862,2471,1,1
6,7,3741,2831,1,1
7,7,4314,1663,1,1
8,8,685,1807,3,2
9,8,1520,530,1,1
10,9,5282,2855,4,3
11,10,3047,2418,1,1
12,10,5599,1029,1,1
13,12,456,1068,1,1
14,14,3200,1053,1,3
15,16,2256,2263,2,2
16,16,5503,675,1,1
17,18,1193,684,1,1
18,19,1585,1033,1,3
19,21,2890,2822,4,3
20,22,4503,2101,2,4
21,24,5956,2887,2,4
22,25,2614,1565,2,1
23,25,2846,1310,3,2
24,27,200,2833,1,1
25,27,942,2729,2,4
26,27,1557,1702,7,4
27,28,3935,227,2,2
28,29,1978,1706,2,3
29,29,3146,3188,1,1
30,30,5481,2356,3,2
31,30,5506,2356,2,2
32,31,2092,423,7,3
33,32,4885,2353,1,1
34,32,5594,2602,1,1
35,33,1352,3193,1,1
36,35,114,2483,2,2
37,35,5582,1702,1,1
38,36,5818,1,1,2
39,36,5907,2508,2,4
40,37,4296,2769,1,1
41,37,5865,2778,3,2
42,38,1054,875,1,1
43,40,731,1150,2,2
44,41,1064,536,4,3
45,41,4336,2867,6,4
46,42,4764,728,7,4
47,44,1906,77,5,1
48,46,404,1852,2,2
49,47,4903,3130,3,4
50,48,4244,1562,1,1
51,48,5762,236,8,5
52,49,5250,1288,2,2
53,51,1449,73,2,1
54,51,3522,2943,3,3
55,52,996,1533,4,3
56,52,1649,939,1,2
57,52,3772,2526,1,2
58,54,5932,531,1,1
59,55,96,1129,4,3
60,57,4069,2473,4,2
61,57,5712,34,6,4
62,59,3746,391,1,1
63,59,5817,288,1,2
64,61,1675,1360,1,3
65,61,4904,724,4,3
66,63,4038,2841,1,1
67,65,2844,2518,2,4
68,66,1200,2252,1,1
69,66,3757,2594,1,3
70,68,628,1785,3,1
71,68,3879,216,1,1
72,68,2719,1785,9,1
73,68,1904,943,1,1
74,68,2266,2581,1,1
75,69,819,1784,2,1
76,69,3208,1784,7,1
77,69,5479,2106,1,1
78,70,5826,2154,1,1
79,70,1313,2759,1,1
80,70,1304,1766,1,1
81,70,4349,353,1,1
82,72,5034,192,1,1
83,73,3168,2502,1,1
84,74,1831,438,1,1
85,76,4933,1272,1,1
86,76,2100,109,1,1
87,76,5649,1579,1,1
88,77,626,2414,1,1
89,77,314,907,1,1
90,77,1490,1150,1,1
91,77,1036,2275,1,1
92,77,906,170,2,1
93,77,3016,350,1,1
94,77,639,2511,2,2
95,78,4869,1018,1,1
96,78,311,2213,1,1
97,79,615,565,2,1
98,79,4734,1120,1,1
99,79,157,2255,1,1
100,79,116,1846,1,1
101,80,437,108,2,1
102,80,234,1799,1,1
103,81,1995,63,1,1
104,83,1425,1986,1,1
105,85,303,877,1,1
106,85,932,689,1,1
107,85,4573,2279,1,1
108,85,4416,2403,1,1
109,86,5960,1269,1,1
110,86,2606,297,1,1
111,86,2684,1118,1,1
112,86,5610,1306,1,1
113,86,1159,49,1,1
114,87,3175,1529,1,1
115,87,3975,2158,1,1
116,89,4711,607,1,1
117,89,3476,1293,2,1
118,89,4730,545,1,1
119,89,3196,2452,2,2
120,89,4764,515,2,1
121,91,1844,266,1,1
122,91,3246,1823,1,1
123,93,4763,1586,1,1
124,93,4317,3156,2,2
125,93,4551,2370,12,6
126,93,4786,1583,2,1
127,93,3255,838,1,1
128,93,4781,1586,2,1
129,93,4757,1589,2,1
130,95,4406,263,2,1
131,95,1600,2491,1,1
132,95,2678,23,1,1
133,95,234,722,2,1
134,95,1296,569,2,1
135,96,2751,1764,1,1
136,96,4508,3167,1,1
137,96,2656,2772,2,1
138,97,1669,2155,2,1
139,97,892,1190,1,1
140,99,2179,1480,1,1
141,99,4276,3088,1,1
142,99,5200,2075,1,1
143,99,5339,1778,1,1
144,99,4078,2821,1,1
145,99,5039,2379,1,1
146,99,1865,2180,1,1
