ID,BIN,X,Y,WIDTH,HEIGHT
0,0,4447,1377,1,1
1,0,5522,1865,3,2
2,1,216,3195,1,1
3,1,3931,1165,1,3
4,2,2300,2562,1,2
5,4,5155,745,2,2
6,6,4702,3025,1,1
7,7,632,36,1,1
8,7,789,179,5,3
9,9,5389,3,3,2
10,10,2798,1728,1,1
11,10,3577,2390,3,3
12,11,1663,1805,2,2
13,11,4283,3187,2,1
14,12,2904,2086,3,3
15,13,1494,2760,2,3
16,13,3070,418,2,1
17,15,5595,3189,6,3
18,16,429,1282,5,3
19,18,343,164,1,3
20,18,5320,2932,1,1
21,19,4386,3058,1,3
22,21,4373,346,2,2
23,22,2559,3186,1,1
24,22,4081,451,1,1
25,23,4200,2295,1,3
26,24,173,2377,1,2
27,24,3841,2530,2,1
28,24,4135,2433,1,2
29,24,5791,1747,1,1
30,26,1182,849,2,3
31,26,2785,2551,1,3
32,28,4081,804,3,4
33,28,5569,2469,1,3
34,28,5769,2549,7,2
35,29,471,2161,1,1
36,29,1358,48,1,1
37,29,2745,2744,1,1
38,29,4501,951,1,1
39,29,4514,946,1,1
40,30,5821,2815,1,1
41,31,1930,1999,1,1
42,32,2711,25,1,2
43,33,12,738,1,3
44,33,2052,2576,3,2
45,34,745,1715,1,1
46,36,4916,1815,1,2
47,36,5380,3016,2,1
48,37,1099,2269,1,1
49,37,1230,453,1,1
50,39,4650,2888,1,1
51,39,4653,2891,1,1
52,39,5301,1399,1,1
53,39,5338,1388,1,1
54,40,714,1234,1,1
55,40,1954,2688,1,2
56,42,3327,2344,1,1
57,43,1994,2791,1,1
58,44,5303,2079,1,1
59,45,800,3041,1,1
60,45,1864,2519,1,2
61,45,1937,1559,2,1
62,45,3124,2734,1,1
63,45,5343,363,6,4
64,47,1407,2998,7,4
65,49,2906,2812,1,1
66,50,3157,2907,3,4
67,52,3802,1854,1,1
68,52,4849,1710,2,2
69,53,1140,3207,4,2
70,53,1697,1203,1,2
71,55,842,1096,1,3
72,57,2473,2028,4,4
73,58,5015,903,1,1
74,58,5682,70,1,1
75,59,341,495,1,1
76,59,5112,2302,6,4
77,60,3800,657,1,1
78,62,675,2092,1,1
79,62,1373,2981,1,1
80,64,2597,2474,2,3
81,64,5856,2369,7,4
82,66,536,273,2,1
83,66,1563,3140,1,2
84,66,2270,1826,2,2
85,67,3700,722,7,5
86,67,4160,3207,1,1
87,69,5437,1757,1,2
88,69,5722,3142,1,1
89,70,4032,1741,1,1
90,71,4273,1327,3,4
91,72,149,942,1,1
92,72,1066,2123,1,2
93,73,1816,1564,1,1
94,74,5320,2923,1,1
95,75,5766,1671,4,2
96,75,5948,1465,1,3
97,76,3338,1668,1,1
98,78,1890,2790,2,3
99,79,2531,650,1,2
100,81,2678,1313,1,2
101,83,2494,2312,3,2
102,85,5623,2267,1,1
103,85,5902,2426,1,2
104,86,4009,2846,1,1
105,87,50,1329,1,1
106,87,75,1268,1,1
107,89,5445,1423,1,1
108,90,810,2641,1,1
109,90,4958,1363,1,2
110,91,2530,1284,3,2
111,92,659,68,3,4
112,92,2353,411,1,2
113,93,5458,318,1,1
114,95,1460,1654,2,2
115,96,2611,3140,1,1
116,96,3511,2054,2,2
117,97,4343,1455,2,2
118,99,5280,968,1,1
