ID,WIDTH,HEIGHT,STACK_ID
0,582,797,0
1,397,717,0
2,720,838,0
3,720,838,0
4,720,838,0
5,720,838,0
6,802,1202,0
7,259,1115,0
8,259,1115,0
9,490,1282,0
10,247,1105,0
11,247,1105,0
12,247,1010,0
13,247,1010,0
14,259,1115,0
15,259,1115,0
16,257,1115,0
17,257,1115,0
18,297,430,0
19,297,430,0
20,710,1856,0
21,775,1831,0
22,695,1886,0
23,720,1836,0
24,720,1590,0
25,394,1606,0
26,394,1606,0
27,394,1606,0
28,394,1606,0
29,644,1058,0
30,326,1478,0
31,326,1478,0
32,710,1640,0
33,339,1276,0
34,339,1276,0
35,720,838,0
36,348,1018,1
37,348,1018,1
38,348,1018,1
39,403,508,1
40,404,694,1
41,438,778,1
42,438,778,1
43,425,1963,1
44,425,1963,1
45,542,1933,1
46,440,1250,1
47,440,1250,1
48,440,1250,1
49,440,1250,1
50,440,1250,1
51,440,1250,1
52,760,1000,1
53,623,860,1
54,578,860,1
55,548,840,1
56,329,975,1
57,329,975,1
58,252,1025,1
59,252,1025,1
60,257,1035,1
61,257,1035,1
62,292,585,1
63,292,585,1
64,257,1070,2
65,321,1070,2
66,321,1070,2
67,257,1070,2
68,426,1378,2
69,426,1378,2
70,426,1378,2
71,426,1378,2
72,834,334,2
73,934,484,2
74,639,924,2
75,639,924,2
76,639,924,2
77,594,954,2
78,674,1264,2
79,753,849,2
80,753,849,2
81,495,1460,2
82,495,1460,2
83,502,1732,2
84,502,1732,2
85,544,1592,2
86,383,523,2
87,348,1018,2
88,348,1018,2
89,348,1018,2
90,348,1018,2
91,348,1018,2
92,475,1403,3
93,475,1403,3
94,648,764,3
95,555,1866,3
96,555,1866,3
97,313,1334,3
98,313,1334,3
99,318,1074,3
100,318,1074,3
101,313,1174,3
102,313,1174,3
103,298,1124,3
104,298,1124,3
105,243,1154,3
106,243,1154,3
107,307,988,3
108,752,988,3
109,488,1024,3
110,488,1024,3
111,625,1837,3
112,625,1837,3
113,628,1747,3
114,628,1747,3
115,411,1174,3
116,411,1174,3
117,411,684,3
118,411,684,3
119,480,1866,3
120,480,1866,3
121,1658,771,3
122,512,1412,4
123,708,1714,4
124,748,1704,4
125,383,684,4
126,383,684,4
127,253,954,4
128,253,954,4
129,268,1024,4
130,268,1024,4
131,265,1034,4
132,265,1034,4
133,265,1034,4
134,265,1034,4
135,265,1029,4
136,265,1029,4
137,411,1174,4
138,411,684,4
139,818,324,4
140,378,1724,4
141,378,1724,4
142,423,1824,4
143,423,1824,4
144,398,1684,4
145,398,1684,4
146,388,1644,4
147,388,1644,4
148,620,1453,4
149,620,1453,4
150,423,1824,4
151,398,1684,4
152,398,1684,4
153,388,1644,4
154,388,1644,4
155,620,1453,4
156,620,1453,4
157,308,974,5
158,678,1139,5
159,603,1473,5
160,603,1473,5
161,618,1489,5
162,598,1084,5
163,598,1084,5
164,598,1084,5
165,598,1084,5
166,598,1084,5
167,598,1084,5
168,310,1474,5
169,310,1474,5
170,628,1534,5
171,628,1534,5
172,493,884,5
173,493,1014,5
174,493,1014,5
175,577,1787,5
176,577,1787,5
177,490,1972,5
178,490,1972,5
179,350,1692,5
180,350,1692,5
181,350,1692,5
182,350,1692,5
183,602,1147,5
184,602,1147,5
185,688,1464,6
186,688,1464,6
187,793,1591,6
188,793,1591,6
189,793,1591,6
190,793,1591,6
191,358,1414,6
192,358,1414,6
193,358,1394,6
194,358,1394,6
195,528,854,6
196,818,1458,6
197,483,889,6
198,388,889,6
199,388,889,6
200,658,944,6
201,658,944,6
202,293,1224,6
203,293,1224,6
204,283,1224,6
205,283,1224,6
206,585,1980,6
207,585,1980,6
208,868,1388,6
209,848,1503,6
210,308,584,6
211,398,684,6
212,308,974,6
213,293,1224,6
214,293,1224,6
215,283,1224,6
216,283,1224,6
217,585,1980,6
218,585,1980,6
219,868,1388,6
220,848,1503,6
221,308,584,6
222,398,684,6
223,308,974,6
224,523,1714,7
225,523,1714,7
226,523,664,7
227,523,664,7
228,523,1714,7
229,523,1714,7
230,353,353,7
231,353,353,7
232,353,1415,7
233,353,1415,7
234,583,1684,7
