ID,BIN,X,Y,WIDTH,HEIGHT
0,1,1752,2264,1,1
1,1,1803,1297,2,3
2,1,2650,2516,2,2
3,1,1572,658,2,2
4,1,1207,1437,3,1
5,1,4202,19,1,1
6,2,1243,2663,3,2
7,2,1238,3197,3,4
8,2,3204,97,1,1
9,2,4037,2247,1,1
10,2,3595,295,1,1
11,2,3990,2089,1,1
12,2,465,38,1,1
13,4,5119,1880,1,1
14,5,124,3,2,1
15,5,3044,2329,1,1
16,6,2740,1134,6,3
17,6,3768,1954,1,1
18,6,4772,1012,2,2
19,7,4780,831,2,4
20,7,5084,2127,1,1
21,7,5470,217,2,4
22,8,2729,1188,1,3
23,8,3807,371,1,2
24,10,1009,2952,2,4
25,10,5575,2456,1,1
26,12,3781,1933,1,2
27,12,5684,864,1,3
28,12,5840,404,2,1
29,14,2960,894,1,3
30,14,3437,2934,5,2
31,14,4230,2934,1,1
32,14,5717,355,2,2
33,16,2583,374,2,2
34,16,3211,772,1,3
35,16,5237,331,2,2
36,17,3034,1156,3,2
37,17,3633,1139,1,1
38,18,2723,1142,2,2
39,18,3531,382,2,2
40,18,5037,1930,4,3
41,18,5807,1269,1,2
42,19,122,1148,1,1
43,21,3156,927,2,3
44,21,3134,327,1,1
45,21,4228,1175,2,1
46,23,4508,1190,2,1
47,23,5343,1168,2,4
48,24,2298,2317,4,4
49,25,3240,1220,2,2
50,25,3281,1220,4,2
51,25,3511,1220,1,1
52,25,4064,1220,4,2
53,25,4821,270,2,2
54,26,3545,1924,1,1
55,27,1708,412,1,1
56,27,2403,1,3,2
57,27,3288,1290,1,1
58,27,3306,1205,1,3
59,28,2229,377,2,2
60,28,5934,1261,2,2
61,29,3245,3200,3,3
62,29,4005,392,1,2
63,29,4712,2364,1,3
64,29,5257,1918,1,1
65,30,3482,1344,1,2
66,31,3665,2378,2,4
67,33,863,2830,1,2
68,33,4336,885,1,1
69,33,5101,2377,1,2
70,33,5984,1371,1,1
71,35,220,3104,1,2
72,35,3510,3065,2,3
73,35,5075,2458,6,4
74,37,1537,515,3,4
75,38,2088,2367,1,1
76,38,4399,804,5,3
77,39,2695,882,1,2
78,40,5407,341,2,2
79,41,1893,1426,1,1
80,42,2163,1476,2,3
81,44,533,2139,1,2
82,44,2348,953,1,2
83,44,4221,2864,1,2
84,44,4204,2851,1,2
85,44,4606,1319,3,3
86,44,4995,2920,1,1
87,45,5665,269,1,1
88,46,3198,302,3,2
89,46,3662,37,2,1
90,47,4374,3017,2,4
91,48,5797,2171,4,8
92,49,799,1785,9,7
93,50,775,1291,6,5
94,50,4783,2000,3,4
95,51,1952,3150,6,5
96,52,1157,2139,5,4
97,54,5304,1744,1,3
98,55,2642,2193,25,16
99,57,1654,2917,2,4
100,59,3123,1805,3,4
101,59,4485,2987,1,3
102,59,5413,3200,2,3
103,60,4288,1228,1,3
104,60,5193,236,3,3
105,60,5853,963,1,3
106,61,5784,180,2,4
107,63,1239,2989,8,8
108,65,276,143,4,4
109,66,3133,2591,2,3
110,67,4793,1002,4,5
111,69,2045,2664,1,2
112,70,1385,1778,1,3
113,70,2260,364,6,8
114,70,2891,822,6,6
115,71,3922,2388,2,4
116,71,3958,2380,1,3
117,71,4061,820,3,4
118,72,2527,618,3,4
119,72,3537,1116,3,4
120,72,3536,1115,4,4
121,73,691,43,3,3
122,74,686,1633,1,3
123,74,2035,2193,1,3
124,74,3965,2689,1,3
125,74,4048,2680,6,8
126,75,5625,280,6,3
127,76,320,1315,3,7
128,76,4299,1765,1,3
129,77,190,1961,1,3
130,77,1571,2252,1,3
131,78,2063,1533,13,9
132,78,3025,1229,1,3
133,78,3084,1515,1,3
134,78,3289,1318,1,3
135,78,4440,1254,1,3
136,80,966,827,10,8
137,80,1093,2843,3,7
138,80,2618,1813,1,4
139,80,3160,1698,2,5
140,80,4504,768,3,7
141,80,5312,2523,4,5
142,81,1622,460,10,9
143,82,266,1228,2,6
144,82,937,1184,1,3
145,82,1253,272,1,3
146,82,2221,3180,12,8
147,82,2683,488,4,7
148,82,3003,2404,3,6
149,82,3157,949,2,4
150,82,3506,1703,2,4
151,83,1134,2404,2,7
152,83,4217,1768,3,5
153,83,4699,2690,3,8
154,83,4988,1746,2,5
155,84,1086,2667,2,7
156,84,1448,896,3,6
157,84,1470,1056,6,7
158,84,5838,1872,1,3
159,85,3696,2755,4,4
160,85,4383,1187,2,4
161,85,5573,1504,1,3
162,85,5691,1136,7,8
163,86,1004,2546,1,4
164,86,1596,1827,4,6
165,86,2310,2334,3,7
166,86,4281,2320,6,8
167,87,2820,2292,2,4
168,87,3891,2364,1,3
169,87,5450,2023,3,7
170,88,2428,2339,2,5
171,88,4487,1697,3,6
172,89,476,2551,3,6
173,89,1624,958,5,8
174,89,2379,1936,1,3
175,89,3862,2625,2,3
176,90,298,2820,8,6
177,90,656,2019,10,7
178,91,1742,2065,1,3
179,91,1741,2062,1,3
180,91,2575,2842,10,9
181,91,5103,1976,8,6
182,91,5169,2981,4,6
183,92,1535,665,5,8
184,92,2251,1132,2,6
185,92,2250,1129,2,6
186,92,4512,2349,14,10
187,92,4736,2703,1,3
188,93,2517,934,3,7
189,93,4240,2014,2,5
190,93,4368,2846,7,6
191,93,4678,2699,4,8
192,93,4999,1076,2,6
193,93,5331,2179,1,5
194,94,410,2639,2,5
195,94,3060,1078,2,7
196,94,4789,2169,1,3
197,94,4974,1743,2,4
198,94,5264,2493,4,8
199,95,411,2232,1,3
200,95,526,16,5,5
201,95,1334,1355,1,3
202,95,2499,2894,10,8
203,95,2590,2010,1,3
204,95,5145,2240,2,5
205,96,499,1321,4,4
206,96,600,3183,5,8
207,96,2345,2553,2,6
208,96,2494,1905,3,5
209,96,4678,2889,1,3
210,96,5594,2341,1,3
211,96,5711,2198,2,6
212,96,5876,2414,2,6
213,98,478,2454,1,4
214,98,2843,2829,1,3
215,98,3632,2875,19,7
216,98,5269,1183,1,3
217,99,1130,1133,1,4
218,99,1128,1128,2,3
219,99,1589,1178,1,3
220,99,2445,3103,4,4
221,99,2624,2998,8,8
222,99,2779,2740,2,3
223,99,3885,2295,1,3
224,99,4514,47,4,6
