ID,WIDTH,HEIGHT,STACK_ID
0,1032,1015,0
1,1032,1015,0
2,1122,1694,0
3,1122,1694,0
4,1124,1694,0
5,1124,1694,0
6,1124,1694,0
7,1032,1015,0
8,1032,1015,0
9,1032,1015,0
10,1032,1015,0
11,1105,1694,0
12,1105,1694,0
13,1105,1694,0
14,1122,1694,0
15,1812,1875,0
16,1828,1875,0
17,1828,1875,0
18,999,1993,0
19,999,1993,0
20,999,1993,0
21,999,1993,0
22,1401,1843,1
23,1401,1843,1
24,1310,1783,1
25,1310,1873,1
26,1355,1873,1
27,1355,1873,1
28,1205,1703,1
29,1260,1703,1
30,1205,1793,1
31,1260,1793,1
32,1279,1793,1
33,1279,1793,1
34,1279,1793,1
35,1279,1793,1
36,1474,1839,1
37,1474,1931,1
38,1170,2003,1
39,1170,2093,1
40,1171,2093,1
41,1295,2093,1
42,1296,2093,1
43,1295,2003,1
44,939,1673,2
45,1009,1673,2
46,1009,1673,2
47,1009,1673,2
48,1009,1673,2
49,899,1893,2
50,899,1893,2
51,899,1893,2
52,899,1893,2
53,979,1803,2
54,1310,1803,2
55,979,1893,2
56,979,1893,2
57,979,1893,2
58,1310,1893,2
59,1310,1893,2
60,1065,1753,2
61,1065,1843,2
62,1065,1843,2
63,1065,1843,2
64,1401,1753,2
65,1401,1843,2
66,1320,1993,3
67,1320,1993,3
68,1364,1993,3
69,1364,1993,3
70,1364,1993,3
71,1364,1993,3
72,990,1093,3
73,990,1093,3
74,990,1093,3
75,991,1093,3
76,991,1093,3
77,990,1093,3
78,1050,2003,3
79,694,2003,3
80,694,2093,3
81,694,2093,3
82,1050,2093,3
83,1460,1063,3
84,1460,1063,3
85,939,1583,3
86,925,1673,3
87,925,1673,3
88,1214,1693,4
89,1214,1693,4
90,760,1733,4
91,855,1733,4
92,760,1733,4
93,854,1733,4
94,854,1733,4
95,930,1753,4
96,930,1843,4
97,930,1843,4
98,930,1843,4
99,930,1843,4
100,930,1843,4
101,1365,1753,4
102,1365,1843,4
103,1130,963,4
104,1130,1053,4
105,1185,1993,4
106,1185,1903,4
107,986,2083,4
108,986,2083,4
109,986,2083,4
110,815,1093,5
111,815,1093,5
112,738,2093,5
113,738,2093,5
114,987,1803,5
115,987,1893,5
116,987,1893,5
117,1342,1803,5
118,1342,1893,5
119,1342,1893,5
120,1342,1893,5
121,1225,553,5
122,1225,553,5
123,826,1093,5
124,826,1093,5
125,1257,1818,5
126,1257,1818,5
127,1257,1818,5
128,1214,1693,5
129,1214,1693,5
130,1214,1693,5
131,1214,1693,5
132,1109,1479,6
133,783,893,6
134,783,893,6
135,783,893,6
136,783,893,6
137,1043,803,6
138,1043,893,6
139,1043,1409,6
140,1043,1409,6
141,1242,2093,6
142,1242,2093,6
143,1242,2093,6
144,1242,2093,6
145,635,2003,6
146,635,2093,6
147,950,2003,6
148,951,2093,6
149,950,2093,6
150,689,1093,6
151,689,1093,6
152,689,1093,6
153,689,1093,6
154,958,1465,7
155,1390,1455,7
156,1390,1455,7
157,950,1810,7
158,1023,1810,7
159,1380,2040,7
160,790,1893,7
161,802,1912,7
162,435,2093,7
163,435,2093,7
164,435,2093,7
165,435,2093,7
166,435,2093,7
167,435,2093,7
168,1598,2181,7
169,1598,2181,7
170,1598,2181,7
171,1111,788,7
172,1111,788,7
173,1109,1479,7
174,1109,1479,7
175,1109,1479,7
176,1650,1800,8
177,1650,1800,8
178,2420,870,8
179,981,930,8
180,1055,930,8
181,1055,930,8
182,1055,930,8
183,981,930,8
184,1055,930,8
185,1468,766,8
186,791,1230,8
187,791,1230,8
188,1027,1140,8
189,1025,1832,8
190,1025,1832,8
191,1340,1740,8
192,1030,1428,8
193,1058,1428,8
194,2813,1178,8
195,1118,1015,8
196,1118,1015,8
197,958,1465,8
198,737,930,9
199,737,930,9
200,753,930,9
201,753,930,9
202,880,930,9
203,880,930,9
204,832,380,9
205,832,380,9
206,847,380,9
207,847,380,9
208,626,1230,9
209,626,1230,9
210,626,1230,9
211,1110,622,9
212,906,2780,9
213,1650,300,9
214,1650,300,9
