ID,WIDTH,HEIGHT,STACK_ID
0,490,1162,0
1,490,1162,0
2,494,1168,0
3,494,1168,0
4,652,1939,0
5,822,2031,0
6,422,1644,0
7,452,1674,0
8,552,1546,0
9,552,1546,0
10,520,1711,0
11,520,1711,0
12,672,1153,0
13,822,1244,0
14,822,1244,0
15,822,1644,0
16,822,1644,0
17,773,2056,0
18,822,2028,0
19,674,1154,0
20,371,1657,0
21,371,1657,0
22,396,1657,0
23,396,1657,0
24,506,1657,0
25,506,1657,0
26,525,1116,0
27,525,1116,0
28,525,1116,0
29,525,1116,0
30,525,1116,0
31,525,1116,0
32,525,1116,0
33,525,1116,0
34,722,853,0
35,522,853,0
36,1122,653,0
37,422,453,0
38,522,1203,0
39,525,1516,0
40,525,1516,0
41,525,1516,0
42,525,1516,0
43,522,1053,0
44,522,1053,0
45,740,1955,0
46,746,2009,0
47,486,880,0
48,486,880,0
49,494,1168,0
50,494,1168,0
51,880,1810,0
52,861,1780,0
53,861,1780,0
54,460,765,0
55,460,765,0
56,440,765,0
57,1122,553,0
58,852,2146,0
59,774,2044,0
60,542,661,0
61,542,661,0
62,522,1156,0
63,522,1156,0
64,422,1251,0
65,422,1251,0
66,421,1061,0
67,421,1061,0
68,422,1261,0
69,422,1261,0
70,422,1251,0
71,422,1251,0
72,525,1749,0
73,525,1749,0
74,361,480,0
75,361,480,0
76,466,1725,0
77,491,1725,0
78,491,1725,0
79,466,1725,0
80,466,1725,0
81,531,1800,0
82,663,1983,0
83,709,2011,0
84,788,751,0
85,771,1348,0
86,744,1932,0
87,744,1932,0
88,439,1585,0
89,439,1585,0
90,439,1585,0
91,439,1585,0
92,417,531,0
93,702,531,0
94,773,435,0
95,711,2054,0
96,486,855,0
97,499,855,0
98,500,855,0
99,486,1162,0
100,499,1162,0
101,500,1162,0
102,198,802,0
103,198,1192,0
104,1454,292,0
105,486,1162,0
106,499,1162,0
107,500,1162,0
108,640,765,0
109,619,765,0
110,619,765,0
111,488,802,0
112,488,1192,0
113,466,1725,0
114,735,1478,0
115,571,1694,0
116,811,1664,0
117,752,290,0
118,483,742,0
119,814,477,0
120,913,391,0
121,913,391,0
122,674,824,0
123,369,1265,0
124,369,1265,0
125,409,1155,0
126,409,1155,0
127,369,1265,0
128,369,1265,0
129,432,1196,0
130,432,1196,0
131,433,1196,0
132,433,1196,0
133,602,1734,0
134,857,1668,0
135,1065,2044,0
136,722,1180,0
137,984,1274,0
138,1013,1304,0
139,1317,1243,0
140,824,615,0
141,763,629,0
142,763,629,0
143,763,629,0
144,822,980,0
145,794,1323,0
146,813,1850,0
147,415,1166,0
148,415,1166,0
149,814,1954,0
150,814,1954,1
151,956,1930,1
152,747,583,1
153,945,583,1
154,945,583,1
155,945,583,1
156,945,583,1
157,670,1872,1
158,945,583,1
159,945,583,1
160,644,1605,1
161,644,1605,1
162,644,1605,1
163,644,1605,1
164,1704,1104,1
165,852,390,1
166,649,1574,1
167,1428,1604,1
168,599,1600,1
169,599,1600,1
170,602,1734,1
171,749,302,1
172,747,583,1
