ID,BIN,X,Y,WIDTH,HEIGHT
0,0,4100,2523,1,1
1,0,2488,464,6,4
2,0,4815,2654,1,1
3,0,2337,838,2,2
4,0,2691,90,1,1
5,0,2754,104,1,1
6,0,2222,90,1,1
7,0,1561,2656,1,1
8,1,2445,1671,2,1
9,1,4754,1661,1,1
10,1,2184,2968,1,1
11,1,2160,3010,1,1
12,1,331,272,1,1
13,1,282,2303,1,1
14,1,4582,2033,1,2
15,1,4609,3189,4,2
16,2,5739,855,1,1
17,2,3750,2570,1,1
18,2,1326,2658,2,1
19,2,3752,2567,1,1
20,2,1039,2937,2,1
21,2,90,2623,1,1
22,2,5873,93,1,1
23,2,291,395,6,2
24,3,5847,2586,1,1
25,3,1460,2327,7,4
26,3,1862,37,11,5
27,4,2616,2333,1,1
28,4,1462,786,6,5
29,4,2626,2319,1,2
30,5,5462,2473,1,1
31,5,3140,1671,5,1
32,5,4615,2646,1,1
33,5,3310,1797,3,2
34,5,3270,788,2,3
35,6,5789,1436,1,1
36,6,2780,83,9,6
37,6,2771,2344,7,6
38,6,3285,289,2,3
39,7,1594,295,3,3
40,7,1633,303,1,1
41,7,3946,407,3,2
42,8,153,1635,1,1
43,8,4815,2603,1,1
44,8,2349,704,2,2
45,9,5910,3046,1,1
46,9,3013,2566,1,1
47,9,392,3176,1,1
48,9,486,2077,1,1
49,9,4930,658,1,1
50,9,4389,3190,1,2
51,10,765,2554,22,4
52,10,5813,2478,1,1
53,10,5403,2347,1,1
54,10,1945,1830,1,1
55,10,5840,289,1,1
56,10,5676,2490,1,1
57,10,4505,979,3,3
58,11,3218,3171,3,2
59,11,1916,3095,1,1
60,11,1769,1637,1,1
61,11,2520,180,1,1
62,12,5891,1596,1,1
63,12,5234,648,1,1
64,12,989,2908,5,2
65,13,1699,16,16,8
66,13,2536,240,2,2
67,13,3485,2803,3,4
68,13,3698,541,3,2
69,14,1491,254,2,3
70,14,1491,255,2,2
71,14,1734,142,3,4
72,15,33,2561,1,1
73,15,1811,1170,1,1
74,15,4249,1106,2,3
75,16,3981,1566,1,1
76,16,760,1579,1,1
77,16,5388,97,6,5
78,17,2970,2856,1,1
79,17,2399,630,1,1
80,17,1796,602,1,1
81,17,1284,610,1,1
82,17,4326,1264,2,1
83,17,4331,1256,2,2
84,18,1037,430,2,2
85,18,4052,1538,2,1
86,18,4873,618,1,1
87,18,4424,561,1,1
88,18,2167,603,1,1
89,18,4862,528,1,1
90,18,2312,2647,1,1
91,19,4353,2735,1,1
92,19,5075,591,1,1
93,19,4619,3121,2,2
94,19,45,2992,1,1
95,19,68,628,1,1
96,19,3413,2804,3,4
97,20,4082,1438,2,3
98,20,1720,611,1,1
99,20,2967,1235,6,4
100,20,4297,62,1,2
101,21,91,258,1,1
102,21,1917,2878,1,1
103,21,4245,891,1,1
104,21,4742,1534,3,1
105,21,5588,2619,3,3
106,22,3113,1808,1,1
107,22,737,49,10,5
