ID,WIDTH,HEIGHT,STACK_ID
0,350,746,0
1,295,831,0
2,295,831,0
3,974,679,0
4,366,1168,0
5,366,1168,0
6,366,1168,0
7,366,1168,0
8,366,1168,0
9,366,1168,0
10,366,1168,0
11,248,576,0
12,248,576,0
13,284,449,0
14,786,346,0
15,366,1168,0
16,466,1669,0
17,466,1669,0
18,570,1625,0
19,418,773,0
20,361,963,0
21,361,963,0
22,418,763,0
23,449,1103,1
24,758,1001,1
25,846,810,1
26,388,498,1
27,458,518,1
28,774,1802,1
29,774,1666,1
30,400,1794,1
31,400,1794,1
32,400,1794,1
33,400,1794,1
34,364,364,1
35,364,364,1
36,364,364,1
37,388,1784,1
38,388,1784,1
39,425,1624,1
40,425,1624,1
41,400,1654,1
42,400,1654,1
43,400,831,1
44,400,831,1
45,350,746,1
46,360,1391,2
47,360,1391,2
48,360,1391,2
49,191,721,2
50,360,1606,2
51,360,1606,2
52,360,1606,2
53,360,1606,2
54,360,1606,2
55,360,1606,2
56,360,1351,2
57,360,1351,2
58,606,1121,2
59,452,1464,2
60,452,1464,2
61,452,1464,2
62,452,1464,2
63,191,721,2
64,401,1640,2
65,401,1640,2
66,510,1141,2
67,510,1141,2
68,449,1103,2
69,593,1128,3
70,1051,251,3
71,590,881,3
72,590,881,3
73,810,1116,3
74,810,1116,3
75,1061,271,3
76,1051,261,3
77,360,1261,3
78,360,1261,3
79,436,918,3
80,436,918,3
81,436,918,3
82,606,713,3
83,606,713,3
84,198,518,3
85,838,1328,3
86,833,1318,3
87,693,1078,3
88,823,528,3
89,1170,480,3
90,228,528,3
91,360,1391,3
92,380,951,4
93,380,951,4
94,380,951,4
95,380,951,4
96,380,951,4
97,380,951,4
98,771,1486,4
99,468,593,4
100,649,1158,4
101,649,1158,4
102,659,1368,4
103,659,1368,4
104,756,1564,4
105,756,1564,4
106,563,1254,4
107,447,1639,4
108,447,1639,4
109,361,1238,4
110,361,1238,4
111,336,1208,4
112,336,1208,4
113,673,1123,4
114,663,1123,4
115,429,1953,5
116,429,1953,5
117,429,1953,5
118,429,1953,5
119,429,1953,5
120,513,1148,5
121,493,938,5
122,493,938,5
123,493,938,5
124,493,938,5
125,493,938,5
126,493,938,5
127,493,938,5
128,493,938,5
129,493,938,5
130,504,938,5
131,504,938,5
132,380,951,5
133,504,938,5
134,504,938,5
135,678,790,5
136,668,790,5
137,380,951,5
138,340,1406,6
139,340,1406,6
140,648,359,6
141,648,359,6
142,541,1635,6
143,541,1635,6
144,461,1953,6
145,461,1953,6
146,429,1953,6
147,429,1953,6
148,429,1953,6
149,429,1953,6
150,429,1953,6
151,429,1953,6
152,429,1953,6
153,429,1953,6
154,429,1953,6
155,429,1953,6
156,429,1953,6
157,429,1953,6
158,429,1953,6
159,429,1953,6
160,429,1953,6
161,484,808,7
162,788,903,7
163,413,1476,7
164,413,1476,7
165,363,1486,7
166,363,1486,7
167,360,1481,7
168,360,1481,7
169,360,1476,7
170,360,1476,7
171,363,1471,7
172,363,1471,7
173,358,1481,7
174,358,1481,7
175,350,1476,7
176,350,1476,7
177,345,1401,7
178,345,1401,7
179,345,1401,7
180,345,1401,7
181,789,847,7
182,340,1406,7
183,340,1406,7
184,311,1188,8
185,311,1188,8
186,303,1131,8
187,303,1131,8
188,539,1351,8
189,539,1263,8
190,539,1263,8
191,218,488,8
192,208,593,8
193,368,654,8
194,368,654,8
195,321,1508,8
196,321,1508,8
197,311,1508,8
198,311,1508,8
199,351,1453,8
200,351,1453,8
201,349,1448,8
202,349,1448,8
203,339,1458,8
204,339,1458,8
205,484,808,8
206,484,808,8
207,451,1754,9
208,451,1754,9
209,451,1754,9
210,451,1198,9
211,451,1198,9
212,451,1198,9
213,451,1198,9
214,262,1763,9
215,262,1763,9
216,378,1719,9
217,378,1719,9
218,456,1719,9
219,456,1719,9
220,401,1738,9
221,401,1738,9
222,320,1476,9
223,320,1476,9
224,535,1798,9
225,535,1754,9
226,535,1754,9
227,549,1759,9
228,549,1759,9
229,699,314,9
230,577,1099,10
231,577,1099,10
232,447,589,10
233,447,589,10
234,447,1099,10
235,447,1099,10
236,432,1204,10
237,432,1204,10
238,464,1527,10
239,464,1527,10
240,439,1527,10
241,439,1527,10
242,1229,281,10
243,464,1642,10
244,464,1642,10
245,462,439,10
246,462,439,10
247,462,1586,10
248,462,1586,10
249,347,1824,10
250,451,1754,10
251,451,1754,10
252,451,1754,10
253,829,1140,11
254,701,1195,11
255,413,1218,11
256,413,1218,11
257,519,1522,11
258,519,1522,11
259,577,589,11
260,577,589,11
