ID,BIN,X,Y,WIDTH,HEIGHT
0,0,327,750,3,4
1,0,2648,2356,1,3
2,0,3114,3112,3,3
3,1,903,1543,15,9
4,1,2567,740,3,4
5,1,2905,2456,1,2
6,2,1772,1024,1,2
7,2,2473,796,3,4
8,2,5605,2550,2,1
9,3,1874,71,4,5
10,3,3156,796,2,3
11,3,4119,622,3,4
12,4,1763,2784,2,4
13,4,3044,747,3,4
14,4,4668,786,3,4
15,5,769,2743,4,5
16,5,2633,1141,2,4
17,5,3959,1619,2,3
18,6,1228,821,11,5
19,6,1205,2856,2,4
20,6,1460,1792,3,4
21,7,57,487,1,2
22,7,2701,1842,2,2
23,7,3036,2228,7,4
24,8,1641,2225,10,6
25,8,2628,2631,2,1
26,8,3972,577,2,2
27,9,599,1305,3,4
28,9,4109,728,2,3
29,9,4731,538,1,3
30,10,1817,140,3,2
31,10,2015,151,2,2
32,10,3561,2083,2,3
33,10,5115,428,2,4
34,11,2044,2172,6,3
35,11,2131,195,1,2
36,11,4824,2175,13,6
37,12,95,703,3,2
38,12,3072,1255,2,3
39,12,4611,3023,1,2
40,13,193,790,2,3
41,13,1482,2308,9,6
42,13,1606,1032,2,2
43,13,1827,713,2,3
44,14,1330,488,2,3
45,14,1757,2516,2,4
46,14,4937,956,2,3
47,14,4959,1598,3,3
48,15,1214,536,4,5
49,15,3944,1326,1,2
50,15,5290,265,1,2
51,16,878,2064,2,2
52,16,4906,108,1,2
53,16,5309,380,2,3
54,17,103,17,1,2
55,17,193,3015,9,6
56,17,1519,3015,4,4
57,17,5962,600,2,3
58,18,248,670,1,1
59,18,248,661,1,1
60,18,3254,799,1,1
61,18,3610,60,5,4
62,19,2339,2433,1,1
63,19,4778,2793,1,1
64,19,1651,1905,1,1
65,20,4265,514,2,1
66,20,4439,1215,1,1
67,20,4155,613,2,1
68,20,2051,1376,10,4
69,21,99,3148,2,1
70,21,2269,261,1,1
71,21,248,3149,1,1
72,21,1545,283,7,4
73,22,3932,2503,1,1
74,22,884,324,3,1
75,22,3312,1729,2,2
76,23,1022,2537,1,1
77,23,1019,2542,1,1
78,23,2484,22,2,1
79,23,3734,734,3,4
80,23,5573,2613,1,2
81,24,1637,296,4,6
82,24,732,2332,1,1
83,24,753,465,1,1
84,24,1649,288,3,5
85,24,4441,168,8,5
86,25,2023,289,3,2
87,25,1308,1068,1,1
88,25,144,1672,1,1
89,25,2277,2868,1,1
90,25,2019,3157,2,1
91,25,2329,2381,3,4
92,25,1712,3122,1,2
93,26,3498,935,1,1
94,26,176,1847,1,1
95,26,1729,1280,1,1
96,26,3298,1097,1,2
97,27,5002,1156,1,1
98,27,3501,571,4,5
99,27,3675,136,1,2
100,27,3780,2762,2,2
101,27,5022,1706,1,3
102,28,58,1622,11,6
103,28,384,2994,2,2
104,28,764,2993,5,3
105,28,4894,1043,3,4
106,29,1706,134,2,2
107,29,3485,65,11,5
108,29,5739,3036,4,3
109,30,321,1531,2,1
110,30,619,432,5,4
111,30,754,521,4,5
112,30,1500,1209,8,5
113,30,4137,1343,6,5
114,30,4457,1629,1,2
115,31,278,1512,4,4
116,31,4400,1990,1,1
117,31,5382,190,2,2
118,32,1345,747,4,5
119,32,1392,839,4,4
120,32,4542,2832,3,3
121,33,2092,1169,5,5
122,33,3714,671,4,5
123,33,5729,718,1,2
124,34,373,2057,2,3
125,34,1159,2749,2,3
126,34,3459,744,6,5
127,34,3915,73,3,5
128,34,5150,2758,3,3
129,35,129,2829,3,3
130,35,684,189,7,5
131,35,4699,963,3,4
132,35,5543,39,2,4
133,36,470,902,6,5
134,36,437,996,2,3
135,36,4881,1013,4,4
136,37,3441,2615,1,1
137,37,5671,3107,1,1
138,37,720,3091,4,2
139,37,2144,3054,6,4
140,37,2274,1056,2,5
141,37,2397,399,4,4
142,37,3439,2602,1,3
143,37,5365,1408,1,2
144,38,77,731,1,1
145,38,4475,359,1,1
146,38,60,3165,6,3
147,38,1342,614,2,1
148,39,2537,1473,1,1
149,39,2577,2673,1,1
150,39,3957,430,4,4
151,40,44,1414,1,1
152,40,1656,3157,3,4
153,40,1705,424,3,4
154,41,423,38,11,5
155,41,2369,2536,2,3
156,41,2853,546,3,4
157,41,3690,2825,3,4
158,41,4222,139,1,2
159,42,740,1983,1,1
160,42,5245,2658,1,1
161,42,1176,3005,1,1
162,42,4636,2552,2,1
163,42,4635,2542,2,1
164,42,4264,156,1,1
165,42,4997,3091,8,4
166,43,202,2673,1,1
167,43,2352,409,1,1
168,43,223,2045,2,4
169,43,3249,137,2,2
170,43,4029,2863,2,3
171,44,2557,2970,1,1
172,44,4220,3181,1,1
173,44,4203,540,1,1
174,44,859,581,1,2
175,44,2057,680,2,4
176,44,2558,2959,2,2
177,44,4131,1069,4,3
178,45,514,2431,2,1
179,45,5808,52,1,1
180,45,1893,3116,1,1
181,45,1360,1141,3,2
182,45,1169,1843,1,1
183,46,5107,1664,8,1
184,46,165,1664,3,1
185,46,4217,2967,2,1
186,46,87,1794,2,5
187,46,487,1258,2,4
188,47,3179,843,1,1
189,47,5833,1664,7,1
190,47,3260,1664,3,1
191,47,3482,345,1,1
192,47,3290,50,1,2
193,48,4338,2903,3,1
194,48,1159,2855,2,2
195,48,1269,2913,2,2
196,48,1552,489,4,5
197,48,2058,280,10,6
198,48,3810,3176,5,3
199,48,5916,1297,2,2
200,49,4666,2556,1,1
201,49,3729,423,1,1
202,49,4666,2565,1,1
203,49,161,3029,13,2
204,49,186,3030,3,2
205,49,5768,1124,2,2
206,50,743,2861,1,1
207,50,652,689,4,5
208,50,2114,2833,3,3
209,50,2113,2834,3,3
210,50,5263,1332,4,4
211,50,5829,2357,1,3
212,51,4317,2983,1,1
213,51,2124,487,1,1
214,51,2910,548,2,2
215,51,3570,992,3,4
216,52,860,2958,2,2
217,52,1015,2456,1,3
218,52,1585,1669,1,2
219,52,1805,2051,3,5
220,52,5374,3009,10,3
221,52,5391,3009,1,2
222,53,561,310,1,1
223,53,4755,561,1,1
224,53,3666,1480,1,1
225,53,2765,1962,2,1
226,53,4746,564,3,1
227,53,2098,926,2,4
228,53,2415,730,3,4
229,54,1863,560,1,1
230,54,5346,961,1,1
231,54,61,883,1,1
232,54,148,1257,1,1
233,54,806,116,4,4
234,54,2794,856,2,4
235,55,323,1004,5,5
236,55,1022,350,9,5
237,55,3335,1043,2,2
238,56,4486,2065,1,1
239,56,83,1514,1,1
240,56,395,194,1,5
241,56,3990,824,1,1
242,56,418,191,9,5
243,56,1398,531,2,4
244,56,1665,2563,2,3
245,56,4354,296,3,4
246,57,1140,1032,1,1
247,57,1433,2912,1,1
248,57,1992,1457,3,2
249,57,2648,1883,1,1
250,57,2844,1882,1,1
251,57,2495,136,9,5
252,57,3211,51,3,5
253,57,5852,2959,1,1
254,58,3738,1104,1,1
255,58,1020,1665,1,1
256,58,2345,291,3,4
257,58,3753,1097,3,6
258,58,4197,74,2,3
259,58,5792,3108,10,7
260,59,1193,1671,1,1
261,59,170,2096,2,5
262,59,1794,262,1,1
263,59,2981,2347,2,4
264,59,4386,497,3,4
265,60,3486,207,2,1
266,60,5747,2656,1,1
267,60,5335,778,1,1
268,60,2262,2116,1,1
269,60,1266,791,2,4
270,60,4309,1775,2,3
271,60,5014,38,6,5
272,61,1569,1914,1,1
273,61,71,2151,1,1
274,61,3219,141,1,1
275,61,1605,1516,2,2
276,61,5521,1483,2,2
277,62,3965,2461,1,1
278,62,2796,3128,1,2
279,62,4049,2536,3,5
280,63,4011,2730,1,1
281,63,2081,213,2,3
282,63,2733,2721,1,2
283,63,3166,2792,2,3
284,63,4005,2718,2,4
285,64,2304,2756,1,1
286,64,830,579,1,1
287,64,2174,2657,1,1
288,64,2290,3147,1,1
289,64,283,456,1,1
290,64,1777,517,2,2
291,64,4964,2756,2,2
292,65,5407,387,1,1
293,65,5791,1604,1,1
294,65,316,2518,1,1
295,65,1133,675,3,4
296,65,1985,501,3,2
297,65,2684,36,3,4
298,65,5049,281,2,3
299,66,327,2530,1,1
300,66,4289,160,1,1
301,66,445,2661,1,1
302,66,46,2619,1,1
303,66,839,761,5,5
304,66,988,736,1,3
305,66,3428,925,3,3
306,67,4274,727,4,4
307,67,4468,150,8,5
308,67,4439,704,4,3
309,68,1746,637,1,1
310,68,1767,631,4,3
311,68,4730,3088,1,1
312,69,4091,32,1,1
313,69,295,1547,1,1
314,69,5725,2755,1,1
315,69,5649,3186,2,1
316,69,1869,2261,9,5
317,69,2832,1164,3,4
318,69,3656,904,2,4
319,69,5827,668,1,2
320,70,1278,2596,1,1
321,70,2467,2435,2,1
322,70,5934,1274,1,1
323,70,2446,2407,2,1
324,70,2069,135,1,1
325,70,2241,507,1,1
326,70,4680,501,4,5
327,71,665,877,3,4
328,71,2358,1211,3,4
329,71,2980,2926,3,5
330,71,3160,312,1,3
331,71,5515,758,2,2
332,71,5811,40,1,2
333,72,507,774,2,1
334,72,281,256,1,1
335,72,214,186,1,1
336,72,2786,638,1,1
337,72,1936,1763,6,5
338,72,2800,633,2,3
339,72,4418,984,7,4
340,72,5332,1954,1,2
341,73,815,893,1,1
342,73,4012,2110,1,1
343,73,1092,2840,1,1
344,73,2142,24,2,1
345,73,3533,120,8,6
346,74,1876,3006,2,1
347,74,2306,2964,3,3
348,74,3990,552,4,4
349,74,5592,690,3,4
350,75,5965,1320,1,1
351,75,2013,3080,4,4
352,75,2247,959,5,5
353,75,4374,1246,3,4
354,75,4462,385,1,1
355,76,407,106,1,1
356,76,425,95,2,4
357,76,2010,84,12,5
358,77,2773,2509,1,1
359,77,5745,3074,1,1
360,77,1462,2829,2,1
361,77,2274,497,5,3
362,78,5945,58,1,1
363,78,367,129,1,1
364,78,5848,920,1,1
365,78,5663,497,1,1
366,78,2125,2515,1,3
367,78,3093,2802,2,3
368,78,5807,67,3,3
369,79,5832,794,1,1
370,79,357,715,1,1
371,79,50,1983,1,2
372,79,5041,328,2,3
373,79,5843,782,2,3
374,80,1076,1545,2,1
375,80,5303,1441,1,1
376,80,5348,501,1,1
377,80,332,566,1,1
378,80,2596,1201,3,5
379,80,4040,3024,3,3
380,80,4741,1145,5,5
381,81,102,2604,1,1
382,81,2914,2372,1,1
383,81,380,1144,3,5
384,81,3559,39,2,2
385,82,1716,2893,1,1
386,82,2789,1123,1,1
387,82,859,752,1,1
388,82,871,738,7,4
389,82,4718,571,1,1
390,82,5252,354,6,5
391,83,2968,26,1,1
392,83,5794,1676,1,1
393,83,2079,3024,1,1
394,83,2270,171,1,3
395,83,3326,324,7,2
396,84,5422,2900,1,1
397,84,2485,624,1,1
398,84,1683,236,2,1
399,84,2887,2186,1,1
400,84,1693,227,13,9
401,84,2495,618,2,4
402,84,2557,138,4,4
403,85,1233,2496,1,1
404,85,3929,2064,2,1
405,85,1793,2682,1,1
406,85,5878,2506,1,1
407,85,4556,3082,1,1
408,85,3377,1743,2,2
409,85,5862,2500,1,2
410,86,156,1801,1,1
411,86,4187,2069,1,1
412,86,1286,420,1,1
413,86,1310,411,4,2
414,86,1982,766,3,4
415,87,308,63,3,4
416,87,970,1137,2,4
417,87,2403,928,1,3
418,87,3755,633,8,5
419,88,4942,2926,1,1
420,88,3613,2425,1,1
421,88,1424,2461,1,1
422,88,1774,2243,1,2
423,88,1754,2333,1,2
424,88,3714,1021,2,4
425,88,4957,1968,1,2
426,89,5957,905,2,1
427,89,408,1138,2,3
428,89,4020,727,6,4
429,90,5935,2411,1,1
430,90,4959,156,1,1
431,90,695,2816,10,5
432,90,750,627,4,4
433,90,899,109,2,3
434,90,1545,172,2,2
435,90,3970,400,10,5
436,91,285,474,2,1
437,91,3321,3028,1,1
438,91,2907,3131,1,1
439,91,2226,117,3,4
440,92,3335,1317,1,1
441,92,5942,235,1,1
442,92,430,49,2,4
443,92,1479,1796,2,2
444,92,5929,866,4,5
445,93,638,2056,1,1
446,93,3467,2487,8,1
447,93,1530,2412,1,1
448,93,5885,1543,5,1
449,93,1654,35,10,5
450,93,4215,252,3,2
451,93,748,3117,1,1
452,94,1943,2486,1,1
453,94,4670,543,1,1
454,94,5848,2843,1,1
455,94,4215,2536,4,6
456,94,4204,2523,3,5
457,94,5380,3155,3,2
458,95,4703,1545,11,1
459,95,2258,3124,1,1
460,95,5704,1546,4,1
461,95,4092,1546,6,1
462,95,4321,1546,2,1
463,95,5732,1546,4,1
464,95,3394,194,5,4
465,95,5812,710,1,3
466,96,3089,1574,1,1
467,96,1758,330,1,1
468,96,2197,2491,2,1
469,96,1710,341,3,1
470,96,1739,1456,2,2
471,96,827,2617,2,4
472,96,2260,3146,9,6
473,96,5098,3076,7,5
474,97,1227,647,2,3
475,97,2035,541,1,2
476,97,2648,885,3,4
477,97,2935,1187,3,5
478,98,5444,794,1,1
479,98,998,1545,3,1
480,98,345,3055,4,4
481,98,839,768,1,3
482,98,1377,1019,2,3
483,98,1398,2852,1,1
484,99,3608,983,1,1
485,99,3590,996,1,1
486,99,3623,1034,1,1
487,99,3911,620,1,1
488,99,1856,1545,10,1
489,99,3751,827,5,3
