ID,BIN,X,Y,WIDTH,HEIGHT
0,0,228,2099,1,1
1,0,4917,1546,7,1
2,0,68,2623,1,1
3,0,4846,1546,1,1
4,0,131,2216,1,1
5,1,4319,2881,1,1
6,1,5950,2017,1,1
7,1,4916,2549,1,1
8,1,5816,358,1,1
9,1,3632,2088,1,1
10,1,1800,72,1,1
11,2,309,1313,1,1
12,2,94,2624,1,1
13,2,157,974,1,1
14,2,5984,2332,1,1
15,2,5952,2374,1,1
16,4,656,3020,1,1
17,4,5800,3174,1,1
18,4,2147,142,2,1
19,4,5275,1290,1,1
20,4,1248,3098,1,1
21,4,5130,586,1,1
22,4,1407,2809,1,1
23,4,4212,1039,1,1
24,5,277,1450,1,1
25,5,4623,21,11,6
26,6,4955,874,1,1
27,6,4773,312,2,1
28,6,3,2885,1,2
29,6,1105,973,5,6
30,7,1064,2320,1,1
31,7,1107,92,1,1
32,7,248,1526,1,1
33,7,310,1185,1,1
34,8,5815,2465,1,1
35,8,3344,2729,2,1
36,8,1156,335,1,1
37,8,197,2169,1,1
38,9,796,2891,1,1
39,9,2506,50,1,1
40,9,5580,2946,2,1
41,9,2603,1181,1,1
42,9,83,2618,1,1
43,9,2632,51,2,2
44,9,3979,3125,1,2
45,10,121,355,1,1
46,10,4192,895,1,1
47,10,5752,194,1,1
48,10,324,1476,1,1
49,10,4195,881,12,8
50,11,120,2730,1,1
51,11,996,1474,1,1
52,11,4867,1831,1,1
53,11,4821,3060,2,1
54,11,2870,2789,5,6
55,11,3235,80,4,5
56,11,5438,231,3,3
57,11,985,1463,1,1
58,12,5419,507,1,1
59,12,5398,896,4,3
60,12,373,1876,1,1
61,12,277,341,1,1
62,12,5698,1368,1,1
63,12,2659,1336,1,1
64,12,5878,1589,3,3
65,12,644,2462,1,1
66,13,5307,1860,2,1
67,13,5292,2076,1,1
68,13,52,2916,1,1
69,13,1381,3153,1,2
70,15,3363,3049,1,1
71,15,125,1941,1,1
72,16,5865,2813,1,1
73,16,122,1951,1,1
74,16,415,1900,1,1
75,16,3693,584,1,2
76,16,3974,558,5,5
77,16,4115,278,3,3
78,16,4154,284,2,3
79,17,2215,950,8,1
80,18,4119,1560,2,1
81,18,159,2466,1,1
82,18,315,2398,1,1
83,18,3495,3083,1,1
84,18,1658,2609,2,2
85,19,3419,41,1,1
86,19,5122,2688,2,1
87,19,3455,2459,1,1
88,19,3452,2425,1,1
89,19,5877,1953,1,1
90,19,3544,476,1,1
91,19,3426,2417,1,1
92,19,3286,479,1,2
93,21,5926,1559,1,1
94,21,3892,166,1,1
95,21,5845,254,1,1
96,21,4356,576,1,2
97,22,4032,2491,1,1
98,22,2372,2104,1,1
99,22,2788,2346,1,1
100,24,2963,1031,2,1
101,24,535,937,1,1
102,24,5929,2251,1,1
103,24,187,551,1,1
104,24,1660,1152,4,4
105,25,2802,164,1,1
106,25,5754,2337,1,1
107,25,677,40,1,1
108,25,5854,2006,1,1
109,25,5955,2522,1,1
110,27,899,1114,1,1
111,27,510,1725,1,1
112,27,495,1726,1,1
113,27,533,1306,4,2
114,27,756,190,5,6
115,27,4364,3097,1,3
116,27,5670,1020,5,5
117,27,166,887,1,1
118,29,4598,3005,2,2
119,30,5831,2388,1,1
120,30,4025,1275,1,1
121,30,1284,1876,1,1
122,30,4239,1665,2,1
123,30,5833,3024,1,1
124,30,3543,1673,6,4
125,30,4050,1267,6,5
126,30,3529,1677,1,1
127,31,5844,3157,1,1
128,31,1612,1687,1,1
129,31,4254,967,3,3
130,32,5796,2246,1,1
131,32,4557,56,1,1
132,32,5140,853,1,1
133,33,1666,396,1,1
134,33,1914,510,3,1
135,33,5751,2789,1,1
136,34,2806,1056,1,1
137,34,5127,2806,1,1
138,34,4812,3155,1,1
139,34,2831,1049,5,6
140,34,4912,1545,2,3
141,35,1844,965,1,1
142,35,5834,1296,1,1
143,35,5438,615,1,1
144,35,1256,1933,1,1
145,35,5916,2278,1,1
146,35,1879,957,8,5
147,37,5803,1071,1,1
148,37,5734,1854,5,3
149,37,1009,2558,1,1
150,37,5607,2638,1,1
151,37,5862,2246,1,1
152,37,5757,2339,1,1
153,37,5842,1774,1,1
154,38,1865,2366,1,1
155,38,5801,2756,1,1
156,38,585,3142,1,1
157,38,5975,254,6,4
158,38,5975,255,6,4
159,39,685,2553,5,5
160,39,5012,18,15,5
161,40,251,2464,2,2
162,40,3447,2084,1,2
163,41,74,1014,7,5
164,41,913,3183,1,2
165,41,2183,2947,2,3
166,41,3476,317,1,1
167,43,3309,705,4,4
168,45,4075,459,3,2
169,46,1736,2634,3,3
170,46,3161,357,2,2
171,47,911,318,6,6
172,47,4068,777,1,2
173,48,3504,1924,2,3
174,49,1658,3151,1,2
175,50,5461,2709,3,3
176,52,3261,2514,2,1
177,52,4076,2831,3,3
178,52,5042,2907,1,2
179,53,3663,939,6,5
180,54,1549,11,12,13
181,54,2635,168,14,5
182,54,3657,3166,6,4
183,55,3282,1022,2,1
184,55,5770,1311,1,1
185,55,5869,2972,1,1
186,55,5945,2879,1,1
187,55,2869,169,2,1
188,55,5868,3075,7,2
189,55,2947,115,1,1
190,57,3752,526,1,1
191,57,4769,287,1,1
192,57,3881,1781,1,1
193,57,4190,305,1,1
194,57,56,2803,1,1
195,57,1736,101,5,6
196,57,3900,1778,2,3
197,58,5879,1833,1,1
198,58,2013,248,5,5
199,58,2013,249,5,5
200,58,5599,1459,6,6
201,60,5587,732,1,1
202,60,2675,1026,1,1
203,60,5872,1403,1,1
204,60,5706,1161,1,1
205,60,4128,2184,1,1
206,60,1651,2148,1,1
207,60,31,63,12,6
208,62,43,1950,1,2
209,62,1967,533,5,6
210,62,2466,501,5,5
211,62,3067,563,5,5
212,62,3097,2552,3,3
213,62,3755,1865,2,3
214,64,1960,1137,2,3
215,64,2135,1540,4,4
216,65,1567,2401,1,2
217,65,4604,24,1,2
218,67,393,1034,2,2
219,67,1732,2176,1,2
220,67,2408,94,11,5
221,67,5980,1861,1,2
222,69,4961,2711,1,2
223,70,3917,1048,3,2
224,71,5918,656,1,2
225,73,3334,2495,2,4
226,75,258,312,1,3
227,77,117,64,2,2
228,79,1835,2411,1,1
229,79,5901,2138,1,1
230,79,2395,520,1,1
231,79,237,1232,1,2
232,79,1862,843,6,4
233,79,3279,2845,1,2
234,79,5705,21,2,2
235,81,1002,3019,4,4
236,81,3646,3121,2,3
237,81,5753,414,10,5
238,82,736,642,2,2
239,82,1914,391,2,3
240,82,3097,2402,1,3
241,82,3237,2748,3,3
242,82,3498,263,3,3
243,82,3653,501,3,4
244,83,2479,2703,3,4
245,83,5277,781,2,3
246,83,5565,1062,2,4
247,84,396,382,4,3
248,84,2895,140,2,2
249,84,4382,598,2,3
250,85,2190,3017,1,2
251,85,2768,1345,1,3
252,85,4776,646,1,2
253,85,4815,2966,4,4
254,85,4931,1405,1,2
255,86,811,750,2,2
256,86,843,2040,1,2
257,87,10,644,1,2
258,87,722,1106,7,5
259,87,976,1276,5,4
260,87,1605,163,2,3
261,87,1886,969,2,2
262,87,2167,2425,1,3
263,87,5805,654,3,3
264,88,5497,3068,1,1
265,88,670,335,5,3
266,89,225,2888,1,1
267,89,654,3147,2,1
268,89,664,3131,3,3
269,89,675,3110,2,1
270,89,454,3035,9,7
271,89,683,3182,2,1
272,89,1835,594,3,4
273,89,3612,1042,1,3
274,91,299,1934,1,1
275,91,361,889,4,5
276,91,2544,1118,7,4
277,91,4085,1050,3,5
278,92,1127,2552,2,4
279,93,1099,2349,1,2
280,93,2379,1913,6,7
281,93,4384,1936,2,2
282,94,5772,66,2,2
283,95,1050,250,5,3
284,95,1744,3018,1,2
285,95,2254,319,5,6
286,96,721,2109,6,6
287,96,3433,130,2,2
288,96,4021,944,1,2
289,96,5491,219,7,5
290,97,2408,800,12,5
291,97,4050,268,3,4
292,98,4795,1349,1,3
293,99,3265,255,1,2
