ID,WIDTH,HEIGHT,STACK_ID
0,315,1142,0
1,315,1142,0
2,902,1558,0
3,516,904,0
4,516,904,0
5,848,274,0
6,848,274,0
7,588,1104,0
8,762,506,0
9,696,1847,0
10,457,947,1
11,399,577,1
12,399,577,1
13,670,2125,1
14,625,1455,1
15,599,2155,1
16,599,2155,1
17,599,2155,1
18,599,2155,1
19,650,580,1
20,310,557,2
21,580,947,2
22,580,937,2
23,440,717,2
24,695,1207,2
25,490,327,2
26,695,277,2
27,899,1277,2
28,899,1277,2
29,457,947,2
30,526,807,3
31,526,807,3
32,526,807,3
33,495,1187,3
34,495,1097,3
35,495,1097,3
36,495,1187,3
37,322,392,3
38,352,502,3
39,743,1075,3
40,359,804,4
41,544,1604,4
42,544,1604,4
43,544,1604,4
44,704,1431,4
45,449,968,4
46,324,1567,4
47,324,1567,4
48,324,1567,4
49,324,1567,4
50,464,1400,5
51,502,824,5
52,302,527,5
53,559,827,5
54,559,827,5
55,561,827,5
56,561,827,5
57,539,797,5
58,539,797,5
59,359,804,5
60,595,1122,6
61,831,862,6
62,277,1675,6
63,523,1675,6
64,1004,1303,6
65,1004,1303,6
66,740,445,6
67,592,1315,6
