ID,BIN,X,Y,WIDTH,HEIGHT
0,0,30,1568,3,3
1,0,2766,2151,3,5
2,0,3124,3145,5,3
3,0,5365,144,2,4
4,1,5836,2714,4,2
5,3,392,1714,1,2
6,3,2228,27,2,2
7,3,3977,1175,5,5
8,3,5387,1243,7,6
9,4,5134,1671,1,2
10,5,1203,150,6,5
11,5,4411,3124,1,2
12,6,284,1611,3,4
13,6,316,1644,2,2
14,6,5945,1139,5,5
15,7,1109,1183,1,2
16,8,2435,78,3,2
17,8,4530,2376,2,3
18,8,5966,619,4,5
19,9,844,330,5,5
20,9,4139,77,5,4
21,10,1431,2562,3,3
22,10,1444,2855,4,3
23,10,4406,985,4,5
24,10,5592,2713,1,2
25,11,4769,942,5,6
26,11,5019,2372,7,6
27,12,607,1596,10,8
28,14,13,1700,3,3
29,14,2467,301,2,3
30,14,3449,725,2,3
31,15,1720,933,4,5
32,15,1989,454,5,5
33,17,3009,2090,2,3
34,18,4198,2528,1,2
35,19,301,180,3,2
36,19,1598,2950,10,6
37,20,679,1412,2,3
38,20,3892,1013,2,3
39,21,2557,2828,2,2
40,22,4706,565,3,2
41,23,1475,702,2,3
42,23,2521,1301,4,6
43,23,5651,1179,4,6
44,23,5957,323,4,5
45,24,1234,238,2,2
46,24,4170,2069,2,3
47,24,5093,454,4,5
48,24,5299,562,4,4
49,25,1841,2792,5,6
50,25,4814,1175,4,5
51,26,763,2668,3,6
52,26,3360,133,4,6
53,26,5493,2677,2,3
54,26,5510,2680,2,3
55,27,2713,1368,2,3
56,27,4595,2765,2,2
57,28,3323,1373,2,4
58,28,5825,882,2,3
59,29,285,48,1,2
60,29,306,52,1,2
61,29,1720,2426,1,2
62,29,4918,225,1,2
63,29,5342,2035,1,2
64,30,738,208,2,2
65,30,1156,152,4,5
66,31,1298,828,4,5
67,32,70,190,1,2
68,32,557,1176,4,5
69,32,2575,3047,1,2
70,33,4892,166,4,5
71,34,943,355,4,4
72,34,2861,2805,5,6
73,35,3473,2955,3,2
74,37,28,3078,1,2
75,37,448,3100,4,3
76,37,658,2696,4,3
77,37,1320,3082,1,3
78,37,4177,2319,3,3
79,38,137,3100,5,5
80,38,1339,3101,4,4
81,38,1936,3093,3,2
82,38,3004,835,2,3
83,39,447,1176,5,4
84,39,5633,45,4,8
85,41,2465,1156,2,2
86,41,5597,2210,5,5
87,42,505,813,15,9
88,42,3863,197,3,2
89,42,3871,2585,3,2
90,42,5191,486,3,4
91,43,188,294,1,2
92,43,466,722,2,2
93,43,3275,3087,8,5
94,43,4219,453,23,4
95,44,538,1486,13,6
96,44,565,1565,7,4
97,44,569,1743,2,3
98,44,828,1503,9,5
99,44,2332,59,4,3
100,45,3507,2244,10,6
101,45,5198,1600,2,2
102,47,3497,562,4,10
103,48,5977,1229,1,2
104,49,3745,257,5,5
105,50,3046,1201,3,3
106,50,4064,1641,4,4
107,51,781,1067,2,3
108,51,1834,2850,3,2
109,51,5041,3055,2,2
110,51,5909,2822,3,2
111,53,2821,2831,3,2
112,53,2821,2832,3,2
113,55,1041,845,3,4
114,55,1164,1067,4,3
115,55,3321,568,5,4
116,56,2659,53,6,5
117,58,4766,1160,3,4
118,59,3818,920,5,5
119,59,4199,1241,2,3
120,59,5450,2732,5,5
121,60,662,511,5,6
122,60,4962,782,5,5
123,60,5539,13,13,7
124,61,3895,3150,2,1
125,62,4306,3113,8,5
126,62,4395,3044,5,6
127,63,2911,1693,4,4
128,65,3700,2752,3,2
129,66,2163,796,2,3
130,68,2420,1844,2,3
131,68,2474,1870,2,2
132,69,2824,1003,2,2
133,70,3693,1807,5,5
134,70,5177,2734,2,2
135,71,366,2455,1,2
136,71,3723,2971,5,3
137,72,2270,3116,5,3
138,73,862,885,4,5
139,73,3452,2681,2,3
140,74,5824,2771,4,3
141,75,956,930,10,7
142,75,2158,2137,4,5
143,75,3527,141,4,4
144,76,3503,499,5,5
145,76,5298,2998,5,6
146,78,1142,818,4,4
147,78,4951,2962,4,2
148,79,272,3153,4,2
149,81,5827,2960,1,1
150,81,612,2620,1,1
151,81,1228,3083,1,2
152,81,2795,2705,2,2
153,82,3107,2195,1,1
154,82,3235,2146,1,1
155,82,3250,2142,1,3
156,82,4097,2972,3,2
157,82,4567,14,5,6
158,82,5684,71,4,5
159,84,43,1851,1,1
160,84,5961,2010,1,1
161,84,5548,798,1,2
162,85,599,181,10,6
163,85,1302,554,2,2
164,86,1294,1481,1,1
165,86,1804,1230,4,4
166,86,1965,2654,2,3
167,86,2075,2627,2,2
168,86,4236,3070,2,2
169,87,5090,3025,1,1
170,87,5916,3061,1,1
171,87,429,2326,1,1
172,87,5002,2073,1,2
173,87,5388,1611,1,2
174,88,5311,2419,1,1
175,88,3913,3185,1,1
176,88,5862,1002,1,1
177,88,2305,3168,43,4
178,88,5093,3017,7,6
179,89,5805,2354,2,1
180,89,5872,2853,1,1
181,89,2657,3089,1,1
182,89,5605,2323,3,3
183,90,5782,1377,1,1
184,91,5729,2005,1,1
185,91,826,2530,1,1
186,91,702,2716,1,1
187,91,5941,2113,1,1
188,91,3450,347,3,3
189,91,4912,2656,2,3
190,92,5842,2965,2,1
191,92,3373,3026,1,1
192,92,73,2388,1,1
193,92,5952,1010,1,1
194,92,3421,431,1,2
195,92,4624,1670,1,2
196,92,5353,2442,3,4
197,93,1165,2855,1,1
198,93,3610,2393,4,5
199,94,5910,2687,1,1
200,94,249,1186,1,1
201,95,5720,1505,1,1
202,96,5799,1014,1,1
203,96,3106,687,1,1
204,96,5821,2667,1,1
205,96,5635,902,1,1
206,96,5661,894,13,6
207,97,3828,2668,1,1
208,97,5945,2202,1,1
209,97,1966,3125,1,1
210,97,5921,840,1,1
211,97,3835,2655,6,4
212,98,2948,2697,3,3
213,98,3070,1569,4,5
214,99,3656,943,2,3
