ID,WIDTH,HEIGHT,STACK_ID
0,476,1012,0
1,724,912,0
2,752,2012,0
3,752,2012,0
4,570,2022,0
5,570,2022,0
6,570,2022,0
7,310,1115,0
8,708,1115,0
9,823,983,0
10,820,1194,0
11,820,1194,0
12,820,1194,0
13,720,1359,0
14,489,1050,0
15,489,1050,0
16,489,1050,0
17,489,1050,0
18,1522,353,0
19,876,544,0
20,876,544,0
21,922,1075,0
22,922,1075,0
23,1422,1456,0
24,1422,1456,0
25,476,1492,1
26,476,1492,1
27,724,1492,1
28,724,1492,1
29,476,1492,1
30,476,1492,1
31,540,1470,1
32,724,1492,1
33,724,1492,1
34,570,2032,1
35,570,2032,1
36,570,2032,1
37,586,2002,1
38,586,2002,1
39,586,2002,1
40,699,992,1
41,699,992,1
42,723,982,1
43,659,992,1
44,699,992,1
45,729,972,1
46,730,370,1
47,476,1012,1
48,476,1012,1
49,476,1012,1
50,560,2075,2
51,560,2075,2
52,730,870,2
53,730,370,2
54,540,1470,2
55,476,1492,2
56,476,1492,2
57,724,1492,2
58,724,1492,2
59,530,1470,2
60,476,1492,2
61,476,1492,2
62,724,1492,2
63,724,1492,2
64,586,2022,2
65,586,2022,2
66,586,2022,2
67,586,2022,2
68,586,2022,2
69,586,2022,2
70,586,2022,2
71,724,892,2
72,724,892,2
73,724,912,2
74,540,1470,2
75,527,1831,3
76,600,1054,3
77,600,1054,3
78,600,1054,3
79,600,1054,3
80,600,1054,3
81,600,1054,3
82,600,1054,3
83,600,1054,3
84,374,525,3
85,374,525,3
86,586,2022,3
87,586,2022,3
88,586,2022,3
89,586,2022,3
90,586,2022,3
91,586,2022,3
92,586,2022,3
93,586,2022,3
94,374,530,3
95,374,530,3
96,374,530,3
97,374,530,3
98,674,930,3
99,674,930,3
100,600,1244,4
101,730,1414,4
102,730,1414,4
103,730,1414,4
104,730,1414,4
105,745,1414,4
106,745,1414,4
107,745,1414,4
108,745,1414,4
109,659,1110,4
110,659,1110,4
111,481,1130,4
112,481,1130,4
113,481,1130,4
114,481,1130,4
115,481,1130,4
116,481,1130,4
117,481,1130,4
118,481,1130,4
119,481,1130,4
120,548,1130,4
121,548,1130,4
122,548,1130,4
123,648,1105,4
124,648,1105,4
125,489,1157,5
126,489,1157,5
127,600,1054,5
128,600,1054,5
129,600,1054,5
130,600,1054,5
131,600,1244,5
132,600,1244,5
133,600,1244,5
134,600,1244,5
135,600,1054,5
136,600,1054,5
137,600,1054,5
138,600,1054,5
139,600,1054,5
140,600,1054,5
141,600,1054,5
142,600,1054,5
143,600,1244,5
144,600,1244,5
145,600,1244,5
146,600,1244,5
147,600,1244,5
148,600,1244,5
149,600,1244,5
150,516,1310,6
151,648,1310,6
152,648,1310,6
