ID,WIDTH,HEIGHT,STACK_ID
0,1322,168,0
1,175,2122,1
2,138,1997,2
3,137,1044,3
4,137,871,4
5,855,150,5
6,1077,1989,6
7,1076,1989,7
8,1183,1989,8
9,1203,1989,9
10,1203,1989,10
11,1183,1989,11
12,1077,1989,12
13,662,974,13
14,750,2144,14
15,491,3013,15
16,600,3495,16
17,570,1457,17
18,1294,1573,18
19,1294,1573,19
20,510,1288,20
21,510,1288,21
22,810,3371,22
23,810,3371,23
24,803,3306,24
25,807,3361,25
26,802,3296,26
27,802,3296,27
28,802,3296,28
29,1365,2153,29
30,1060,663,30
31,1752,2083,31
32,1707,1681,32
33,2010,2236,33
34,646,1396,34
35,228,1396,35
36,668,668,36
37,1330,2055,37
38,627,3333,38
39,746,426,39
40,928,747,40
41,746,426,41
42,440,428,42
43,440,428,43
44,419,406,44
45,419,406,45
46,345,332,46
47,345,332,47
48,469,456,48
49,469,456,49
50,469,456,50
51,469,456,51
52,469,456,52
53,469,456,53
54,469,456,54
55,469,456,55
56,634,485,56
57,469,456,57
58,469,456,58
59,469,456,59
60,469,456,60
61,469,456,61
62,469,456,62
63,469,456,63
64,469,456,64
65,469,456,65
66,909,423,66
67,569,556,67
68,569,556,68
69,568,555,69
70,568,555,70
71,469,456,71
