ID,WIDTH,HEIGHT
0,2,3
1,2,2
2,2,2
3,6,2
4,2,2
5,2,2
6,4,6
7,2,2
8,3,12
9,3,2
10,5,2
11,6,2
12,3,3
13,2,2
14,3,2
15,3,2
16,2,2
17,2,2
18,51,3
19,2,3
20,2,2
21,14,3
22,3,3
23,8,3
24,3,21
25,2,3
26,3,2
27,2,2
28,2,8
29,13,2
30,3,2
31,6,3
32,16,31
33,2,2
34,4,4
35,2,2
36,54,33
37,3,3
38,25,3
39,25,3
40,20,2
41,2,2
42,9,2
43,34,2
44,2,2
45,3,12
46,42,3
47,2,2
48,8,5
49,3,2
50,2,2
51,2,8
52,2,3
53,2,3
54,5,9
55,2,2
56,3,2
57,2,2
58,2,2
59,3,3
60,2,2
61,2,2
62,2,2
63,2,2
64,4,2
65,2,2
66,2,2
67,13,33
68,13,3
69,4,2
70,3,11
71,2,3
72,3,2
73,3,62
74,2,2
75,2,2
76,2,3
77,2,3
78,25,2
79,2,2
80,2,2
81,3,3
82,2,3
83,2,3
84,2,2
85,3,5
86,2,4
87,2,3
88,3,8
89,2,2
90,2,2
91,16,3
92,2,6
93,2,3
94,2,2
95,2,3
96,3,2
97,2,2
98,60,25
99,3,3
100,2,11
101,2,3
102,3,2
103,4,2
104,16,4
105,27,2
106,2,2
107,2,2
108,5,3
109,2,3
110,2,2
111,5,13
112,2,3
113,19,8
114,3,3
115,2,7
116,8,3
117,3,2
118,31,28
119,19,2
120,2,2
121,2,2
122,59,18
123,4,3
124,5,12
125,9,4
126,2,3
127,2,5
128,2,5
129,2,4
130,2,2
131,2,2
132,29,3
133,6,6
134,5,28
135,4,2
136,32,2
137,17,8
138,32,2
139,2,2
140,3,2
141,7,5
142,2,3
143,2,2
144,3,3
145,3,3
146,3,2
147,2,2
148,2,2
149,5,2
150,11,3
151,2,2
152,3,3
153,5,2
154,2,2
155,20,2
156,2,3
157,2,2
158,12,3
159,2,2
160,3,2
161,2,2
162,17,6
163,2,2
164,2,2
165,3,10
166,2,2
167,6,50
168,2,2
169,29,2
170,48,3
171,5,2
172,2,3
173,3,2
174,7,2
175,2,2
176,5,3
177,2,7
178,3,2
179,2,2
180,2,2
181,2,2
182,2,3
183,5,3
184,2,2
185,8,3
186,2,2
187,14,3
188,2,2
189,22,6
190,7,2
191,3,6
192,3,3
193,3,3
194,23,2
195,2,2
196,2,2
197,2,3
198,18,3
199,5,6
