ID,WIDTH,HEIGHT
0,3,3
1,3,4
2,3,20
3,3,2
4,3,17
5,70,7
6,2,2
7,3,3
8,2,3
9,2,2
10,2,6
11,32,10
12,17,3
13,3,2
14,2,5
15,19,23
16,3,2
17,2,3
18,2,2
19,6,9
20,2,3
21,3,3
22,3,3
23,3,3
24,21,9
25,2,3
26,3,3
27,3,2
28,2,2
29,32,6
30,9,11
31,3,2
32,3,3
33,8,4
34,11,4
35,2,2
36,2,3
37,2,5
38,2,2
39,3,2
40,63,3
41,4,2
42,4,16
43,2,13
44,2,2
45,9,3
46,5,5
47,2,3
48,2,11
49,2,10
50,3,2
51,2,2
52,2,2
53,4,2
54,3,3
55,3,2
56,6,17
57,9,2
58,9,5
59,2,2
60,2,3
61,2,3
62,7,3
63,2,3
64,2,2
65,2,7
66,3,3
67,2,2
68,3,5
69,8,2
70,4,6
71,3,12
72,3,3
73,3,2
74,2,3
75,19,19
76,4,3
77,2,3
78,2,3
79,2,3
80,3,2
81,6,2
82,13,17
83,3,9
84,31,17
85,2,3
86,10,11
87,3,2
88,3,2
89,2,2
90,2,2
91,15,2
92,2,2
93,2,4
94,2,2
95,2,5
96,2,2
97,3,2
98,5,4
99,2,5
100,8,2
101,15,17
102,7,2
103,2,2
104,4,2
105,2,3
106,2,14
107,14,17
108,2,3
109,3,3
110,3,2
111,2,3
112,4,3
113,3,2
114,2,6
115,2,3
116,3,2
117,8,3
118,14,17
119,12,2
120,20,3
121,2,5
122,3,2
123,3,3
124,3,10
125,2,3
126,23,6
127,2,2
128,2,7
129,10,2
130,3,3
131,2,2
132,2,3
133,2,3
134,38,3
135,2,3
136,3,2
137,2,2
138,18,2
139,2,2
140,10,4
141,3,6
142,3,8
143,11,4
144,2,3
145,2,2
146,48,2
147,3,2
148,3,2
149,3,3
150,3,2
151,3,4
152,3,2
153,30,5
154,27,2
155,3,4
156,70,4
157,12,14
158,2,5
159,3,3
160,2,2
161,3,2
162,4,8
163,3,3
164,2,2
165,3,2
166,10,21
167,3,3
168,5,4
169,2,3
170,6,2
171,4,11
172,2,2
173,30,4
174,3,2
175,24,2
176,2,3
177,10,3
178,2,4
179,7,3
180,23,2
181,3,30
182,3,3
183,2,3
184,2,2
185,21,3
186,10,2
187,4,13
188,4,3
189,3,4
190,6,2
191,2,3
192,5,3
193,3,3
194,8,16
195,2,3
196,3,3
197,3,3
198,8,3
199,3,16
200,2,3
201,2,2
202,21,2
203,3,2
204,2,12
205,2,3
206,2,3
207,3,3
208,2,23
209,2,2
210,10,2
211,26,6
212,3,2
213,3,2
214,4,2
215,4,3
216,2,3
217,2,3
218,2,3
219,2,3
220,2,3
221,2,3
222,2,8
223,2,2
224,3,3
225,5,2
226,2,4
227,3,2
228,2,3
229,8,3
230,3,2
231,3,5
232,2,3
233,3,3
234,5,2
235,3,2
236,3,3
237,7,3
238,7,3
239,16,2
240,7,2
241,4,2
242,15,2
243,2,2
244,18,2
245,3,5
246,3,5
247,2,3
248,6,16
249,3,4
250,2,3
251,5,5
252,2,3
253,2,3
254,15,6
255,2,3
256,2,3
257,3,3
258,3,2
259,5,11
260,2,2
261,2,2
262,3,2
263,4,11
264,5,16
265,2,2
266,2,3
267,2,2
268,3,2
269,3,3
270,2,2
271,70,5
272,2,2
273,3,3
274,3,2
275,5,17
276,2,2
277,24,7
278,2,3
279,4,6
280,2,3
281,27,4
282,5,4
283,3,5
284,25,2
285,12,4
286,19,5
287,3,4
288,15,6
289,3,3
290,3,3
291,5,3
292,3,3
293,3,3
294,5,16
295,2,2
296,2,2
297,2,2
298,10,4
299,2,4
