ID,PROFIT,WIDTH,HEIGHT,COPIES
0,4331,61,71,1
1,1044,36,29,3
2,1736,56,31,3
3,3009,51,59,1
4,1188,44,27,6
5,1140,38,30,6
6,1886,41,46,3
7,2074,61,34,1
8,3149,47,67,2
9,3111,51,61,1
10,3588,69,52,1
11,2300,46,50,3
12,1677,43,39,2
13,2142,51,42,1
14,2240,40,56,2
15,3315,51,65,1
16,1711,29,59,2
17,2793,49,57,2
18,3658,62,59,1
19,3795,69,55,1
20,1575,45,35,3
21,1620,54,30,1
22,2146,74,29,2
23,806,31,26,7
24,2970,45,66,2
25,2835,45,63,1
26,2294,31,74,2
27,3944,58,68,1
28,4148,61,68,1
29,1564,46,34,3
30,2915,53,55,1
31,2337,57,41,2
32,3108,74,42,2
33,2190,73,30,1
34,1376,32,43,3
35,2856,56,51,1
36,2993,41,73,2
37,992,31,32,2
38,1350,45,30,1
39,1683,33,51,1
