ID,PROFIT,WIDTH,HEIGHT,COPIES
0,3888,72,54,1
1,2296,41,56,1
2,1924,26,74,1
3,4270,61,70,1
4,1645,47,35,4
5,2537,59,43,1
6,4440,74,60,1
7,1326,51,26,2
8,1525,61,25,1
9,850,34,25,1
10,1189,41,29,3
11,1617,33,49,6
12,2628,36,73,2
13,1792,56,32,3
14,1508,29,52,3
15,2068,44,47,1
16,2112,66,32,1
17,2597,49,53,1
18,3168,72,44,1
19,4514,74,61,1
20,1470,35,42,4
21,3330,45,74,1
22,3264,68,48,1
23,4884,66,74,1
24,2278,67,34,1
25,1050,25,42,3
26,2250,50,45,1
27,2898,69,42,2
28,1250,25,50,1
29,3843,63,61,1
30,1880,40,47,3
31,875,25,35,7
32,2072,37,56,1
33,1675,67,25,1
34,2632,47,56,2
35,1598,47,34,2
36,1110,30,37,6
37,4292,58,74,1
38,2556,36,71,1
39,1786,38,47,4
