ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2009,49,41,3
1,1472,32,46,1
2,3120,65,48,2
3,3774,74,51,1
4,3672,72,51,1
5,3717,59,63,1
6,5112,72,71,1
7,1674,27,62,3
8,3220,46,70,1
9,2304,48,48,3
10,2058,49,42,3
11,4118,71,58,1
12,2130,30,71,3
13,1292,38,34,1
14,2160,54,40,1
15,2077,31,67,3
16,3780,60,63,1
17,1740,58,30,3
18,4080,68,60,1
19,3498,53,66,1
20,2574,66,39,1
21,1980,30,66,3
22,4480,70,64,1
23,2756,53,52,1
24,2166,57,38,1
25,3570,51,70,1
26,4189,71,59,1
27,4620,66,70,1
28,2695,55,49,2
29,3010,70,43,2
30,4320,72,60,1
31,1755,65,27,3
32,1972,34,58,1
33,2379,61,39,1
34,2318,38,61,2
35,2592,54,48,1
36,1326,34,39,4
37,1568,32,49,3
38,1400,25,56,4
39,2278,34,67,1
