ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2409,73,33,2
1,2376,44,54,2
2,3835,59,65,1
3,4514,61,74,1
4,1484,28,53,3
5,2415,69,35,1
6,1782,33,54,2
7,4526,73,62,1
8,2035,55,37,2
9,1380,30,46,3
10,1872,36,52,2
11,3264,51,64,1
12,2067,39,53,2
13,2646,54,49,1
14,2840,40,71,1
15,2774,73,38,1
16,930,30,31,3
17,3190,55,58,1
18,2960,40,74,2
19,1593,59,27,2
20,3283,49,67,1
21,3185,65,49,1
22,2257,37,61,2
23,1560,40,39,2
24,3024,63,48,2
25,1092,39,28,1
26,2268,36,63,1
27,2268,54,42,1
28,1792,56,32,2
29,1323,49,27,1
30,2516,34,74,2
31,3450,50,69,1
32,4340,62,70,1
33,806,26,31,3
34,1540,44,35,4
35,2747,41,67,1
36,2881,67,43,2
37,2232,72,31,3
38,4884,74,66,1
39,1525,25,61,1
