ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2070,45,46,2
1,1350,54,25,3
2,2356,38,62,1
3,1248,48,26,5
4,3604,53,68,1
5,2516,68,37,1
6,1863,69,27,2
7,2223,39,57,1
8,2256,47,48,4
9,1334,46,29,3
10,1776,37,48,2
11,3120,52,60,1
12,2730,70,39,2
13,4221,63,67,1
14,1188,44,27,3
15,2368,74,32,3
16,2655,45,59,1
17,1701,27,63,3
18,2106,39,54,2
19,3481,59,59,1
20,3286,62,53,1
21,2847,39,73,2
22,918,34,27,4
23,1850,74,25,2
24,2665,41,65,1
25,783,29,27,9
26,4015,55,73,1
27,2077,67,31,1
28,1763,43,41,4
29,1944,27,72,3
30,2860,55,52,1
31,3840,64,60,1
32,2412,36,67,2
33,4216,62,68,1
34,3135,55,57,1
35,4216,62,68,1
36,2070,46,45,3
37,1782,54,33,3
38,1856,32,58,1
39,2408,56,43,2
