ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2100,50,42,3
1,1350,54,25,3
2,2352,49,48,3
3,3306,57,58,1
4,1378,53,26,1
5,1900,38,50,2
6,5180,74,70,1
7,3224,52,62,1
8,2130,30,71,3
9,2583,41,63,2
10,5110,73,70,1
11,3120,52,60,1
12,2736,72,38,1
13,2704,52,52,1
14,3392,53,64,1
15,1316,28,47,6
16,2728,62,44,2
17,3692,52,71,1
18,1419,43,33,4
19,2156,49,44,4
20,2178,33,66,1
21,3312,69,48,1
22,1518,46,33,1
23,1540,44,35,4
24,1518,46,33,2
25,3392,64,53,1
26,1798,62,29,1
27,1300,50,26,5
28,3692,52,71,1
29,1444,38,38,3
30,2480,62,40,1
31,3596,58,62,1
32,2772,66,42,2
33,1404,26,54,3
34,1656,46,36,4
35,1690,26,65,2
36,2852,62,46,2
37,1750,50,35,2
38,1944,36,54,1
39,2982,42,71,1
