ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2070,45,46,4
1,1326,51,26,2
2,2336,32,73,3
3,1178,38,31,2
4,4544,64,71,1
5,1971,27,73,3
6,2907,51,57,1
7,2280,40,57,1
8,3540,59,60,1
9,1428,51,28,1
10,4026,66,61,1
11,3053,43,71,2
12,2736,48,57,1
13,3933,69,57,1
14,2046,33,62,2
15,3864,56,69,1
16,3016,58,52,1
17,3500,50,70,1
18,1508,58,26,3
19,1520,40,38,3
20,1768,34,52,1
21,1836,51,36,1
22,3105,45,69,1
23,1890,70,27,1
24,1984,32,62,2
25,2312,68,34,1
26,2820,47,60,2
27,1122,33,34,2
28,1830,30,61,3
29,2100,50,42,1
30,4307,59,73,1
31,2040,60,34,2
32,2263,73,31,3
33,2310,70,33,1
34,4810,74,65,1
35,1856,29,64,3
36,3468,51,68,1
37,2805,51,55,1
38,4356,66,66,1
39,1628,37,44,4
