ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1120,40,28,2
1,2204,58,38,1
2,2394,63,38,1
3,988,26,38,3
4,1160,40,29,5
5,2350,50,47,4
6,1258,34,37,3
7,2655,45,59,2
8,1850,74,25,2
9,1794,46,39,2
10,2752,64,43,2
11,4160,64,65,1
12,1891,31,61,3
13,2288,52,44,1
14,2070,45,46,3
15,2030,35,58,1
16,2695,49,55,1
17,910,26,35,2
18,2867,47,61,2
19,1760,55,32,2
20,3770,65,58,1
21,1625,25,65,2
22,4745,65,73,1
23,1620,54,30,3
24,3294,54,61,1
25,2100,70,30,2
26,1312,32,41,4
27,3068,52,59,1
28,3430,49,70,1
29,2242,38,59,1
30,5183,71,73,1
31,1508,58,26,3
32,1620,45,36,1
33,1287,39,33,4
34,1419,33,43,1
35,3976,71,56,1
36,3953,59,67,1
37,2680,67,40,1
38,3819,67,57,1
39,3796,73,52,1
