nice2.50.txt
50
50
100 34
1	1	9.427398	20.699230	
2	1	9.094330	12.857460	
3	1	22.488690	14.725550	
4	1	5.477694	20.699230	
5	1	13.468460	12.662340	
6	1	19.951330	12.960490	
7	1	26.057650	6.885965	
8	1	12.069310	17.857810	
9	1	11.545650	12.238340	
10	1	8.675775	13.193050	
11	1	9.960582	14.122500	
12	1	9.094330	13.733350	
13	1	10.021950	11.517110	
14	1	13.102250	9.159885	
15	1	20.628540	9.159885	
16	1	5.734889	20.699230	
17	1	19.951330	12.885360	
18	1	19.951330	14.199010	
19	1	13.608590	7.484222	
20	1	8.614410	13.408360	
21	1	13.608590	11.817760	
22	1	28.856570	14.256110	
23	1	8.675775	13.876510	
24	1	14.315910	27.774770	
25	1	33.730790	8.697929	
26	1	27.784370	24.935190	
27	1	7.880746	13.120220	
28	1	10.021950	14.123290	
29	1	8.655120	13.120220	
30	1	18.910860	14.135800	
31	1	13.734030	10.647570	
32	1	16.404970	14.725550	
33	1	16.943530	14.256110	
34	1	11.545650	14.352470	
35	1	30.491280	15.176110	
36	1	13.468460	15.112430	
37	1	8.610764	14.135800	
38	1	6.748427	18.962870	
39	1	13.608590	9.025190	
40	1	19.951330	7.245172	
41	1	13.734030	13.201050	
42	1	23.309380	10.869140	
43	1	26.057650	7.249833	
44	1	6.860163	18.962870	
45	1	15.308820	15.176110	
46	1	14.685610	14.725550	
47	1	8.614410	12.232040	
48	1	16.535870	10.728400	
49	1	9.960582	12.947060	
50	1	23.309380	12.979480	
