path30.25.txt
25
25
100 100
1	1	100.000000	33.048650	
2	1	54.109520	1.887153	
3	1	35.707230	6.935310	
4	1	53.660210	5.926392	
5	1	76.340450	0.831569	
6	1	39.877640	1.499826	
7	1	36.836140	1.569320	
8	1	61.294730	1.623617	
9	1	100.000000	12.784590	
10	1	76.340450	0.935285	
11	1	100.000000	7.272979	
12	1	64.292770	18.759130	
13	1	35.707230	11.823820	
14	1	63.163860	1.569320	
15	1	45.890480	1.887153	
16	1	36.996100	2.957995	
17	1	76.340450	0.865274	
18	1	23.659550	6.521250	
19	1	46.339790	5.926392	
20	1	100.000000	1.214175	
21	1	100.000000	7.892915	
22	1	39.344360	2.957995	
23	1	60.122360	1.499826	
24	1	38.705270	1.623617	
25	1	76.340450	0.931127	
