ID,X,COPIES
0,999289,9
1,998444,10
2,997349,1
3,995184,12
4,992795,16
5,983394,12
6,976197,9
7,975875,20
8,971427,20
9,967193,16
10,964275,20
11,960048,11
12,956060,6
13,939744,11
14,935302,2
15,928667,19
16,926857,20
17,925960,18
18,924117,14
19,922521,9
20,916404,14
21,913916,15
22,908950,16
23,906063,20
24,905941,13
25,897026,16
26,895012,16
27,893723,3
28,892621,6
29,892252,20
30,887406,12
31,887236,12
32,883239,18
33,880248,17
34,880004,2
35,879515,2
36,875520,8
37,872974,9
38,871576,13
39,869799,5
40,867706,7
41,860514,4
42,859610,3
43,855386,19
44,851264,12
45,850170,8
46,847835,6
47,847635,19
48,847471,6
49,837676,2
50,836546,1
51,834643,13
52,833949,2
53,831461,8
54,829880,20
55,828588,17
56,828214,11
57,824265,13
58,822682,6
59,817221,7
60,813192,10
61,812010,8
62,810121,18
63,796333,5
64,794846,7
65,794306,17
66,791132,19
67,790116,19
68,789465,7
69,788142,6
70,788118,11
71,784808,7
72,780848,17
73,779260,8
74,774034,16
75,772988,6
76,772181,4
77,770362,6
78,767886,16
79,765457,5
80,760928,11
81,758840,11
82,751522,16
83,748722,20
84,744916,15
85,744212,13
86,741340,15
87,732006,2
88,728987,9
89,728477,12
90,725220,1
91,719772,16
92,714129,20
93,709225,18
94,708782,9
95,705830,17
96,704844,17
97,704392,5
98,704387,9
99,703229,17
100,697602,15
101,693691,3
102,689241,13
103,686389,12
104,685902,8
105,682732,11
106,673903,2
107,673191,6
108,668853,5
109,663342,3
110,661393,17
111,649134,1
112,641741,18
113,637173,3
114,629997,9
115,623725,5
116,616395,4
117,613500,2
118,613020,4
119,609662,18
120,606790,15
121,605293,19
122,603856,16
123,593586,14
124,583788,19
125,577352,4
126,575152,20
127,574280,15
128,569791,9
129,565359,8
130,563244,14
131,560100,19
132,559129,13
133,557185,13
134,554892,14
135,551152,12
136,550216,6
137,548117,8
138,540594,20
139,537043,3
140,532215,20
141,528136,4
142,527755,18
143,526482,20
144,523495,11
145,523017,7
146,522646,17
147,522586,12
148,511491,19
149,509533,10
150,508189,9
151,505510,13
152,502498,3
153,495559,7
154,495467,1
155,493439,11
156,490993,11
157,488802,11
158,488501,6
159,482614,3
160,482376,2
161,479609,16
162,476897,14
163,475809,1
164,463843,16
165,463634,16
166,461870,13
167,455485,1
168,452653,4
169,449034,1
170,446566,3
171,445465,19
172,442459,2
173,442290,16
174,441808,19
175,441525,9
176,433829,13
177,433576,10
178,432964,3
179,429195,1
180,428437,8
181,427892,17
182,426068,15
183,422665,2
184,421885,2
185,418062,6
186,415609,5
187,413013,14
188,404286,20
189,402501,11
190,401143,18
191,400790,3
192,400376,20
193,396854,12
194,393386,18
195,389169,14
196,385791,19
197,385734,7
198,375208,4
199,370054,1
200,368930,13
201,366578,17
202,359742,6
203,353986,2
204,350539,4
205,340633,19
206,337225,8
207,335186,16
208,334461,15
209,331863,4
210,327297,15
211,327018,7
212,325866,14
213,321489,13
214,311081,1
215,309803,2
216,307795,19
217,299279,11
218,296992,14
219,295289,19
220,295286,17
221,294612,3
222,287745,10
223,277006,17
224,276162,6
225,275764,5
226,275708,3
227,273187,16
228,270873,20
229,265839,11
230,265360,1
231,264715,16
232,262810,20
233,261008,15
234,259632,6
235,256924,1
236,254832,13
237,252887,13
238,252468,5
239,250160,5
240,246178,19
241,232009,1
242,228190,2
243,228184,9
244,227064,6
245,224120,19
246,220397,5
247,216913,4
248,208282,11
249,200470,6
