ID,X,COPIES
0,999029,2
1,988437,5
2,987755,4
3,987384,19
4,986810,15
5,981121,10
6,978994,4
7,978679,17
8,978644,1
9,977133,5
10,973164,17
11,971901,1
12,969559,17
13,968565,13
14,956056,19
15,953756,9
16,952501,2
17,949691,7
18,948574,18
19,937973,10
20,937887,7
21,936399,8
22,935148,14
23,924062,6
24,921597,3
25,916512,4
26,915357,10
27,911192,6
28,910088,15
29,904923,2
30,903156,9
31,901416,12
32,899150,14
33,896379,13
34,893372,15
35,886892,8
36,882094,20
37,881102,13
38,874412,7
39,874059,18
40,872826,20
41,868833,9
42,864610,8
43,863645,19
44,859002,17
45,856961,1
46,854041,18
47,851385,6
48,847465,16
49,843043,20
50,842396,20
51,841635,14
52,839492,15
53,837556,12
54,834845,2
55,832342,6
56,831698,14
57,827500,10
58,827402,4
59,824567,9
60,817012,4
61,811960,10
62,811732,13
63,809177,16
64,803946,17
65,799028,11
66,797921,6
67,796742,6
68,793802,15
69,793782,9
70,786973,20
71,786759,17
72,786170,4
73,783920,8
74,781942,8
75,777970,14
76,776937,7
77,773730,12
78,772996,4
79,768923,13
80,768513,8
81,764422,4
82,759961,12
83,756615,12
84,751889,2
85,745911,1
86,743588,17
87,741572,2
88,736513,14
89,731773,12
90,727126,9
91,722565,11
92,720673,6
93,719580,2
94,715558,2
95,715511,17
96,715056,10
97,711853,19
98,708301,12
99,707836,15
100,706372,18
101,705616,15
102,701271,5
103,693903,11
104,692005,16
105,688316,2
106,677736,2
107,674396,4
108,674205,4
109,670776,11
110,668898,15
111,665399,2
112,664854,3
113,664381,4
114,661257,3
115,661045,11
116,659280,3
117,654350,2
118,654241,13
119,637841,10
120,637305,5
121,628365,13
122,627383,1
123,627090,4
124,626413,9
125,622660,12
126,621684,11
127,620056,2
128,619838,18
129,619320,5
130,617115,4
131,613140,6
132,612090,18
133,605304,17
134,605134,3
135,602370,20
136,602138,11
137,598608,13
138,596309,8
139,593477,15
140,589781,5
141,588568,19
142,580047,19
143,576792,3
144,575839,13
145,571969,15
146,567869,2
147,567273,11
148,566827,17
149,561903,5
150,561111,5
151,560196,16
152,555941,19
153,555918,10
154,551064,20
155,536123,15
156,535556,4
157,535495,7
158,529667,12
159,520286,9
160,516932,18
161,516777,10
162,516456,19
163,513142,3
164,509593,17
165,502197,1
166,500629,9
167,497396,19
168,494393,1
169,490620,3
170,488256,4
171,487580,18
172,474638,7
173,474353,19
174,471510,12
175,460347,5
176,459256,5
177,457863,14
178,453080,7
179,448577,10
180,443687,15
181,441631,20
182,421499,1
183,421113,2
184,419730,8
185,414193,20
186,411972,15
187,410243,11
188,407582,12
189,393061,12
190,391079,16
191,383648,12
192,383293,9
193,383271,18
194,378714,1
195,370953,4
196,369587,15
197,367951,1
198,366227,3
199,365942,20
200,365157,20
201,364001,16
202,357799,5
203,354938,4
204,352148,20
205,344413,2
206,344312,18
207,342944,5
208,340925,2
209,339458,9
210,337368,17
211,337287,20
212,335176,7
213,331563,9
214,329780,10
215,322767,15
216,321739,5
217,312986,17
218,310134,1
219,309119,13
220,295501,10
221,292952,18
222,291621,12
223,291569,7
224,290683,19
225,289759,18
226,288781,5
227,284328,5
228,273634,9
229,273358,15
230,265738,17
231,263883,7
232,260878,11
233,258940,13
234,258102,4
235,254068,9
236,243252,1
237,242470,13
238,235148,1
239,234196,5
240,232325,3
241,231317,9
242,228247,17
243,226569,11
244,222015,8
245,220023,4
246,215352,18
247,213186,11
248,202695,7
249,202055,20
