ID,X,COPIES
0,329576,5
1,324975,9
2,323065,15
3,322817,1
4,320918,18
5,320703,1
6,316829,19
7,315714,1
8,314682,2
9,310360,16
10,301408,13
11,298228,11
12,295264,1
13,289167,13
14,287573,19
15,286365,10
16,284064,3
17,279862,11
18,277909,7
19,276600,1
20,276527,8
21,274043,11
22,271884,16
23,269643,20
24,267415,13
25,266751,19
26,262224,16
27,260086,8
28,259707,9
29,257249,9
30,256355,17
31,253628,8
32,253477,6
33,250282,7
34,250170,14
35,249796,14
36,246457,15
37,245818,19
38,245308,11
39,241653,4
40,237953,3
41,237023,5
42,230971,5
43,229762,14
44,228155,7
45,226448,1
46,224373,3
47,219785,9
48,216646,7
49,216040,8
50,211724,13
51,209786,2
52,209528,7
53,208497,1
54,208369,18
55,204916,10
56,204600,2
57,202784,17
58,200251,2
59,190579,18
60,190025,1
61,189645,10
62,185444,17
63,181440,8
64,180476,7
65,178118,17
66,174343,14
67,165639,20
68,165591,1
69,162252,18
70,159459,6
71,156326,4
72,154119,1
73,148431,9
74,148070,1
75,141269,6
76,140621,12
77,137564,8
78,133714,20
79,131704,10
80,122306,1
81,120205,11
82,117871,8
83,115388,8
84,106180,14
85,103211,12
86,101613,18
87,100574,17
88,98282,9
89,96674,6
90,91791,2
91,80738,10
92,69779,8
93,65020,7
94,64180,4
95,62142,8
96,61660,16
97,61164,10
98,58783,7
99,57075,3
100,55657,1
101,53642,2
102,53054,14
103,52435,15
104,49237,7
105,47329,5
106,46167,18
107,45325,16
108,39395,6
109,37055,15
110,37040,9
111,36452,11
112,34396,11
113,30504,11
114,28971,16
115,25437,12
116,22694,3
117,22628,10
118,20142,20
119,19512,2
120,17346,8
121,8450,14
122,5839,17
123,4390,10
124,4085,13
