ID,X,COPIES
0,332261,9
1,331927,19
2,331012,16
3,329993,14
4,328961,1
5,328498,4
6,327623,12
7,325277,1
8,324325,10
9,323185,16
10,323086,5
11,322995,20
12,320687,17
13,319996,9
14,319380,9
15,319210,19
16,317350,4
17,317036,13
18,315931,6
19,315841,15
20,315029,15
21,314665,13
22,314093,18
23,312785,10
24,311424,14
25,310412,1
26,309838,19
27,309653,5
28,309528,8
29,306985,2
30,306314,17
31,306152,12
32,305786,15
33,305486,8
34,305335,12
35,303169,10
36,301556,8
37,300702,9
38,300279,16
39,299462,17
40,298924,4
41,298491,7
42,298226,2
43,297296,2
44,296273,2
45,295318,1
46,294387,12
47,293807,6
48,293395,16
49,293195,8
50,292358,15
51,292210,13
52,290283,10
53,288141,13
54,287492,15
55,285307,20
56,284564,20
57,283955,2
58,283426,15
59,283300,20
60,282700,13
61,281641,16
62,280811,12
63,280004,20
64,278975,17
65,277681,15
66,277365,10
67,272014,19
68,269429,17
69,267951,7
70,267634,17
71,266461,7
72,266338,8
73,266229,1
74,263584,4
75,263311,16
76,262737,19
77,261897,13
78,261295,18
79,260960,6
80,259528,10
81,256627,17
82,256434,2
83,255834,8
84,254842,7
85,254396,9
86,253548,16
87,252933,14
88,251978,9
89,251907,13
90,250371,14
91,249068,20
92,247854,8
93,246171,6
94,245429,15
95,244985,8
96,244595,17
97,244069,16
98,241705,4
99,241473,3
100,241363,10
101,240760,2
102,239664,15
103,239090,6
104,238691,19
105,237232,5
106,237160,11
107,236517,6
108,235977,15
109,234152,19
110,233596,16
111,233519,3
112,233137,8
113,232109,2
114,231019,18
115,230812,12
116,228055,9
117,227038,14
118,226049,7
119,225873,1
120,225004,8
121,224409,16
122,220745,2
123,219282,15
124,219016,9
125,217992,2
126,216093,8
127,214280,17
128,213131,3
129,211733,10
130,209087,8
131,208984,15
132,208582,19
133,207900,5
134,205933,19
135,205846,18
136,205317,7
137,203236,20
138,202832,17
139,202657,18
140,201117,18
141,200720,13
142,199752,10
143,199660,20
144,199489,18
145,195728,5
146,189710,15
147,189494,5
148,188631,2
149,187011,20
150,179701,3
151,179140,11
152,178204,7
153,176562,4
154,176529,10
155,176401,13
156,175985,14
157,175973,3
158,170478,1
159,168209,10
160,167458,15
161,167273,5
162,166030,18
163,164975,6
164,161956,2
165,161653,10
166,160377,4
167,160148,7
168,155129,1
169,153023,1
170,152710,1
171,152276,3
172,151013,12
173,150637,18
174,149468,14
175,147551,16
176,147358,11
177,146722,11
178,146579,9
179,146311,16
180,145522,7
181,145348,11
182,145344,2
183,144681,18
184,141181,16
185,140673,1
186,139905,9
187,139891,17
188,138221,13
189,138061,11
190,137528,10
191,137399,14
192,137014,1
193,136993,9
194,135518,20
195,135101,18
196,134711,19
197,134527,7
198,133475,13
199,131107,4
200,128355,9
201,127772,15
202,127452,6
203,127248,18
204,126671,7
205,125530,5
206,124267,18
207,124236,13
208,122160,11
209,121108,18
210,120424,4
211,117010,10
212,116240,14
213,114199,16
214,112215,4
215,111862,9
216,111383,3
217,111335,10
218,108556,13
219,108481,9
220,106815,6
221,105998,11
222,105898,20
223,104451,16
224,103326,12
225,98491,9
226,98257,11
227,95963,13
228,95351,10
229,93283,16
230,91393,1
231,90438,5
232,89756,1
233,88990,16
234,88035,6
235,86617,5
236,82146,10
237,82032,17
238,81516,6
239,79805,1
240,79585,5
241,77894,15
242,77130,20
243,74791,11
244,74465,5
245,72398,3
246,71575,7
247,70756,9
248,68814,12
249,67476,15
