ID,X,COPIES
0,333101,4
1,332664,14
2,332096,10
3,330480,17
4,330119,13
5,329370,15
6,329181,5
7,327802,13
8,327618,12
9,327058,5
10,326771,7
11,326629,2
12,326141,18
13,326053,2
14,324893,7
15,324789,5
16,323078,6
17,321984,9
18,321880,8
19,320484,7
20,320268,3
21,320089,18
22,317714,3
23,317434,14
24,317216,20
25,315924,7
26,315092,9
27,313923,18
28,311815,3
29,311559,20
30,311544,2
31,310675,12
32,310635,4
33,310075,5
34,309176,17
35,308085,3
36,306524,13
37,305607,3
38,305342,9
39,304835,3
40,304809,7
41,304450,6
42,304110,8
43,303778,1
44,303469,16
45,302921,8
46,302538,19
47,302058,8
48,301244,15
49,300511,18
50,298451,12
51,298284,18
52,298016,3
53,297031,17
54,296715,10
55,294689,16
56,294593,12
57,292469,13
58,292103,5
59,291882,20
60,291602,11
61,291597,16
62,289792,5
63,289589,19
64,289207,11
65,289025,10
66,288904,9
67,287856,10
68,287237,16
69,287136,11
70,287033,14
71,286252,20
72,284344,4
73,282958,7
74,282849,9
75,282002,2
76,281707,8
77,281659,1
78,280876,10
79,280694,15
80,280337,9
81,279131,2
82,278882,16
83,278436,8
84,277022,2
85,274703,3
86,274571,14
87,274217,19
88,273511,1
89,271980,10
90,270254,18
91,270106,20
92,270056,19
93,269629,9
94,268986,19
95,268601,14
96,267641,1
97,267430,11
98,267317,1
99,266822,18
100,265005,6
101,264970,16
102,264365,6
103,264205,17
104,263723,18
105,263659,17
106,263501,12
107,263480,8
108,263319,14
109,263054,13
110,262367,12
111,262248,20
112,262020,16
113,261945,16
114,261899,20
115,261770,16
116,259119,5
117,258688,15
118,257193,7
119,256941,5
120,256687,14
121,254726,2
122,254526,19
123,253863,13
124,252653,2
125,251523,7
126,250010,2
127,249677,10
128,249478,8
129,248932,17
130,247851,14
131,247734,15
132,247571,20
133,247426,18
134,247321,17
135,246991,2
136,246786,16
137,246584,9
138,245467,16
139,245227,5
140,245201,18
141,242362,11
142,241093,17
143,240844,18
144,240237,15
145,240014,17
146,239970,6
147,239751,20
148,239743,12
149,239420,6
150,238879,11
151,237405,5
152,237236,17
153,236578,5
154,235991,18
155,235398,15
156,235072,2
157,234004,5
158,233892,18
159,233567,13
160,232949,9
161,231855,3
162,231588,5
163,231455,4
164,230796,9
165,230671,6
166,229834,12
167,229669,10
168,228872,8
169,227607,2
170,227358,14
171,226825,19
172,223755,13
173,223197,2
174,222933,6
175,222871,3
176,221160,6
177,220462,17
178,219746,12
179,219147,18
180,218633,14
181,217278,13
182,216988,6
183,216445,15
184,215877,13
185,215053,7
186,214314,18
187,213076,3
188,213031,17
189,212954,12
190,212225,20
191,211405,9
192,211222,9
193,209766,15
194,207445,15
195,206361,6
196,205723,7
197,205203,4
198,204976,7
199,204907,4
200,204401,4
201,204364,18
202,202857,13
203,202728,3
204,201778,17
205,201664,15
206,201343,7
207,200866,20
208,200678,1
209,200345,5
210,200064,6
211,198552,10
212,197559,16
213,197526,3
214,195851,7
215,195525,13
216,193146,18
217,192302,1
218,192292,9
219,191135,11
220,190888,16
221,190730,5
222,190433,18
223,190256,2
224,190185,15
225,188969,5
226,188494,17
227,188316,5
228,187997,18
229,184357,9
230,183103,12
231,182891,12
232,182624,1
233,182461,13
234,181728,19
235,180877,12
236,180711,15
237,180087,8
238,179538,6
239,179439,15
240,177784,16
241,177215,11
242,175732,2
243,175347,4
244,175212,8
245,175057,18
246,172551,14
247,172208,18
248,170442,2
249,170360,6
250,170305,7
251,169754,11
252,169656,14
253,168270,14
254,168233,14
255,167668,7
256,167237,2
257,166654,3
258,165467,16
259,165154,17
260,165021,17
261,164903,9
262,164289,7
263,163968,4
264,163358,8
265,163125,6
266,162718,10
267,162556,11
268,162231,16
269,161263,15
270,159412,13
271,158808,9
272,158429,8
273,158048,15
274,157434,2
275,156559,19
276,155881,2
277,155537,14
278,154219,12
279,151782,9
280,150588,17
281,149936,13
282,149821,12
283,148816,9
284,148555,9
285,147919,10
286,147072,13
287,145867,10
288,145083,8
289,145023,19
290,144163,17
291,144036,5
292,143582,12
293,143465,4
294,143213,13
295,142935,18
296,142792,8
297,142499,15
298,141994,9
299,141055,2
300,140992,2
301,140439,7
302,139438,20
303,139004,12
304,138281,9
305,137143,8
306,136957,18
307,136467,10
308,136237,5
309,133938,13
310,133542,3
311,133283,10
312,132671,7
313,132231,4
314,131727,17
315,131294,10
316,130451,4
317,129534,17
318,129442,7
319,129185,2
320,128893,17
321,128883,5
322,128501,19
323,128186,2
324,128081,15
325,126591,1
326,126565,19
327,125508,6
328,125154,5
329,124733,2
330,124486,5
331,124199,10
332,123683,1
333,123362,10
334,121663,16
335,121662,11
336,121331,3
337,119758,5
338,119608,9
339,118977,16
340,118810,15
341,118134,6
342,117235,15
343,117099,18
344,116873,16
345,116630,17
346,115994,16
347,115480,6
348,114056,10
349,113297,9
350,113159,15
351,112886,15
352,111335,3
353,111108,11
354,109551,3
355,109338,4
356,107701,7
357,105787,3
358,105763,8
359,105002,20
360,104982,13
361,104823,2
362,104668,8
