ID,X,COPIES
0,332772,2
1,332035,12
2,331735,8
3,331164,3
4,331097,4
5,331066,14
6,330994,12
7,330750,11
8,330553,18
9,329850,2
10,328906,20
11,328585,11
12,327871,7
13,327795,12
14,327597,20
15,327403,11
16,326972,17
17,326792,12
18,326655,7
19,325732,18
20,325269,16
21,323930,9
22,323277,15
23,323080,3
24,321314,3
25,321232,10
26,320847,6
27,320616,8
28,320171,7
29,317643,3
30,316012,7
31,315457,9
32,315397,1
33,315080,11
34,314895,3
35,313791,18
36,313612,10
37,313103,18
38,312826,17
39,312767,12
40,312557,8
41,311424,7
42,310675,5
43,308385,5
44,308139,1
45,307319,4
46,306872,8
47,305680,18
48,305594,11
49,305466,7
50,305047,10
51,304509,2
52,302858,20
53,301989,8
54,300867,1
55,300634,4
56,300254,17
57,300002,6
58,298890,7
59,298761,9
60,297100,5
61,295914,20
62,294630,2
63,293417,13
64,292845,13
65,291836,14
66,291323,16
67,290349,20
68,289999,18
69,289186,8
70,289023,20
71,287799,17
72,287548,7
73,287186,11
74,287101,18
75,286892,8
76,286040,14
77,284908,14
78,284894,9
79,284394,17
80,284121,2
81,282985,11
82,282768,16
83,282451,10
84,281836,2
85,280933,7
86,280877,18
87,280856,10
88,280397,18
89,279075,1
90,278552,20
91,278157,7
92,278089,2
93,276242,5
94,274675,17
95,274537,12
96,274099,5
97,273743,2
98,273068,9
99,272352,17
100,270862,4
101,270643,15
102,270225,15
103,270188,1
104,269737,13
105,269460,4
106,268623,7
107,268505,6
108,268496,20
109,268183,19
110,267995,4
111,267323,3
112,267277,4
113,267110,1
114,264031,12
115,263057,13
116,261976,19
117,260982,13
118,260777,16
119,259860,3
120,258886,17
121,258306,3
122,258262,19
123,257251,12
124,256392,8
125,254760,18
126,253981,6
127,253773,11
128,253517,4
129,252811,6
130,251987,14
131,251077,15
132,250981,14
133,250370,1
134,249441,15
135,249050,11
136,248228,13
137,247277,20
138,245787,20
139,245227,1
140,243596,8
141,243532,16
