ID,X,COPIES
0,333103,20
1,333094,2
2,332818,3
3,332751,1
4,332006,8
5,331559,16
6,331267,18
7,330331,10
8,329506,18
9,329498,9
10,328737,7
11,328564,10
12,328529,13
13,328274,4
14,327079,14
15,326618,12
16,326346,17
17,326061,2
18,325916,8
19,325238,8
20,325173,9
21,325101,14
22,324847,19
23,324649,9
24,323806,9
25,323693,7
26,323472,3
27,323047,20
28,321783,15
29,321226,13
30,321066,10
31,320917,3
32,320337,3
33,320275,18
34,320093,9
35,319138,8
36,319080,18
37,316725,8
38,316594,5
39,316204,2
40,315760,10
41,313596,6
42,313574,4
43,313509,11
44,312935,1
45,311766,13
46,310854,2
47,310049,11
48,309038,4
49,308785,8
50,308326,20
51,307289,5
52,307118,16
53,306800,4
54,304923,11
55,304739,9
56,304141,1
57,302390,1
58,302381,13
59,300927,7
60,299638,20
61,299426,15
62,299198,4
63,297857,15
64,296733,1
65,295615,2
66,294971,14
67,294269,10
68,294161,6
69,291915,19
70,291875,11
71,291547,19
72,291328,13
73,291289,14
74,290205,16
75,290140,20
76,289984,3
77,287562,8
78,287442,3
79,287304,2
80,285255,9
81,285162,5
82,284199,20
83,283967,9
84,283302,10
85,282211,15
86,282075,12
87,281285,8
88,280555,8
89,280298,11
90,280037,18
91,278642,4
92,278531,19
93,278463,8
94,276076,10
95,275947,1
96,275714,9
97,274590,4
98,274539,3
99,274034,11
100,273812,5
101,272316,13
102,271696,19
103,270968,6
104,270794,14
105,270695,3
106,270531,1
107,270271,5
108,270033,9
109,269805,13
110,266595,6
111,265461,20
112,264838,18
113,264796,3
114,263665,6
115,263339,19
116,262676,3
117,260801,4
118,259689,20
119,259520,11
120,258688,9
121,258541,17
122,257353,6
123,256645,18
124,253986,5
125,253810,8
126,253524,5
127,252628,19
128,251964,4
129,250252,9
130,250175,6
131,249551,1
132,249308,13
133,249185,16
134,248799,15
135,245440,8
136,244676,19
137,244229,3
138,244056,9
139,243454,19
140,243451,16
141,242936,11
142,242026,17
143,242010,11
144,237548,12
145,237132,7
146,236970,5
147,236896,15
148,236616,3
149,235704,15
150,235071,11
151,234425,10
152,233872,6
153,231825,12
154,231496,3
155,231235,6
156,230489,18
157,230420,13
158,230289,2
159,230205,6
160,229854,13
161,229078,2
162,228845,12
163,228749,1
164,228507,13
165,228385,20
166,226644,15
167,226274,15
168,226071,6
169,225062,2
170,224509,2
171,224490,9
172,223937,16
173,223576,17
174,220305,10
175,219540,20
176,219009,9
177,218468,14
178,218259,13
179,216866,4
180,215991,15
181,215828,13
182,215794,5
183,215671,16
184,214884,20
185,214823,18
186,214560,20
187,214313,5
188,213300,4
189,212831,19
190,212068,13
191,211817,13
192,211618,2
193,210828,18
194,210420,15
195,209098,20
196,208893,8
197,207642,1
198,206944,20
199,205934,15
200,205861,10
201,205598,6
202,205503,4
203,205267,6
204,204004,7
205,203468,6
206,202346,12
207,202149,15
208,201950,4
209,201750,12
210,201005,17
211,200975,14
212,198955,19
213,197232,19
214,194631,4
215,194194,16
216,193841,4
217,193649,9
218,192556,12
219,192262,16
220,190326,2
221,189584,5
222,189565,15
223,189363,8
224,189362,9
225,188620,16
226,188297,7
227,186671,8
228,185145,1
229,184560,10
230,184395,14
231,184276,10
232,183393,8
233,182310,5
234,181222,20
235,180970,3
236,179809,10
237,179160,7
238,179085,2
239,178806,12
240,177673,15
241,177287,18
242,176975,10
243,175555,13
244,175239,12
245,175121,1
246,174858,11
247,174635,12
248,174394,1
249,174378,10
250,174242,1
251,174207,17
252,173764,17
253,173490,1
254,172574,8
255,172499,19
256,171282,1
257,170870,13
258,170726,8
259,170678,4
260,169280,3
261,168637,10
262,168582,11
263,168160,13
264,168130,1
265,167956,9
266,167652,15
267,166894,2
268,166459,7
269,166404,20
270,166008,1
271,165661,14
272,165325,5
273,164214,6
274,163740,17
275,162171,10
276,161509,3
277,161119,13
278,160793,19
279,160398,7
280,159184,12
281,158629,10
282,158462,13
283,158318,14
284,158147,16
285,157386,8
286,155910,18
287,155620,6
288,154579,10
289,153819,20
290,153342,19
291,153088,14
292,152936,1
293,152325,2
294,151784,15
295,149907,7
296,148266,13
297,148106,14
298,146292,2
299,141436,17
300,141100,18
301,140865,1
302,139854,18
303,138855,18
304,138146,8
305,137910,11
306,137820,4
307,137022,16
308,136498,9
309,136425,1
310,135371,16
311,133256,16
312,132629,6
313,131850,10
314,131587,15
315,131501,20
316,130947,17
317,129413,11
318,126682,8
319,126111,11
320,126070,4
321,125241,13
