ID,X,COPIES
0,332267,14
1,332164,12
2,331101,18
3,326263,6
4,324610,10
5,324034,11
6,321556,1
7,321091,1
8,320539,7
9,319460,19
10,318702,18
11,318069,17
12,317999,2
13,312781,20
14,312357,14
15,310800,17
16,310759,9
17,310412,19
18,309561,19
19,305903,3
20,305321,16
21,301419,10
22,300983,17
23,300844,18
24,300370,7
25,297281,10
26,296825,17
27,296747,10
28,296609,2
29,294401,1
30,293161,17
31,290789,9
32,289755,3
33,289724,9
34,289412,6
35,288412,8
36,288408,18
37,287966,5
38,287806,19
39,287758,9
40,286561,12
41,283644,5
42,283530,19
43,283349,1
44,282101,1
45,279809,9
46,279526,14
47,278915,14
48,278543,5
49,277457,1
50,277134,1
51,277029,13
52,276591,6
53,275870,9
54,275532,7
55,271787,7
56,271579,1
57,271564,13
58,269543,16
59,269270,2
60,268928,2
61,268786,12
62,268272,16
63,267624,11
64,266752,5
65,266722,20
66,264048,1
67,263754,3
68,263345,5
69,258204,15
70,256500,15
71,256091,18
72,255793,8
73,254616,13
74,254526,10
75,254428,18
76,253031,8
77,252836,20
78,252242,19
79,250214,9
80,249775,6
81,249630,13
82,249072,6
83,248695,13
84,248372,8
85,247753,8
86,245590,4
87,245564,6
88,244249,17
89,240574,3
90,240443,10
91,239095,9
92,238544,18
93,238203,19
94,237404,20
95,236437,11
96,234508,1
97,233880,5
98,232486,10
99,230183,17
100,229502,1
101,229163,17
102,227965,1
103,223503,13
104,223435,8
105,221461,15
106,220986,13
107,220680,17
108,220069,2
109,219938,10
110,214707,12
111,213929,5
112,212570,5
113,210815,1
114,208229,9
115,207716,20
116,206926,4
117,206570,18
118,205262,15
119,204436,7
120,203214,14
121,203175,6
122,203002,20
123,202139,2
124,200605,18
125,200000,2
126,199775,1
127,199668,1
128,198692,9
129,195593,6
130,194732,7
131,193526,8
132,193001,19
133,190073,18
134,189467,13
135,186440,16
136,184289,7
137,184083,16
138,184020,16
139,181117,17
140,180453,5
141,177859,4
142,175450,19
143,175268,11
144,174513,14
145,172743,2
146,170968,4
147,168857,17
148,168241,12
149,167471,3
150,166989,5
151,165995,14
152,165887,17
153,165590,16
154,164809,14
155,163339,4
156,162540,5
157,162348,20
158,162171,12
159,161506,4
160,160561,20
161,159628,16
162,157994,4
163,157024,9
164,156453,20
165,155466,1
166,154885,14
167,152441,14
168,150826,11
169,150187,20
170,149240,8
171,148647,8
172,147081,2
173,146247,6
174,145722,5
175,145057,2
176,144836,11
177,144207,13
178,143974,12
179,143034,15
180,142921,7
181,142907,2
182,142459,10
183,142319,3
184,140253,2
185,140076,1
186,139259,13
187,138455,14
188,136073,12
189,136055,15
190,134806,20
191,134527,7
192,133907,5
193,133649,19
194,133359,13
195,132862,20
196,131062,10
197,130437,16
198,130094,19
199,129456,12
200,127483,1
201,126379,18
202,126302,3
203,123563,2
204,123540,14
205,119343,20
206,119288,8
207,117655,13
208,117370,3
209,115507,8
210,115293,16
211,115101,15
212,113321,10
213,112332,11
214,111050,17
215,110770,19
216,108526,20
217,105350,13
218,103269,12
219,102449,19
220,100596,5
221,100158,8
222,99649,4
223,96857,15
224,96842,12
225,94351,20
226,92535,20
227,91098,13
228,86296,18
229,86102,10
230,85476,6
231,81421,13
232,80835,16
233,80229,17
234,79881,8
235,79192,1
236,77337,5
237,76896,2
238,73938,6
239,73312,6
240,73308,11
241,71680,12
242,71138,9
243,71107,3
244,69967,20
245,69188,2
246,68813,2
247,67557,9
248,67032,11
249,66962,6
