ID,X,COPIES
0,999718,3
1,999537,13
2,996500,9
3,994254,17
4,993730,14
5,986905,5
6,985655,18
7,982489,3
8,981782,4
9,981781,6
10,976617,14
11,975579,13
12,975102,20
13,972836,12
14,970672,8
15,969473,16
16,967067,6
17,966560,9
18,965976,11
19,963038,20
20,959835,11
21,955149,17
22,954343,17
23,953616,19
24,952593,13
25,952377,19
26,951138,7
27,950849,20
28,950119,18
29,948442,20
30,946201,15
31,946027,3
32,945746,15
33,940941,10
34,938689,4
35,937970,1
36,937390,6
37,935103,4
38,933165,6
39,932367,6
40,930416,18
41,930319,9
42,927849,2
43,926730,8
44,926247,15
45,924751,17
46,924415,18
47,923060,8
48,920654,20
49,919507,12
50,918859,17
51,918106,17
52,917517,2
53,914657,18
54,913343,9
55,911275,10
56,910502,14
57,909862,17
58,907077,18
59,904378,7
60,904004,6
61,903582,15
62,902996,2
63,901411,16
64,901096,13
65,899637,17
66,898090,19
67,897419,14
68,894015,9
69,890951,20
70,887724,1
71,887140,11
72,887028,11
73,886874,17
74,886124,7
75,884463,17
76,883907,13
77,883531,16
78,881892,12
79,881112,17
80,878081,5
81,876559,17
82,875984,4
83,874725,10
84,873250,1
85,872507,14
86,871485,11
87,870132,16
88,869792,5
89,869553,2
90,868002,14
91,867241,3
92,865708,10
93,861930,16
94,861042,10
95,860968,1
96,858871,3
97,849342,2
98,844873,12
99,841846,1
100,841682,3
101,834215,14
102,834074,19
103,832434,11
104,831359,12
105,830982,18
106,828811,11
107,825834,18
108,824073,8
109,821368,17
110,819937,16
111,815808,1
112,815208,4
113,814941,14
114,814197,8
115,811461,20
116,810832,5
117,809271,19
118,808807,7
119,807303,13
120,806668,7
121,802308,4
122,800311,10
123,798337,4
124,795369,5
125,794426,10
126,790689,17
127,788488,8
128,787881,18
129,780954,8
130,780583,10
131,780379,3
132,777090,20
133,776713,14
134,775618,19
135,773078,9
136,771174,5
137,770600,16
138,770540,4
139,770348,9
140,767117,8
141,765712,13
142,760316,2
143,758381,10
144,756678,1
145,755477,5
146,754909,15
147,753267,2
148,752374,2
149,747945,1
150,743393,19
151,742308,4
152,741319,5
153,739405,9
154,738587,9
155,736461,8
156,734992,19
157,732174,17
158,731232,6
159,730420,14
160,730315,16
161,729863,17
162,729454,10
163,729337,16
164,726082,10
165,725159,15
166,723244,3
167,720934,9
168,715424,18
169,714999,20
170,714197,2
171,713487,1
172,712444,7
173,710780,13
174,709888,19
175,708083,14
176,707304,4
177,707275,14
178,706474,6
179,706191,18
180,706005,17
181,704180,20
182,703532,19
183,702955,15
184,700957,3
185,700886,8
186,699756,17
187,699715,19
188,696999,5
189,695137,15
190,693721,6
191,690723,1
192,690668,14
193,690502,15
194,689551,16
195,689380,8
196,687471,14
197,686332,4
198,685345,5
199,683779,20
200,682893,9
201,677294,11
202,676626,17
203,674338,5
204,673585,8
205,669440,7
206,668368,14
207,668151,16
208,660686,11
209,657555,7
210,656297,5
211,653522,5
212,651359,9
213,650778,15
214,650507,11
215,649346,16
216,648971,4
217,648235,19
218,645472,10
219,644786,1
220,643646,1
221,638150,9
222,637820,18
223,637764,11
224,636252,17
225,632328,5
226,629395,8
227,628532,13
228,627937,17
229,626518,1
230,623694,17
231,620090,8
232,617397,6
233,616940,5
234,616731,2
235,616679,5
236,616646,13
237,616576,17
238,615957,4
239,614362,7
240,613012,17
241,612241,18
242,612043,18
243,611564,18
244,611563,6
245,609401,12
246,601358,7
247,599776,3
248,596707,15
249,596590,13
250,594753,8
251,594121,19
252,593205,18
253,592222,15
254,591982,2
255,590851,7
256,590813,19
257,590050,3
258,589839,10
259,587861,9
260,586476,20
261,585490,19
262,583298,10
263,582519,17
264,580958,20
265,580154,8
266,579268,8
267,576302,10
268,576238,15
269,574297,2
270,572200,5
271,570659,12
272,567209,10
273,566203,10
274,565231,15
275,564570,18
276,563510,14
277,559448,14
278,559099,12
279,558752,3
280,554624,15
281,553973,1
282,553107,18
283,552571,18
284,551823,17
285,549676,8
286,548339,3
287,543443,15
288,543388,7
289,541637,4
290,530885,7
291,527867,18
292,525774,18
293,524949,3
294,524356,5
