ID,X,COPIES
0,986458,8
1,986039,14
2,983659,8
3,980604,11
4,969516,18
5,954987,3
6,945440,11
7,940174,8
8,938164,20
9,930772,19
10,925765,12
11,919740,6
12,919026,20
13,918776,20
14,911813,6
15,902412,9
16,901254,7
17,901209,10
18,892071,12
19,889549,11
20,884027,5
21,878356,3
22,873857,17
23,865470,1
24,860455,9
25,851694,13
26,851550,18
27,849555,17
28,846956,15
29,839691,3
30,824685,9
31,819834,11
32,807507,4
33,804442,3
34,803330,7
35,800928,14
36,796367,19
37,784820,20
38,783110,11
39,773996,12
40,740191,4
41,728750,15
42,719986,19
43,716460,19
44,715962,18
45,711074,11
46,690106,15
47,689199,15
48,684241,14
49,674223,18
50,669825,18
51,664356,7
52,663539,8
53,661934,2
54,661670,3
55,656552,7
56,646530,9
57,646305,16
58,637939,14
59,636844,12
60,636238,2
61,628448,11
62,611690,3
63,609766,4
64,606860,6
65,597845,16
66,592621,9
67,588049,13
68,585562,7
69,582467,4
70,582190,7
71,577230,4
72,564857,3
73,552928,20
74,547126,7
75,542468,16
76,539856,15
77,515824,18
78,505854,3
79,503077,15
80,500420,7
81,500193,4
82,485153,1
83,482543,11
84,472289,10
85,461170,3
86,451456,19
87,449319,13
88,419696,19
89,419510,13
90,406091,7
91,403978,20
92,396726,2
93,395901,4
94,392983,2
95,379288,15
96,374479,8
97,372451,18
98,371995,18
99,363555,18
100,362512,20
101,350460,6
102,346217,1
103,324890,13
104,322237,20
105,317859,14
106,302843,12
107,300256,7
108,296949,3
109,294968,18
110,294633,9
111,294563,1
112,284575,19
113,282842,18
114,275878,18
115,264636,15
116,253058,16
117,252302,18
118,236228,3
119,235329,16
120,225891,20
121,225796,16
122,219995,4
123,213856,20
124,206962,6
