ID,X,COPIES
0,329026,11
1,328729,2
2,328713,14
3,328485,11
4,325313,10
5,324868,10
6,323404,18
7,322075,17
8,321209,14
9,320600,13
10,319833,3
11,317265,1
12,317263,2
13,315936,14
14,310942,15
15,310901,4
16,302967,8
17,301484,19
18,300829,4
19,300636,7
20,296727,13
21,294960,5
22,294763,10
23,286166,13
24,285428,14
25,284768,9
26,281279,11
27,280533,13
28,280344,8
29,277390,16
30,277151,16
31,276250,5
32,274896,10
33,268975,10
34,264841,16
35,264498,7
36,263355,4
37,262049,10
38,260435,12
39,260052,18
40,258683,4
41,257024,5
42,255928,20
43,252176,13
44,249357,10
45,248879,4
46,248482,14
47,248343,17
48,247557,4
49,245700,14
50,245520,16
51,242814,1
52,236279,10
53,236272,4
54,232064,7
55,231041,10
56,228933,10
57,226351,12
58,224656,18
59,218345,20
60,213588,8
61,212819,4
62,210786,7
63,209197,5
64,208962,17
65,208148,11
66,207111,5
67,206349,1
68,205689,12
69,199075,10
70,198411,15
71,193669,7
72,192836,19
73,189024,19
74,186480,3
75,184211,13
76,177353,14
77,171801,20
78,171438,3
79,167479,2
80,164903,9
81,164811,2
82,162207,13
83,162125,1
84,160455,19
85,159824,3
86,159767,3
87,155932,10
88,155832,20
89,151870,7
90,149995,4
91,149388,6
92,146451,19
93,141891,8
94,138738,3
95,137177,20
96,133298,15
97,133060,7
98,131010,9
99,126352,1
100,125753,5
101,121318,18
102,119410,18
103,118529,6
104,118395,10
105,117327,1
106,112701,6
107,104018,19
108,103486,10
109,100217,17
110,99745,5
111,99014,3
112,98392,10
113,94706,5
114,94640,9
115,92259,4
116,92054,14
117,84451,6
118,81379,4
119,79763,11
120,79186,5
121,71177,4
122,68116,19
123,67830,3
124,67303,11
